goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,74,40,2,74,54.1,100.0
goal_02,False,73,39,1,73,53.4,100.0
goal_03,False,80,50,2,80,62.5,100.0
goal_04,False,69,32,1,69,46.4,100.0
goal_05,True,71,32,2,71,45.1,100.0
goal_06,False,69,44,2,69,63.8,100.0
goal_07,False,66,37,0,66,56.1,100.0
goal_08,False,61,29,2,61,47.5,100.0
goal_09,True,72,43,2,72,59.7,100.0
goal_10,True,74,33,4,74,44.6,100.0
goal_11,False,59,35,3,59,59.3,100.0
goal_12,False,65,36,3,65,55.4,100.0
goal_13,True,83,44,2,83,53.0,100.0
goal_14,False,79,51,0,79,64.6,100.0
goal_15,False,76,46,1,76,60.5,100.0
goal_16,False,77,41,1,77,53.2,100.0
goal_17,True,68,35,3,68,51.5,100.0
goal_18,True,69,44,2,69,63.8,100.0
goal_19,True,67,29,2,67,43.3,100.0
goal_20,False,61,28,2,61,45.9,100.0
goal_21,False,65,33,0,65,50.8,100.0
goal_22,False,77,43,3,77,55.8,100.0
goal_23,True,62,32,1,62,51.6,100.0
goal_24,True,68,35,4,68,51.5,100.0
goal_25,True,67,34,4,67,50.7,100.0
goal_26,False,73,36,3,73,49.3,100.0
goal_27,False,78,47,3,78,60.3,100.0
goal_28,False,77,49,4,77,63.6,100.0
