goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,54,42,12,45,77.8,83.3
goal_02,False,45,29,16,34,64.4,75.6
goal_03,False,45,27,18,33,60.0,73.3
goal_04,False,33,23,10,29,69.7,87.9
goal_05,True,56,38,18,45,67.9,80.4
goal_06,False,57,42,15,48,73.7,84.2
goal_07,False,49,27,22,38,55.1,77.6
goal_08,False,53,35,18,44,66.0,83.0
goal_09,True,36,24,12,28,66.7,77.8
goal_10,True,44,34,10,41,77.3,93.2
goal_11,False,46,37,9,43,80.4,93.5
goal_12,False,44,30,14,38,68.2,86.4
goal_13,True,48,35,13,40,72.9,83.3
goal_14,False,51,37,14,39,72.5,76.5
goal_15,False,49,32,17,40,65.3,81.6
goal_16,False,53,42,11,47,79.2,88.7
goal_17,True,137,98,39,118,71.5,86.1
goal_18,True,121,72,49,89,59.5,73.6
goal_19,True,144,95,49,116,66.0,80.6
goal_20,False,135,92,43,114,68.1,84.4
goal_21,False,129,90,39,105,69.8,81.4
goal_22,False,55,42,13,45,76.4,81.8
goal_23,True,39,23,16,29,59.0,74.4
goal_24,True,138,101,37,119,73.2,86.2
goal_25,True,132,93,39,112,70.5,84.8
goal_26,False,144,94,50,112,65.3,77.8
goal_27,False,142,96,46,114,67.6,80.3
goal_28,False,148,106,42,124,71.6,83.8
