goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,21,5,16,18,23.8,85.7
goal_02,False,38,15,23,32,39.5,84.2
goal_03,False,31,12,19,31,38.7,100.0
goal_04,False,26,13,13,23,50.0,88.5
goal_05,True,32,15,17,30,46.9,93.8
goal_06,False,29,14,15,28,48.3,96.6
goal_07,False,24,9,15,19,37.5,79.2
goal_08,False,34,20,14,29,58.8,85.3
goal_09,True,31,13,18,28,41.9,90.3
goal_10,True,33,11,22,29,33.3,87.9
goal_11,False,26,13,13,24,50.0,92.3
goal_12,False,30,15,15,27,50.0,90.0
goal_13,True,20,7,13,18,35.0,90.0
goal_14,False,32,7,25,28,21.9,87.5
goal_15,False,36,10,26,31,27.8,86.1
goal_16,False,31,11,20,27,35.5,87.1
goal_17,True,36,15,21,31,41.7,86.1
goal_18,True,37,18,19,29,48.6,78.4
goal_19,True,26,11,15,23,42.3,88.5
goal_20,False,24,8,16,22,33.3,91.7
goal_21,False,40,15,25,33,37.5,82.5
goal_22,False,32,16,16,31,50.0,96.9
goal_23,True,28,11,17,23,39.3,82.1
goal_24,True,27,13,14,25,48.1,92.6
goal_25,True,31,17,14,27,54.8,87.1
goal_26,False,26,11,15,23,42.3,88.5
goal_27,False,32,19,13,29,59.4,90.6
goal_28,False,31,13,18,28,41.9,90.3
