goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,27,23,4,25,85.2,92.6
goal_02,False,24,20,4,20,83.3,83.3
goal_03,False,28,23,5,24,82.1,85.7
goal_04,False,18,17,1,18,94.4,100.0
goal_05,True,17,16,1,17,94.1,100.0
goal_06,False,26,21,5,24,80.8,92.3
goal_07,False,30,25,5,29,83.3,96.7
goal_08,False,24,19,5,21,79.2,87.5
goal_09,True,19,17,2,19,89.5,100.0
goal_10,True,28,23,5,25,82.1,89.3
goal_11,False,31,26,5,28,83.9,90.3
goal_12,False,26,25,1,26,96.2,100.0
goal_13,True,30,27,3,27,90.0,90.0
goal_14,False,28,25,3,27,89.3,96.4
goal_15,False,22,19,3,20,86.4,90.9
goal_16,False,17,15,2,16,88.2,94.1
goal_17,True,26,24,2,25,92.3,96.2
goal_18,True,33,30,3,32,90.9,97.0
goal_19,True,17,15,2,16,88.2,94.1
goal_20,False,29,23,6,26,79.3,89.7
goal_21,False,28,27,1,27,96.4,96.4
goal_22,False,21,17,4,19,81.0,90.5
goal_23,True,23,21,2,23,91.3,100.0
goal_24,True,19,17,2,18,89.5,94.7
goal_25,True,26,23,3,24,88.5,92.3
goal_26,False,22,19,3,21,86.4,95.5
goal_27,False,29,25,4,27,86.2,93.1
goal_28,False,23,21,2,21,91.3,91.3
