goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,87,82,5,87,94.3,100.0
goal_02,False,86,81,5,86,94.2,100.0
goal_03,False,85,79,6,85,92.9,100.0
goal_04,False,97,93,4,97,95.9,100.0
goal_05,True,93,90,3,93,96.8,100.0
goal_06,False,93,84,9,93,90.3,100.0
goal_07,False,92,84,8,92,91.3,100.0
goal_08,False,86,77,8,86,89.5,100.0
goal_09,True,109,101,7,109,92.7,100.0
goal_10,True,96,87,9,96,90.6,100.0
goal_11,False,75,69,5,75,92.0,100.0
goal_12,False,83,70,13,83,84.3,100.0
goal_13,True,91,82,8,91,90.1,100.0
goal_14,False,85,73,10,85,85.9,100.0
goal_15,False,101,92,9,101,91.1,100.0
goal_16,False,100,90,8,100,90.0,100.0
goal_17,True,91,82,9,91,90.1,100.0
goal_18,True,86,79,6,86,91.9,100.0
goal_19,True,73,68,4,73,93.2,100.0
goal_20,False,81,73,8,81,90.1,100.0
goal_21,False,87,82,5,87,94.3,100.0
goal_22,False,90,81,8,90,90.0,100.0
goal_23,True,87,76,10,87,87.4,100.0
goal_24,True,86,78,8,86,90.7,100.0
goal_25,True,74,62,12,74,83.8,100.0
goal_26,False,79,69,10,79,87.3,100.0
goal_27,False,88,81,7,88,92.0,100.0
goal_28,False,79,69,9,79,87.3,100.0
