goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,29,25,4,27,86.2,93.1
goal_02,False,34,27,7,33,79.4,97.1
goal_03,False,32,24,8,29,75.0,90.6
goal_04,False,40,30,10,34,75.0,85.0
goal_05,True,38,29,9,34,76.3,89.5
goal_06,False,32,29,3,29,90.6,90.6
goal_07,False,25,21,4,23,84.0,92.0
goal_08,False,26,23,3,24,88.5,92.3
goal_09,True,38,27,11,34,71.1,89.5
goal_10,True,35,23,12,30,65.7,85.7
goal_11,False,43,36,7,39,83.7,90.7
goal_12,False,37,27,10,33,73.0,89.2
goal_13,True,36,27,9,32,75.0,88.9
goal_14,False,39,34,5,36,87.2,92.3
goal_15,False,40,34,6,38,85.0,95.0
goal_16,False,38,35,3,36,92.1,94.7
goal_17,True,28,18,10,22,64.3,78.6
goal_18,True,35,25,10,31,71.4,88.6
goal_19,True,35,33,2,34,94.3,97.1
goal_20,False,25,20,5,22,80.0,88.0
goal_21,False,40,32,8,38,80.0,95.0
goal_22,False,36,29,7,33,80.6,91.7
goal_23,True,35,25,10,28,71.4,80.0
goal_24,True,44,33,11,37,75.0,84.1
goal_25,True,34,27,7,32,79.4,94.1
goal_26,False,37,29,8,33,78.4,89.2
goal_27,False,53,39,14,46,73.6,86.8
goal_28,False,34,25,9,30,73.5,88.2
