goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,21,3,18,19,14.3,90.5
goal_02,False,37,8,29,33,21.6,89.2
goal_03,False,31,5,26,29,16.1,93.5
goal_04,False,26,6,20,22,23.1,84.6
goal_05,True,32,5,27,29,15.6,90.6
goal_06,False,29,8,21,25,27.6,86.2
goal_07,False,24,3,21,24,12.5,100.0
goal_08,False,34,5,29,30,14.7,88.2
goal_09,True,30,5,25,27,16.7,90.0
goal_10,True,32,4,28,28,12.5,87.5
goal_11,False,26,5,21,25,19.2,96.2
goal_12,False,30,10,20,27,33.3,90.0
goal_13,True,20,3,17,20,15.0,100.0
goal_14,False,32,7,25,28,21.9,87.5
goal_15,False,36,5,31,36,13.9,100.0
goal_16,False,31,6,25,29,19.4,93.5
goal_17,True,36,7,29,34,19.4,94.4
goal_18,True,37,5,32,33,13.5,89.2
goal_19,True,26,7,19,26,26.9,100.0
goal_20,False,24,3,21,22,12.5,91.7
goal_21,False,39,10,29,33,25.6,84.6
goal_22,False,32,4,28,29,12.5,90.6
goal_23,True,28,7,21,25,25.0,89.3
goal_24,True,27,6,21,24,22.2,88.9
goal_25,True,30,4,26,27,13.3,90.0
goal_26,False,26,5,21,23,19.2,88.5
goal_27,False,31,5,26,27,16.1,87.1
goal_28,False,31,6,25,27,19.4,87.1
