goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,20,12,8,20,60.0,100.0
goal_02,False,13,3,10,12,23.1,92.3
goal_03,False,7,2,5,6,28.6,85.7
goal_04,False,11,7,4,11,63.6,100.0
goal_05,True,15,5,10,14,33.3,93.3
goal_06,False,13,5,8,11,38.5,84.6
goal_07,False,12,2,10,9,16.7,75.0
goal_08,False,14,5,9,13,35.7,92.9
goal_09,True,9,3,6,7,33.3,77.8
goal_10,True,15,6,9,13,40.0,86.7
goal_11,False,13,7,6,13,53.8,100.0
goal_12,False,18,7,11,17,38.9,94.4
goal_13,True,16,9,7,13,56.2,81.2
goal_14,False,15,5,10,15,33.3,100.0
goal_15,False,22,7,15,19,31.8,86.4
goal_16,False,17,10,7,17,58.8,100.0
goal_17,True,16,8,8,14,50.0,87.5
goal_18,True,13,4,9,10,30.8,76.9
goal_19,True,12,5,7,7,41.7,58.3
goal_20,False,9,6,3,9,66.7,100.0
goal_21,False,17,10,7,15,58.8,88.2
goal_22,False,12,2,10,11,16.7,91.7
goal_23,True,11,6,5,10,54.5,90.9
goal_24,True,12,2,10,10,16.7,83.3
goal_25,True,11,3,8,9,27.3,81.8
goal_26,False,14,5,9,11,35.7,78.6
goal_27,False,11,4,7,11,36.4,100.0
goal_28,False,14,4,10,12,28.6,85.7
