goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,23,22,1,22,95.7,95.7
goal_02,False,28,25,3,26,89.3,92.9
goal_03,False,17,16,1,17,94.1,100.0
goal_04,False,24,21,3,22,87.5,91.7
goal_05,True,26,20,6,24,76.9,92.3
goal_06,False,17,13,4,14,76.5,82.4
goal_07,False,31,27,4,31,87.1,100.0
goal_08,False,30,27,3,30,90.0,100.0
goal_09,True,20,17,3,19,85.0,95.0
goal_10,True,23,18,5,20,78.3,87.0
goal_11,False,29,24,5,25,82.8,86.2
goal_12,False,31,25,6,28,80.6,90.3
goal_13,True,22,15,7,19,68.2,86.4
goal_14,False,24,20,4,20,83.3,83.3
goal_15,False,29,23,6,26,79.3,89.7
goal_16,False,28,26,2,27,92.9,96.4
goal_17,True,31,27,4,29,87.1,93.5
goal_18,True,24,21,3,23,87.5,95.8
goal_19,True,25,21,4,23,84.0,92.0
goal_20,False,21,17,4,20,81.0,95.2
goal_21,False,30,28,2,29,93.3,96.7
goal_22,False,21,17,4,19,81.0,90.5
goal_23,True,30,26,4,28,86.7,93.3
goal_24,True,21,18,3,20,85.7,95.2
goal_25,True,26,25,1,25,96.2,96.2
goal_26,False,18,18,0,18,100.0,100.0
goal_27,False,27,25,2,25,92.6,92.6
goal_28,False,23,22,1,23,95.7,100.0
