goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,548,159,389,548,29.0,100.0
goal_02,False,547,171,375,547,31.3,100.0
goal_03,False,550,140,410,550,25.5,100.0
goal_04,False,569,151,418,569,26.5,100.0
goal_05,True,563,141,421,563,25.0,100.0
goal_06,False,581,160,421,581,27.5,100.0
goal_07,False,580,164,416,580,28.3,100.0
goal_08,False,579,186,393,579,32.1,100.0
goal_09,True,577,168,409,577,29.1,100.0
goal_10,True,596,187,409,596,31.4,100.0
goal_11,False,541,154,387,541,28.5,100.0
goal_12,False,546,148,398,546,27.1,100.0
goal_13,True,565,166,399,565,29.4,100.0
goal_14,False,607,184,423,607,30.3,100.0
goal_15,False,638,193,445,638,30.3,100.0
goal_16,False,587,167,420,587,28.4,100.0
goal_17,True,572,165,406,572,28.8,100.0
goal_18,True,548,151,397,548,27.6,100.0
goal_19,True,604,174,430,604,28.8,100.0
goal_20,False,577,181,396,577,31.4,100.0
goal_21,False,542,150,392,542,27.7,100.0
goal_22,False,543,145,398,543,26.7,100.0
goal_23,True,570,154,416,570,27.0,100.0
goal_24,True,646,184,462,646,28.5,100.0
goal_25,True,565,152,413,565,26.9,100.0
goal_26,False,526,157,369,526,29.8,100.0
goal_27,False,574,156,418,574,27.2,100.0
goal_28,False,602,160,441,602,26.6,100.0
