goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,22,13,8,18,59.1,81.8
goal_02,False,23,21,2,21,91.3,91.3
goal_03,False,22,17,5,22,77.3,100.0
goal_04,False,26,23,3,25,88.5,96.2
goal_05,True,29,24,5,28,82.8,96.6
goal_06,False,20,17,3,18,85.0,90.0
goal_07,False,15,13,2,13,86.7,86.7
goal_08,False,23,20,3,22,87.0,95.7
goal_09,True,27,21,6,25,77.8,92.6
goal_10,True,24,18,5,21,75.0,87.5
goal_11,False,25,19,5,22,76.0,88.0
goal_12,False,23,17,6,20,73.9,87.0
goal_13,True,26,19,7,21,73.1,80.8
goal_14,False,27,22,5,26,81.5,96.3
goal_15,False,27,22,5,26,81.5,96.3
goal_16,False,24,19,4,23,79.2,95.8
goal_17,True,21,15,6,20,71.4,95.2
goal_18,True,24,20,4,23,83.3,95.8
goal_19,True,22,17,5,20,77.3,90.9
goal_20,False,18,15,3,17,83.3,94.4
goal_21,False,33,25,8,28,75.8,84.8
goal_22,False,23,18,4,20,78.3,87.0
goal_23,True,19,12,7,16,63.2,84.2
goal_24,True,32,25,7,28,78.1,87.5
goal_25,True,21,19,2,20,90.5,95.2
goal_26,False,22,16,6,20,72.7,90.9
goal_27,False,34,25,8,31,73.5,91.2
goal_28,False,20,16,4,18,80.0,90.0
