goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,52,29,22,40,55.8,76.9
goal_02,False,44,27,17,33,61.4,75.0
goal_03,False,45,33,12,40,73.3,88.9
goal_04,False,33,19,13,24,57.6,72.7
goal_05,True,56,37,19,43,66.1,76.8
goal_06,False,56,39,17,42,69.6,75.0
goal_07,False,49,28,21,38,57.1,77.6
goal_08,False,51,28,23,42,54.9,82.4
goal_09,True,33,19,14,25,57.6,75.8
goal_10,True,43,29,13,36,67.4,83.7
goal_11,False,45,30,14,36,66.7,80.0
goal_12,False,42,32,10,33,76.2,78.6
goal_13,True,47,30,16,39,63.8,83.0
goal_14,False,50,31,19,37,62.0,74.0
goal_15,False,45,29,15,34,64.4,75.6
goal_16,False,53,37,15,47,69.8,88.7
goal_17,True,134,85,48,110,63.4,82.1
goal_18,True,121,81,40,103,66.9,85.1
goal_19,True,139,88,50,115,63.3,82.7
goal_20,False,130,77,50,102,59.2,78.5
goal_21,False,126,84,41,106,66.7,84.1
goal_22,False,52,27,24,40,51.9,76.9
goal_23,True,39,23,16,34,59.0,87.2
goal_24,True,134,82,51,115,61.2,85.8
goal_25,True,131,94,37,114,71.8,87.0
goal_26,False,140,88,51,118,62.9,84.3
goal_27,False,137,77,59,110,56.2,80.3
goal_28,False,147,98,48,124,66.7,84.4
