goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,12,0,4,0,0.0,0.0
goal_02,False,11,0,4,1,0.0,9.1
goal_03,False,18,0,6,2,0.0,11.1
goal_04,False,17,0,6,2,0.0,11.8
goal_05,True,18,0,4,0,0.0,0.0
goal_06,False,12,0,2,0,0.0,0.0
goal_07,False,13,0,5,0,0.0,0.0
goal_08,False,16,0,6,1,0.0,6.2
goal_09,True,20,0,7,0,0.0,0.0
goal_10,True,11,0,3,3,0.0,27.3
goal_11,False,13,0,2,2,0.0,15.4
goal_12,False,9,0,1,0,0.0,0.0
goal_13,True,27,0,6,1,0.0,3.7
goal_14,False,18,0,6,2,0.0,11.1
goal_15,False,11,0,4,0,0.0,0.0
goal_16,False,18,0,9,1,0.0,5.6
goal_17,True,9,0,3,0,0.0,0.0
goal_18,True,12,0,3,0,0.0,0.0
goal_19,True,18,0,7,1,0.0,5.6
goal_20,False,12,0,0,2,0.0,16.7
goal_21,False,17,0,6,2,0.0,11.8
goal_22,False,20,0,7,1,0.0,5.0
goal_23,True,14,0,4,2,0.0,14.3
goal_24,True,17,0,6,2,0.0,11.8
goal_25,True,8,0,5,0,0.0,0.0
goal_26,False,14,0,1,2,0.0,14.3
goal_27,False,14,0,6,1,0.0,7.1
goal_28,False,14,0,7,1,0.0,7.1
