goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,20,16,4,16,80.0,80.0
goal_02,False,18,12,5,16,66.7,88.9
goal_03,False,27,16,10,21,59.3,77.8
goal_04,False,28,20,7,24,71.4,85.7
goal_05,True,28,22,6,25,78.6,89.3
goal_06,False,20,12,7,15,60.0,75.0
goal_07,False,23,18,4,19,78.3,82.6
goal_08,False,22,16,6,18,72.7,81.8
goal_09,True,32,26,6,30,81.2,93.8
goal_10,True,16,12,4,14,75.0,87.5
goal_11,False,20,14,4,17,70.0,85.0
goal_12,False,18,14,4,15,77.8,83.3
goal_13,True,37,29,6,33,78.4,89.2
goal_14,False,26,21,5,24,80.8,92.3
goal_15,False,24,18,3,23,75.0,95.8
goal_16,False,25,17,7,21,68.0,84.0
goal_17,True,21,19,2,21,90.5,100.0
goal_18,True,20,12,7,16,60.0,80.0
goal_19,True,24,14,9,19,58.3,79.2
goal_20,False,19,13,5,18,68.4,94.7
goal_21,False,27,19,7,21,70.4,77.8
goal_22,False,29,19,8,22,65.5,75.9
goal_23,True,24,21,3,23,87.5,95.8
goal_24,True,33,23,8,29,69.7,87.9
goal_25,True,16,12,2,14,75.0,87.5
goal_26,False,27,21,5,26,77.8,96.3
goal_27,False,23,17,6,21,73.9,91.3
goal_28,False,21,17,3,20,81.0,95.2
