goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,137,136,1,136,99.3,99.3
goal_02,False,144,144,0,144,100.0,100.0
goal_03,False,155,154,0,154,99.4,99.4
goal_04,False,170,169,0,169,99.4,99.4
goal_05,True,171,165,3,165,96.5,96.5
goal_06,False,148,143,1,143,96.6,96.6
goal_07,False,162,160,2,160,98.8,98.8
goal_08,False,137,136,1,136,99.3,99.3
goal_09,True,163,160,0,160,98.2,98.2
goal_10,True,142,142,0,142,100.0,100.0
goal_11,False,143,139,3,139,97.2,97.2
goal_12,False,160,157,0,157,98.1,98.1
goal_13,True,184,183,0,183,99.5,99.5
goal_14,False,143,140,2,140,97.9,97.9
goal_15,False,173,171,0,171,98.8,98.8
goal_16,False,147,145,0,145,98.6,98.6
goal_17,True,133,133,0,133,100.0,100.0
goal_18,True,156,155,0,155,99.4,99.4
goal_19,True,138,136,0,136,98.6,98.6
goal_20,False,120,119,0,119,99.2,99.2
goal_21,False,171,167,1,167,97.7,97.7
goal_22,False,163,161,1,161,98.8,98.8
goal_23,True,140,136,1,136,97.1,97.1
goal_24,True,169,168,0,168,99.4,99.4
goal_25,True,125,124,0,124,99.2,99.2
goal_26,False,143,140,1,140,97.9,97.9
goal_27,False,167,164,2,164,98.2,98.2
goal_28,False,160,158,0,158,98.8,98.8
