goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,53,31,22,37,58.5,69.8
goal_02,False,44,33,11,36,75.0,81.8
goal_03,False,45,32,13,39,71.1,86.7
goal_04,False,33,26,7,27,78.8,81.8
goal_05,True,56,41,15,49,73.2,87.5
goal_06,False,56,42,14,49,75.0,87.5
goal_07,False,49,27,22,33,55.1,67.3
goal_08,False,53,36,17,45,67.9,84.9
goal_09,True,35,26,9,30,74.3,85.7
goal_10,True,44,34,10,37,77.3,84.1
goal_11,False,46,30,16,37,65.2,80.4
goal_12,False,43,25,18,36,58.1,83.7
goal_13,True,47,37,10,38,78.7,80.9
goal_14,False,51,30,21,43,58.8,84.3
goal_15,False,46,37,9,40,80.4,87.0
goal_16,False,53,42,11,44,79.2,83.0
goal_17,True,135,102,33,119,75.6,88.1
goal_18,True,121,84,37,100,69.4,82.6
goal_19,True,144,90,54,117,62.5,81.2
goal_20,False,131,94,37,108,71.8,82.4
goal_21,False,127,89,38,105,70.1,82.7
goal_22,False,54,38,16,45,70.4,83.3
goal_23,True,39,30,9,32,76.9,82.1
goal_24,True,137,97,40,114,70.8,83.2
goal_25,True,132,91,41,107,68.9,81.1
goal_26,False,141,96,45,116,68.1,82.3
goal_27,False,141,93,48,113,66.0,80.1
goal_28,False,148,110,38,130,74.3,87.8
