goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,48,36,12,42,75.0,87.5
goal_02,False,43,25,18,30,58.1,69.8
goal_03,False,44,31,13,36,70.5,81.8
goal_04,False,28,19,9,22,67.9,78.6
goal_05,True,53,38,15,42,71.7,79.2
goal_06,False,54,42,12,45,77.8,83.3
goal_07,False,48,27,21,36,56.2,75.0
goal_08,False,51,37,14,43,72.5,84.3
goal_09,True,30,26,4,28,86.7,93.3
goal_10,True,39,30,9,35,76.9,89.7
goal_11,False,43,35,8,38,81.4,88.4
goal_12,False,42,32,10,37,76.2,88.1
goal_13,True,46,35,11,38,76.1,82.6
goal_14,False,47,38,9,41,80.9,87.2
goal_15,False,45,30,15,40,66.7,88.9
goal_16,False,53,39,14,44,73.6,83.0
goal_17,True,131,100,31,115,76.3,87.8
goal_18,True,116,86,30,96,74.1,82.8
goal_19,True,134,97,37,113,72.4,84.3
goal_20,False,123,85,38,98,69.1,79.7
goal_21,False,123,83,40,102,67.5,82.9
goal_22,False,52,36,16,39,69.2,75.0
goal_23,True,37,27,10,32,73.0,86.5
goal_24,True,128,99,29,116,77.3,90.6
goal_25,True,126,95,31,111,75.4,88.1
goal_26,False,134,97,37,111,72.4,82.8
goal_27,False,133,106,27,120,79.7,90.2
goal_28,False,139,108,31,116,77.7,83.5
