goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,25,0,22,24,0.0,96.0
goal_02,False,17,0,13,15,0.0,88.2
goal_03,False,8,0,8,8,0.0,100.0
goal_04,False,16,0,15,14,0.0,87.5
goal_05,True,21,0,17,18,0.0,85.7
goal_06,False,19,0,18,16,0.0,84.2
goal_07,False,18,0,14,15,0.0,83.3
goal_08,False,21,0,20,21,0.0,100.0
goal_09,True,20,0,15,14,0.0,70.0
goal_10,True,20,1,17,16,5.0,80.0
goal_11,False,18,0,14,15,0.0,83.3
goal_12,False,22,1,19,21,4.5,95.5
goal_13,True,24,1,20,20,4.2,83.3
goal_14,False,19,0,15,15,0.0,78.9
goal_15,False,31,1,26,29,3.2,93.5
goal_16,False,26,0,24,23,0.0,88.5
goal_17,True,22,1,20,18,4.5,81.8
goal_18,True,17,0,14,13,0.0,76.5
goal_19,True,19,0,16,16,0.0,84.2
goal_20,False,10,1,8,9,10.0,90.0
goal_21,False,20,1,16,16,5.0,80.0
goal_22,False,19,0,19,16,0.0,84.2
goal_23,True,17,0,14,16,0.0,94.1
goal_24,True,16,0,12,13,0.0,81.2
goal_25,True,21,0,20,16,0.0,76.2
goal_26,False,21,0,17,15,0.0,71.4
goal_27,False,16,1,14,15,6.2,93.8
goal_28,False,20,0,18,15,0.0,75.0
