goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,87,73,13,87,83.9,100.0
goal_02,False,86,71,14,86,82.6,100.0
goal_03,False,88,76,9,88,86.4,100.0
goal_04,False,97,79,16,97,81.4,100.0
goal_05,True,95,82,11,95,86.3,100.0
goal_06,False,93,78,11,93,83.9,100.0
goal_07,False,94,86,8,94,91.5,100.0
goal_08,False,87,77,7,87,88.5,100.0
goal_09,True,109,93,13,109,85.3,100.0
goal_10,True,96,83,8,96,86.5,100.0
goal_11,False,76,68,7,76,89.5,100.0
goal_12,False,85,76,8,85,89.4,100.0
goal_13,True,91,81,9,91,89.0,100.0
goal_14,False,87,71,14,87,81.6,100.0
goal_15,False,101,89,10,101,88.1,100.0
goal_16,False,100,82,14,100,82.0,100.0
goal_17,True,91,83,6,91,91.2,100.0
goal_18,True,87,74,10,87,85.1,100.0
goal_19,True,74,65,7,74,87.8,100.0
goal_20,False,81,72,8,81,88.9,100.0
goal_21,False,87,77,8,87,88.5,100.0
goal_22,False,91,82,9,91,90.1,100.0
goal_23,True,89,77,12,89,86.5,100.0
goal_24,True,86,78,7,86,90.7,100.0
goal_25,True,77,65,8,77,84.4,100.0
goal_26,False,79,67,10,79,84.8,100.0
goal_27,False,89,78,9,89,87.6,100.0
goal_28,False,79,70,7,79,88.6,100.0
