goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,29,16,13,29,55.2,100.0
goal_02,False,23,11,12,23,47.8,100.0
goal_03,False,14,7,7,14,50.0,100.0
goal_04,False,33,10,23,30,30.3,90.9
goal_05,True,28,15,13,26,53.6,92.9
goal_06,False,31,15,16,28,48.4,90.3
goal_07,False,28,13,15,26,46.4,92.9
goal_08,False,33,15,18,31,45.5,93.9
goal_09,True,31,15,16,28,48.4,90.3
goal_10,True,28,15,13,24,53.6,85.7
goal_11,False,35,16,19,32,45.7,91.4
goal_12,False,36,17,19,33,47.2,91.7
goal_13,True,35,13,22,30,37.1,85.7
goal_14,False,27,14,13,21,51.9,77.8
goal_15,False,42,20,22,40,47.6,95.2
goal_16,False,40,20,20,36,50.0,90.0
goal_17,True,26,11,15,22,42.3,84.6
goal_18,True,27,15,12,26,55.6,96.3
goal_19,True,25,14,11,23,56.0,92.0
goal_20,False,25,9,16,21,36.0,84.0
goal_21,False,31,11,20,26,35.5,83.9
goal_22,False,29,17,12,28,58.6,96.6
goal_23,True,29,12,17,27,41.4,93.1
goal_24,True,34,17,17,31,50.0,91.2
goal_25,True,29,14,15,26,48.3,89.7
goal_26,False,31,15,16,27,48.4,87.1
goal_27,False,26,12,14,23,46.2,88.5
goal_28,False,27,12,15,25,44.4,92.6
