goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,48,38,10,42,79.2,87.5
goal_02,False,43,33,10,40,76.7,93.0
goal_03,False,44,32,12,37,72.7,84.1
goal_04,False,30,26,4,27,86.7,90.0
goal_05,True,54,40,14,47,74.1,87.0
goal_06,False,56,44,12,51,78.6,91.1
goal_07,False,48,35,13,39,72.9,81.2
goal_08,False,51,43,8,47,84.3,92.2
goal_09,True,31,21,10,28,67.7,90.3
goal_10,True,41,35,6,38,85.4,92.7
goal_11,False,43,27,16,33,62.8,76.7
goal_12,False,42,30,12,35,71.4,83.3
goal_13,True,46,33,13,40,71.7,87.0
goal_14,False,48,30,18,44,62.5,91.7
goal_15,False,45,34,11,41,75.6,91.1
goal_16,False,53,38,15,41,71.7,77.4
goal_17,True,131,108,23,117,82.4,89.3
goal_18,True,116,80,36,99,69.0,85.3
goal_19,True,134,102,32,124,76.1,92.5
goal_20,False,124,84,40,105,67.7,84.7
goal_21,False,123,88,35,110,71.5,89.4
goal_22,False,52,36,16,46,69.2,88.5
goal_23,True,37,30,7,35,81.1,94.6
goal_24,True,130,101,29,117,77.7,90.0
goal_25,True,126,96,30,112,76.2,88.9
goal_26,False,134,97,37,113,72.4,84.3
goal_27,False,134,102,32,115,76.1,85.8
goal_28,False,139,103,36,123,74.1,88.5
