goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,31,26,5,29,83.9,93.5
goal_02,False,30,17,13,20,56.7,66.7
goal_03,False,33,26,7,29,78.8,87.9
goal_04,False,14,10,4,11,71.4,78.6
goal_05,True,34,23,11,28,67.6,82.4
goal_06,False,42,30,12,35,71.4,83.3
goal_07,False,35,26,9,30,74.3,85.7
goal_08,False,31,22,9,27,71.0,87.1
goal_09,True,24,18,6,21,75.0,87.5
goal_10,True,30,23,7,27,76.7,90.0
goal_11,False,29,20,9,26,69.0,89.7
goal_12,False,30,19,11,25,63.3,83.3
goal_13,True,33,25,8,30,75.8,90.9
goal_14,False,34,23,11,31,67.6,91.2
goal_15,False,26,18,8,23,69.2,88.5
goal_16,False,29,24,5,26,82.8,89.7
goal_17,True,90,58,32,77,64.4,85.6
goal_18,True,81,52,29,67,64.2,82.7
goal_19,True,90,60,28,83,66.7,92.2
goal_20,False,78,56,21,67,71.8,85.9
goal_21,False,84,59,25,73,70.2,86.9
goal_22,False,33,23,9,25,69.7,75.8
goal_23,True,22,19,3,20,86.4,90.9
goal_24,True,86,62,24,77,72.1,89.5
goal_25,True,90,66,23,78,73.3,86.7
goal_26,False,99,66,32,83,66.7,83.8
goal_27,False,90,65,25,78,72.2,86.7
goal_28,False,90,67,23,81,74.4,90.0
