goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,23,12,11,19,52.2,82.6
goal_02,False,35,15,20,32,42.9,91.4
goal_03,False,32,13,19,31,40.6,96.9
goal_04,False,22,12,10,19,54.5,86.4
goal_05,True,31,13,18,27,41.9,87.1
goal_06,False,24,15,9,23,62.5,95.8
goal_07,False,37,12,25,32,32.4,86.5
goal_08,False,30,10,20,28,33.3,93.3
goal_09,True,32,14,18,29,43.8,90.6
goal_10,True,25,16,9,21,64.0,84.0
goal_11,False,28,8,20,24,28.6,85.7
goal_12,False,28,13,15,24,46.4,85.7
goal_13,True,32,16,16,27,50.0,84.4
goal_14,False,24,13,11,23,54.2,95.8
goal_15,False,31,13,18,28,41.9,90.3
goal_16,False,26,11,15,25,42.3,96.2
goal_17,True,13,8,5,12,61.5,92.3
goal_18,True,30,14,16,26,46.7,86.7
goal_19,True,29,11,18,25,37.9,86.2
goal_20,False,24,11,13,19,45.8,79.2
goal_21,False,35,12,23,31,34.3,88.6
goal_22,False,31,12,19,25,38.7,80.6
goal_23,True,28,13,15,26,46.4,92.9
goal_24,True,28,13,15,25,46.4,89.3
goal_25,True,32,14,18,27,43.8,84.4
goal_26,False,29,17,12,26,58.6,89.7
goal_27,False,30,13,17,24,43.3,80.0
goal_28,False,27,13,14,23,48.1,85.2
