goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,52,33,19,44,63.5,84.6
goal_02,False,44,26,18,32,59.1,72.7
goal_03,False,45,29,16,34,64.4,75.6
goal_04,False,33,23,10,26,69.7,78.8
goal_05,True,56,33,23,42,58.9,75.0
goal_06,False,56,36,20,45,64.3,80.4
goal_07,False,49,33,16,42,67.3,85.7
goal_08,False,51,38,13,45,74.5,88.2
goal_09,True,33,25,8,29,75.8,87.9
goal_10,True,43,34,9,39,79.1,90.7
goal_11,False,45,29,16,35,64.4,77.8
goal_12,False,42,30,12,37,71.4,88.1
goal_13,True,47,33,14,40,70.2,85.1
goal_14,False,50,32,18,41,64.0,82.0
goal_15,False,45,32,13,41,71.1,91.1
goal_16,False,53,33,20,42,62.3,79.2
goal_17,True,134,90,42,112,67.2,83.6
goal_18,True,121,78,43,101,64.5,83.5
goal_19,True,138,88,50,108,63.8,78.3
goal_20,False,129,75,54,105,58.1,81.4
goal_21,False,126,87,39,114,69.0,90.5
goal_22,False,52,30,22,38,57.7,73.1
goal_23,True,39,28,11,33,71.8,84.6
goal_24,True,133,94,39,110,70.7,82.7
goal_25,True,130,91,39,106,70.0,81.5
goal_26,False,140,92,48,123,65.7,87.9
goal_27,False,137,98,38,115,71.5,83.9
goal_28,False,147,97,50,118,66.0,80.3
