goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,20,3,15,18,15.0,90.0
goal_02,False,27,0,25,24,0.0,88.9
goal_03,False,27,0,27,22,0.0,81.5
goal_04,False,17,0,14,13,0.0,76.5
goal_05,True,24,3,19,19,12.5,79.2
goal_06,False,23,1,19,20,4.3,87.0
goal_07,False,25,1,23,20,4.0,80.0
goal_08,False,28,1,26,19,3.6,67.9
goal_09,True,28,2,23,23,7.1,82.1
goal_10,True,23,1,22,17,4.3,73.9
goal_11,False,25,2,21,24,8.0,96.0
goal_12,False,23,0,22,19,0.0,82.6
goal_13,True,26,0,23,23,0.0,88.5
goal_14,False,20,1,18,19,5.0,95.0
goal_15,False,25,3,21,19,12.0,76.0
goal_16,False,19,2,15,18,10.5,94.7
goal_17,True,8,0,8,7,0.0,87.5
goal_18,True,22,1,20,18,4.5,81.8
goal_19,True,28,4,22,20,14.3,71.4
goal_20,False,21,3,16,14,14.3,66.7
goal_21,False,29,1,24,26,3.4,89.7
goal_22,False,29,3,24,26,10.3,89.7
goal_23,True,22,1,19,17,4.5,77.3
goal_24,True,24,2,18,21,8.3,87.5
goal_25,True,27,2,24,22,7.4,81.5
goal_26,False,23,1,21,20,4.3,87.0
goal_27,False,24,0,23,15,0.0,62.5
goal_28,False,20,0,17,15,0.0,75.0
