goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,21,10,11,20,47.6,95.2
goal_02,False,36,24,12,33,66.7,91.7
goal_03,False,31,16,15,27,51.6,87.1
goal_04,False,23,10,13,21,43.5,91.3
goal_05,True,31,15,16,30,48.4,96.8
goal_06,False,28,16,12,26,57.1,92.9
goal_07,False,23,10,13,19,43.5,82.6
goal_08,False,34,14,20,31,41.2,91.2
goal_09,True,30,16,14,29,53.3,96.7
goal_10,True,31,16,15,28,51.6,90.3
goal_11,False,26,11,15,25,42.3,96.2
goal_12,False,28,15,13,26,53.6,92.9
goal_13,True,17,8,9,17,47.1,100.0
goal_14,False,31,13,18,26,41.9,83.9
goal_15,False,34,13,21,31,38.2,91.2
goal_16,False,29,13,16,28,44.8,96.6
goal_17,True,33,17,16,30,51.5,90.9
goal_18,True,37,18,19,33,48.6,89.2
goal_19,True,26,14,12,24,53.8,92.3
goal_20,False,23,12,11,23,52.2,100.0
goal_21,False,38,20,18,36,52.6,94.7
goal_22,False,30,14,16,27,46.7,90.0
goal_23,True,25,10,15,20,40.0,80.0
goal_24,True,25,9,16,22,36.0,88.0
goal_25,True,29,14,15,25,48.3,86.2
goal_26,False,24,10,14,21,41.7,87.5
goal_27,False,31,18,13,29,58.1,93.5
goal_28,False,31,13,18,30,41.9,96.8
