goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,110,91,19,110,82.7,100.0
goal_02,False,112,84,28,112,75.0,100.0
goal_03,False,121,97,24,121,80.2,100.0
goal_04,False,112,88,24,112,78.6,100.0
goal_05,True,104,79,25,104,76.0,100.0
goal_06,False,113,81,32,113,71.7,100.0
goal_07,False,113,86,27,113,76.1,100.0
goal_08,False,114,88,26,114,77.2,100.0
goal_09,True,99,78,21,99,78.8,100.0
goal_10,True,117,90,27,117,76.9,100.0
goal_11,False,117,93,24,117,79.5,100.0
goal_12,False,116,88,28,116,75.9,100.0
goal_13,True,104,87,17,104,83.7,100.0
goal_14,False,115,81,34,115,70.4,100.0
goal_15,False,118,94,24,118,79.7,100.0
goal_16,False,116,95,21,116,81.9,100.0
goal_17,True,106,87,19,106,82.1,100.0
goal_18,True,97,82,15,97,84.5,100.0
goal_19,True,100,75,25,100,75.0,100.0
goal_20,False,118,92,26,118,78.0,100.0
goal_21,False,89,69,20,89,77.5,100.0
goal_22,False,106,82,24,106,77.4,100.0
goal_23,True,128,100,28,128,78.1,100.0
goal_24,True,106,83,23,106,78.3,100.0
goal_25,True,95,63,32,95,66.3,100.0
goal_26,False,113,87,26,113,77.0,100.0
goal_27,False,115,90,25,115,78.3,100.0
goal_28,False,120,90,30,120,75.0,100.0
