goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,112,94,18,112,83.9,100.0
goal_02,False,95,72,23,95,75.8,100.0
goal_03,False,109,87,22,109,79.8,100.0
goal_04,False,103,79,24,103,76.7,100.0
goal_05,True,114,93,21,114,81.6,100.0
goal_06,False,109,86,23,109,78.9,100.0
goal_07,False,116,99,17,116,85.3,100.0
goal_08,False,131,102,29,131,77.9,100.0
goal_09,True,106,85,21,106,80.2,100.0
goal_10,True,100,83,17,100,83.0,100.0
goal_11,False,105,87,18,105,82.9,100.0
goal_12,False,109,91,18,109,83.5,100.0
goal_13,True,102,75,27,102,73.5,100.0
goal_14,False,107,90,17,107,84.1,100.0
goal_15,False,108,85,23,108,78.7,100.0
goal_16,False,106,84,22,106,79.2,100.0
goal_17,True,117,93,24,117,79.5,100.0
goal_18,True,88,75,13,88,85.2,100.0
goal_19,True,94,72,22,94,76.6,100.0
goal_20,False,103,73,30,103,70.9,100.0
goal_21,False,113,87,26,113,77.0,100.0
goal_22,False,104,85,19,104,81.7,100.0
goal_23,True,105,76,29,105,72.4,100.0
goal_24,True,116,87,29,116,75.0,100.0
goal_25,True,119,98,21,119,82.4,100.0
goal_26,False,99,87,12,99,87.9,100.0
goal_27,False,110,86,24,110,78.2,100.0
goal_28,False,102,79,23,102,77.5,100.0
