goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,74,43,1,74,58.1,100.0
goal_02,False,72,40,0,72,55.6,100.0
goal_03,False,79,51,0,79,64.6,100.0
goal_04,False,69,33,0,69,47.8,100.0
goal_05,True,70,34,2,70,48.6,100.0
goal_06,False,69,44,2,69,63.8,100.0
goal_07,False,65,36,0,65,55.4,100.0
goal_08,False,61,31,0,61,50.8,100.0
goal_09,True,72,44,1,72,61.1,100.0
goal_10,True,73,35,1,73,47.9,100.0
goal_11,False,59,37,1,59,62.7,100.0
goal_12,False,64,36,1,64,56.2,100.0
goal_13,True,82,46,1,82,56.1,100.0
goal_14,False,78,50,0,78,64.1,100.0
goal_15,False,76,48,0,76,63.2,100.0
goal_16,False,77,42,0,77,54.5,100.0
goal_17,True,68,38,0,68,55.9,100.0
goal_18,True,69,45,0,69,65.2,100.0
goal_19,True,67,31,1,67,46.3,100.0
goal_20,False,61,29,1,61,47.5,100.0
goal_21,False,64,33,0,64,51.6,100.0
goal_22,False,76,46,1,76,60.5,100.0
goal_23,True,62,35,1,62,56.5,100.0
goal_24,True,68,39,1,68,57.4,100.0
goal_25,True,67,35,1,67,52.2,100.0
goal_26,False,72,37,1,72,51.4,100.0
goal_27,False,78,49,0,78,62.8,100.0
goal_28,False,75,53,0,75,70.7,100.0
