goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,52,35,17,44,67.3,84.6
goal_02,False,44,31,13,35,70.5,79.5
goal_03,False,45,32,13,40,71.1,88.9
goal_04,False,33,25,8,28,75.8,84.8
goal_05,True,56,44,12,47,78.6,83.9
goal_06,False,56,43,13,45,76.8,80.4
goal_07,False,49,31,18,39,63.3,79.6
goal_08,False,51,37,14,45,72.5,88.2
goal_09,True,33,26,7,27,78.8,81.8
goal_10,True,43,35,8,40,81.4,93.0
goal_11,False,45,26,19,37,57.8,82.2
goal_12,False,42,29,13,35,69.0,83.3
goal_13,True,47,31,16,40,66.0,85.1
goal_14,False,50,37,13,43,74.0,86.0
goal_15,False,45,30,15,35,66.7,77.8
goal_16,False,53,40,13,44,75.5,83.0
goal_17,True,134,94,40,114,70.1,85.1
goal_18,True,121,85,36,97,70.2,80.2
goal_19,True,138,92,46,110,66.7,79.7
goal_20,False,130,91,39,111,70.0,85.4
goal_21,False,126,94,32,111,74.6,88.1
goal_22,False,52,36,16,39,69.2,75.0
goal_23,True,39,27,12,32,69.2,82.1
goal_24,True,133,96,37,117,72.2,88.0
goal_25,True,130,95,35,109,73.1,83.8
goal_26,False,140,101,39,119,72.1,85.0
goal_27,False,137,99,38,109,72.3,79.6
goal_28,False,147,107,40,127,72.8,86.4
