goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,23,20,3,20,87.0,87.0
goal_02,False,23,18,5,21,78.3,91.3
goal_03,False,22,18,4,20,81.8,90.9
goal_04,False,26,24,2,26,92.3,100.0
goal_05,True,30,26,4,29,86.7,96.7
goal_06,False,21,18,3,19,85.7,90.5
goal_07,False,15,10,5,14,66.7,93.3
goal_08,False,23,18,5,20,78.3,87.0
goal_09,True,29,17,12,24,58.6,82.8
goal_10,True,26,19,7,23,73.1,88.5
goal_11,False,26,23,3,25,88.5,96.2
goal_12,False,25,21,4,23,84.0,92.0
goal_13,True,28,21,7,23,75.0,82.1
goal_14,False,28,19,9,23,67.9,82.1
goal_15,False,30,25,5,28,83.3,93.3
goal_16,False,24,23,1,24,95.8,100.0
goal_17,True,23,20,3,21,87.0,91.3
goal_18,True,24,21,3,24,87.5,100.0
goal_19,True,25,21,4,23,84.0,92.0
goal_20,False,18,12,6,14,66.7,77.8
goal_21,False,34,26,8,32,76.5,94.1
goal_22,False,23,20,3,22,87.0,95.7
goal_23,True,19,13,6,18,68.4,94.7
goal_24,True,33,29,4,31,87.9,93.9
goal_25,True,22,18,4,21,81.8,95.5
goal_26,False,22,18,4,20,81.8,90.9
goal_27,False,35,30,5,32,85.7,91.4
goal_28,False,21,17,4,21,81.0,100.0
