goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,23,9,14,21,39.1,91.3
goal_02,False,35,19,16,30,54.3,85.7
goal_03,False,31,12,19,28,38.7,90.3
goal_04,False,22,11,11,19,50.0,86.4
goal_05,True,31,14,17,27,45.2,87.1
goal_06,False,24,10,14,21,41.7,87.5
goal_07,False,35,17,18,32,48.6,91.4
goal_08,False,30,17,13,28,56.7,93.3
goal_09,True,31,14,17,30,45.2,96.8
goal_10,True,25,13,12,24,52.0,96.0
goal_11,False,27,14,13,25,51.9,92.6
goal_12,False,28,10,18,25,35.7,89.3
goal_13,True,31,18,13,30,58.1,96.8
goal_14,False,23,10,13,21,43.5,91.3
goal_15,False,30,14,16,29,46.7,96.7
goal_16,False,24,15,9,24,62.5,100.0
goal_17,True,13,7,6,12,53.8,92.3
goal_18,True,29,16,13,27,55.2,93.1
goal_19,True,29,12,17,26,41.4,89.7
goal_20,False,23,13,10,21,56.5,91.3
goal_21,False,35,21,14,30,60.0,85.7
goal_22,False,31,15,16,29,48.4,93.5
goal_23,True,28,14,14,26,50.0,92.9
goal_24,True,28,9,19,26,32.1,92.9
goal_25,True,31,17,14,29,54.8,93.5
goal_26,False,27,13,14,23,48.1,85.2
goal_27,False,27,12,15,25,44.4,92.6
goal_28,False,26,11,15,23,42.3,88.5
