goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,37,6,31,30,16.2,81.1
goal_02,False,50,20,30,46,40.0,92.0
goal_03,False,46,21,25,45,45.7,97.8
goal_04,False,36,13,23,31,36.1,86.1
goal_05,True,53,19,34,46,35.8,86.8
goal_06,False,39,17,22,36,43.6,92.3
goal_07,False,46,15,31,37,32.6,80.4
goal_08,False,43,21,22,40,48.8,93.0
goal_09,True,43,19,24,39,44.2,90.7
goal_10,True,48,20,28,44,41.7,91.7
goal_11,False,42,17,25,39,40.5,92.9
goal_12,False,42,18,24,39,42.9,92.9
goal_13,True,43,18,25,37,41.9,86.0
goal_14,False,35,14,21,33,40.0,94.3
goal_15,False,45,17,28,38,37.8,84.4
goal_16,False,39,18,21,35,46.2,89.7
goal_17,True,29,16,13,28,55.2,96.6
goal_18,True,42,20,22,39,47.6,92.9
goal_19,True,41,16,25,34,39.0,82.9
goal_20,False,37,9,28,33,24.3,89.2
goal_21,False,51,21,30,42,41.2,82.4
goal_22,False,44,21,23,40,47.7,90.9
goal_23,True,40,13,27,32,32.5,80.0
goal_24,True,46,17,29,39,37.0,84.8
goal_25,True,44,21,23,38,47.7,86.4
goal_26,False,41,16,25,33,39.0,80.5
goal_27,False,46,18,28,37,39.1,80.4
goal_28,False,46,19,27,43,41.3,93.5
