goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,29,23,6,27,79.3,93.1
goal_02,False,33,23,10,31,69.7,93.9
goal_03,False,26,22,4,24,84.6,92.3
goal_04,False,32,23,9,28,71.9,87.5
goal_05,True,31,20,11,25,64.5,80.6
goal_06,False,23,14,9,20,60.9,87.0
goal_07,False,24,20,4,22,83.3,91.7
goal_08,False,32,23,9,28,71.9,87.5
goal_09,True,32,23,9,28,71.9,87.5
goal_10,True,34,23,11,33,67.6,97.1
goal_11,False,27,21,6,26,77.8,96.3
goal_12,False,30,22,8,25,73.3,83.3
goal_13,True,43,26,17,32,60.5,74.4
goal_14,False,30,25,5,29,83.3,96.7
goal_15,False,17,15,2,17,88.2,100.0
goal_16,False,27,23,4,24,85.2,88.9
goal_17,True,77,63,14,69,81.8,89.6
goal_18,True,82,61,21,72,74.4,87.8
goal_19,True,75,53,22,67,70.7,89.3
goal_20,False,98,74,24,87,75.5,88.8
goal_21,False,91,65,26,80,71.4,87.9
goal_22,False,30,27,3,27,90.0,90.0
goal_23,True,35,26,9,34,74.3,97.1
goal_24,True,68,51,17,62,75.0,91.2
goal_25,True,103,76,27,94,73.8,91.3
goal_26,False,102,67,35,83,65.7,81.4
goal_27,False,95,78,17,87,82.1,91.6
goal_28,False,85,63,22,81,74.1,95.3
