goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,29,24,5,27,82.8,93.1
goal_02,False,30,26,4,29,86.7,96.7
goal_03,False,27,18,9,24,66.7,88.9
goal_04,False,33,25,8,28,75.8,84.8
goal_05,True,32,25,7,29,78.1,90.6
goal_06,False,30,25,5,29,83.3,96.7
goal_07,False,41,32,9,37,78.0,90.2
goal_08,False,28,23,5,24,82.1,85.7
goal_09,True,29,22,7,26,75.9,89.7
goal_10,True,25,19,6,21,76.0,84.0
goal_11,False,32,25,7,28,78.1,87.5
goal_12,False,30,26,4,26,86.7,86.7
goal_13,True,26,18,8,22,69.2,84.6
goal_14,False,33,22,11,27,66.7,81.8
goal_15,False,30,28,2,30,93.3,100.0
goal_16,False,24,21,3,23,87.5,95.8
goal_17,True,92,70,22,85,76.1,92.4
goal_18,True,88,68,20,78,77.3,88.6
goal_19,True,100,69,31,81,69.0,81.0
goal_20,False,99,79,20,86,79.8,86.9
goal_21,False,88,65,23,79,73.9,89.8
goal_22,False,23,18,5,22,78.3,95.7
goal_23,True,27,18,9,22,66.7,81.5
goal_24,True,83,61,22,72,73.5,86.7
goal_25,True,84,63,21,72,75.0,85.7
goal_26,False,82,64,18,75,78.0,91.5
goal_27,False,73,54,19,62,74.0,84.9
goal_28,False,94,70,24,83,74.5,88.3
