goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,601,180,421,601,30.0,100.0
goal_02,False,581,188,393,581,32.4,100.0
goal_03,False,558,161,397,558,28.9,100.0
goal_04,False,619,182,436,619,29.4,100.0
goal_05,True,566,160,406,566,28.3,100.0
goal_06,False,583,192,391,583,32.9,100.0
goal_07,False,587,173,414,587,29.5,100.0
goal_08,False,595,163,432,595,27.4,100.0
goal_09,True,583,168,415,583,28.8,100.0
goal_10,True,636,194,442,636,30.5,100.0
goal_11,False,577,161,416,577,27.9,100.0
goal_12,False,618,168,450,618,27.2,100.0
goal_13,True,591,188,402,591,31.8,100.0
goal_14,False,604,160,444,604,26.5,100.0
goal_15,False,617,185,432,617,30.0,100.0
goal_16,False,612,172,440,612,28.1,100.0
goal_17,True,546,149,397,546,27.3,100.0
goal_18,True,597,184,413,597,30.8,100.0
goal_19,True,609,199,410,609,32.7,100.0
goal_20,False,601,156,444,601,26.0,100.0
goal_21,False,631,177,454,631,28.1,100.0
goal_22,False,625,186,439,625,29.8,100.0
goal_23,True,623,184,439,623,29.5,100.0
goal_24,True,587,161,426,587,27.4,100.0
goal_25,True,563,173,390,563,30.7,100.0
goal_26,False,541,155,386,541,28.7,100.0
goal_27,False,608,170,438,608,28.0,100.0
goal_28,False,586,180,406,586,30.7,100.0
