goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,168,165,2,165,98.2,98.2
goal_02,False,163,163,0,163,100.0,100.0
goal_03,False,165,164,1,164,99.4,99.4
goal_04,False,147,145,0,145,98.6,98.6
goal_05,True,170,168,0,168,98.8,98.8
goal_06,False,143,142,1,142,99.3,99.3
goal_07,False,174,173,0,173,99.4,99.4
goal_08,False,190,188,2,188,98.9,98.9
goal_09,True,155,155,0,155,100.0,100.0
goal_10,True,145,143,1,143,98.6,98.6
goal_11,False,164,161,2,161,98.2,98.2
goal_12,False,177,175,1,175,98.9,98.9
goal_13,True,147,146,0,146,99.3,99.3
goal_14,False,160,156,2,156,97.5,97.5
goal_15,False,165,162,3,162,98.2,98.2
goal_16,False,183,179,1,179,97.8,97.8
goal_17,True,154,152,1,152,98.7,98.7
goal_18,True,173,172,1,172,99.4,99.4
goal_19,True,171,171,0,171,100.0,100.0
goal_20,False,133,133,0,133,100.0,100.0
goal_21,False,167,166,0,166,99.4,99.4
goal_22,False,150,148,2,148,98.7,98.7
goal_23,True,171,167,3,167,97.7,97.7
goal_24,True,162,158,3,158,97.5,97.5
goal_25,True,150,146,3,146,97.3,97.3
goal_26,False,145,141,2,141,97.2,97.2
goal_27,False,165,159,4,159,96.4,96.4
goal_28,False,157,156,1,156,99.4,99.4
