goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,24,22,2,24,91.7,100.0
goal_02,False,28,23,5,26,82.1,92.9
goal_03,False,17,16,1,16,94.1,94.1
goal_04,False,24,21,3,22,87.5,91.7
goal_05,True,27,24,3,26,88.9,96.3
goal_06,False,17,12,5,16,70.6,94.1
goal_07,False,31,28,3,30,90.3,96.8
goal_08,False,30,26,4,30,86.7,100.0
goal_09,True,20,15,5,16,75.0,80.0
goal_10,True,24,20,4,20,83.3,83.3
goal_11,False,29,20,9,24,69.0,82.8
goal_12,False,31,26,5,29,83.9,93.5
goal_13,True,23,17,6,18,73.9,78.3
goal_14,False,24,18,6,20,75.0,83.3
goal_15,False,30,28,2,29,93.3,96.7
goal_16,False,28,27,1,28,96.4,100.0
goal_17,True,31,26,5,30,83.9,96.8
goal_18,True,24,21,3,23,87.5,95.8
goal_19,True,25,23,2,24,92.0,96.0
goal_20,False,22,19,3,21,86.4,95.5
goal_21,False,30,25,5,27,83.3,90.0
goal_22,False,22,20,2,22,90.9,100.0
goal_23,True,30,28,2,28,93.3,93.3
goal_24,True,21,20,1,20,95.2,95.2
goal_25,True,27,25,2,26,92.6,96.3
goal_26,False,18,17,1,17,94.4,94.4
goal_27,False,27,24,3,27,88.9,100.0
goal_28,False,24,19,5,22,79.2,91.7
