goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,21,0,7,10,0.0,47.6
goal_02,False,15,0,7,9,0.0,60.0
goal_03,False,7,0,3,5,0.0,71.4
goal_04,False,13,0,5,7,0.0,53.8
goal_05,True,17,1,10,13,5.9,76.5
goal_06,False,13,0,6,8,0.0,61.5
goal_07,False,12,0,8,7,0.0,58.3
goal_08,False,14,0,6,9,0.0,64.3
goal_09,True,9,0,3,6,0.0,66.7
goal_10,True,16,0,4,7,0.0,43.8
goal_11,False,13,1,4,7,7.7,53.8
goal_12,False,18,0,9,9,0.0,50.0
goal_13,True,19,0,6,10,0.0,52.6
goal_14,False,15,0,7,7,0.0,46.7
goal_15,False,22,0,12,11,0.0,50.0
goal_16,False,18,0,10,8,0.0,44.4
goal_17,True,17,0,14,10,0.0,58.8
goal_18,True,14,0,5,6,0.0,42.9
goal_19,True,12,0,7,3,0.0,25.0
goal_20,False,9,0,4,7,0.0,77.8
goal_21,False,17,0,7,8,0.0,47.1
goal_22,False,12,0,2,5,0.0,41.7
goal_23,True,11,0,2,6,0.0,54.5
goal_24,True,13,0,6,6,0.0,46.2
goal_25,True,13,0,4,10,0.0,76.9
goal_26,False,16,0,6,10,0.0,62.5
goal_27,False,12,0,7,9,0.0,75.0
goal_28,False,15,0,6,9,0.0,60.0
