goal_id,dificil,intentos,exitos,colisiones,llego_estanteria,tasa_exito_%,tasa_estanteria_%
goal_01,False,27,25,2,25,92.6,92.6
goal_02,False,24,19,5,19,79.2,79.2
goal_03,False,28,21,7,23,75.0,82.1
goal_04,False,19,18,1,19,94.7,100.0
goal_05,True,17,16,1,16,94.1,94.1
goal_06,False,26,19,7,23,73.1,88.5
goal_07,False,32,27,5,29,84.4,90.6
goal_08,False,25,23,2,23,92.0,92.0
goal_09,True,24,21,3,22,87.5,91.7
goal_10,True,29,22,7,26,75.9,89.7
goal_11,False,32,28,4,32,87.5,100.0
goal_12,False,27,23,4,26,85.2,96.3
goal_13,True,30,25,5,27,83.3,90.0
goal_14,False,29,25,4,27,86.2,93.1
goal_15,False,23,20,3,21,87.0,91.3
goal_16,False,18,15,3,15,83.3,83.3
goal_17,True,26,20,6,23,76.9,88.5
goal_18,True,34,31,3,32,91.2,94.1
goal_19,True,17,14,3,15,82.4,88.2
goal_20,False,30,26,4,30,86.7,100.0
goal_21,False,29,24,5,27,82.8,93.1
goal_22,False,23,18,5,21,78.3,91.3
goal_23,True,26,24,2,25,92.3,96.2
goal_24,True,19,15,4,16,78.9,84.2
goal_25,True,26,24,2,25,92.3,96.2
goal_26,False,22,15,7,20,68.2,90.9
goal_27,False,29,24,5,29,82.8,100.0
goal_28,False,23,18,5,22,78.3,95.7
