episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,exito,11138,1846.13,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,1,1035236319,exito,,356.416,0,0,"[-19.8, -5.494196827991685]"
2,goal_001,2,exito,11127,1849.71,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,2,2763858533,exito,,356.064,0,0,"[-19.8, 2.062121742561406]"
3,goal_001,3,exito,11127,1849.71,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,3,3552187123,exito,,356.064,0,0,"[-19.8, -25.92674134596019]"
4,goal_001,4,exito,11127,1830.24,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,4,1306429264,exito,,356.064,0,0,"[-19.8, -5.110751384087561]"
5,goal_001,5,exito,11127,1849.71,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,5,987346886,exito,,356.064,0,0,"[-19.8, 2.9861943734069123]"
6,goal_001,6,exito,11127,1849.72,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,6,2748376700,exito,,356.064,0,0,"[-19.8, 27.44085499244255]"
7,goal_001,7,exito,11127,1849.71,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,7,3570915050,exito,,356.064,0,0,"[-19.8, -25.215426070470844]"
8,goal_001,8,exito,11127,1849.73,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,8,1147718523,exito,,356.064,0,0,"[-19.8, -12.887675570019733]"
9,goal_001,9,exito,11127,1849.72,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,9,862977005,exito,,356.064,0,0,"[-19.8, -16.194247507655092]"
10,goal_001,10,exito,11127,1849.72,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,10,3800736791,exito,,356.064,0,0,"[-19.8, 19.986290631978093]"
11,goal_002,1,exito,11109,1847.16,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,1,1014372840,exito,,355.488,0,0,"[-19.8, -4.058094088834928]"
12,goal_002,2,exito,11109,1847.18,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,2,2776582226,exito,,355.488,0,0,"[-19.8, 8.199294990638137]"
13,goal_002,3,exito,11109,1847.2,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,3,3531110596,exito,,355.488,0,0,"[-19.8, -2.8748488186199945]"
14,goal_002,4,exito,11109,1847.21,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,4,1276964199,exito,,355.488,0,0,"[-19.8, -27.88729100020535]"
15,goal_002,5,exito,11109,1847.18,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,5,991682033,exito,,355.488,0,0,"[-19.8, -10.045214034111996]"
16,goal_002,6,exito,11109,1847.17,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,6,2719124555,exito,,355.488,0,0,"[-19.8, 27.602777625342963]"
17,goal_002,7,exito,11109,1847.18,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,7,3574971613,exito,,355.488,0,0,"[-19.8, -16.427986206665036]"
18,goal_002,8,exito,11109,1847.2,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,8,1168810316,exito,,355.488,0,0,"[-19.8, 11.489058205001232]"
19,goal_002,9,exito,11109,1847.2,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,9,850235866,exito,,355.488,0,0,"[-19.8, 11.122167956491413]"
20,goal_002,10,exito,11109,1844.13,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,10,1513538418,exito,,355.488,0,0,"[-19.8, 5.185182286477714]"
21,goal_003,1,exito,11116,1867.09,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,1,1043376049,exito,,355.712,0,0,"[-19.8, 16.39866788901079]"
22,goal_003,2,exito,11116,1867.07,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,2,2805593611,exito,,355.712,0,0,"[-19.8, -19.738795984883637]"
23,goal_003,3,exito,11116,1867.08,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,3,3493775005,exito,,355.712,0,0,"[-19.8, -9.500286844648894]"
24,goal_003,4,exito,11116,1867.09,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,4,1314542398,exito,,355.712,0,0,"[-19.8, -11.735911885961052]"
25,goal_003,5,exito,11116,1867.1,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,5,962421672,exito,,355.712,0,0,"[-19.8, -13.998669894739551]"
26,goal_003,6,exito,11116,1867.07,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,6,2689872402,exito,,355.712,0,0,"[-19.8, 4.386513837824209]"
27,goal_003,7,exito,11116,1867.08,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,7,3612541572,exito,,355.712,0,0,"[-19.8, -2.148066227078256]"
28,goal_003,8,exito,11116,1867.1,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,8,1206656789,exito,,355.712,0,0,"[-19.8, -12.057584146274653]"
29,goal_003,9,exito,11116,1843.53,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,9,820719491,exito,,355.712,0,0,"[-19.8, -23.53623504737758]"
30,goal_003,10,exito,11116,1867.08,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,10,1216572572,exito,,355.712,0,0,"[-19.8, 2.5844220067579107]"
31,goal_004,1,exito,11061,1849.29,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,1,1072876934,exito,,353.952,0,0,"[-19.8, -10.1964009919594]"
32,goal_004,2,exito,11061,1859.33,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,2,2801507388,exito,,353.952,0,0,"[-19.8, 18.686967255038574]"
33,goal_004,3,exito,11061,1859.34,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,3,3522997418,exito,,353.952,0,0,"[-19.8, -10.455286637002724]"
34,goal_004,4,exito,11061,1859.35,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,4,1335376137,exito,,353.952,0,0,"[-19.8, 19.846489213408486]"
35,goal_004,5,exito,11061,1859.34,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,5,949946783,exito,,353.952,0,0,"[-19.8, 15.288481723208525]"
36,goal_004,6,exito,11061,1859.34,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,6,2710984741,exito,,353.952,0,0,"[-19.8, 22.577427594582527]"
37,goal_004,7,exito,11061,1859.33,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,7,3599853747,exito,,353.952,0,0,"[-19.8, -11.80741444584724]"
38,goal_004,8,exito,11061,1849.94,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,8,1177449762,exito,,353.952,0,0,"[-19.8, -26.685428150500368]"
39,goal_004,9,exito,11061,1859.34,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,9,824788404,exito,,353.952,0,0,"[-19.8, 27.73171565467918]"
40,goal_004,10,exito,11061,1857.52,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,10,4030663673,exito,,353.952,0,0,"[-19.8, -25.155793320745367]"
41,goal_005,1,exito,11044,1854.42,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,1,985520899,exito,,353.408,0,0,"[-19.8, 15.189016937576044]"
42,goal_005,2,exito,11044,1854.41,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,2,2746518201,exito,,353.408,0,0,"[-19.8, -1.8606370956670113]"
43,goal_005,3,exito,11044,1854.42,04,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,04,3,3568548399,exito,,353.408,0,0,"[-19.8, -26.853650754520334]"
