episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,exito,11159,1862.57,04,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,04,1,2598696079,exito,,357.088,0,0,"[-19.8, 18.731876227948423]"
2,goal_001,2,exito,11153,1862.15,04,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,04,2,65905973,exito,,356.896,0,0,"[-19.8, 9.41790204847014]"
3,goal_001,3,exito,11153,1862.02,04,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,04,3,1961530787,exito,,356.896,0,0,"[-19.8, 14.926019163362445]"
4,goal_001,4,exito,11153,1845.85,04,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,04,4,3935174656,exito,,356.896,0,0,"[-19.8, 18.912310954232396]"
5,goal_001,5,exito,11153,1862.02,04,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,04,5,2643013782,exito,,356.896,0,0,"[-19.8, 16.734627136028998]"
6,goal_001,6,exito,11153,1862.36,04,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,04,6,75522348,exito,,356.896,0,0,"[-19.8, -3.549509313823636]"
7,goal_001,7,exito,11153,1862.33,04,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,04,7,1938248122,exito,,356.896,0,0,"[-19.8, 23.464938642978236]"
8,goal_001,8,exito,11153,1862.03,04,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,04,8,3812117547,exito,,356.896,0,0,"[-19.8, -26.339443110763785]"
9,goal_001,9,exito,11153,1862.12,04,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,04,9,2487188669,exito,,356.896,0,0,"[-19.8, -25.872139322831103]"
10,goal_001,10,exito,11149,1862.09,04,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,04,10,2303108452,exito,,356.768,0,0,"[-19.8, -0.6856946828522587]"
