episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,col_exit,2452,190.65,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,1,4187438798,col_exit,exit,78.464,0,0,"[-6.6, 8.549125677103026]"
2,goal_001,2,col_exit,2876,259.95,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,2,1620995956,col_exit,exit,92.032,0,0,"[-6.6, 3.8386821435431187]"
3,goal_001,3,col_exit,3114,286.17,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,3,395927522,col_exit,exit,99.648,0,0,"[-6.6, 10.024491739407116]"
4,goal_001,4,col_exit,3237,-29.45,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,4,2315110977,col_exit,exit,103.584,0,0,"[-6.6, -4.874052426358031]"
5,goal_001,5,col_exit,2976,-265.69,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,5,4277861079,col_exit,exit,95.232,0,0,"[-6.6, 11.434642319255216]"
6,goal_001,6,col_exit,1766,95.17,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,6,1744022381,col_exit,exit,56.512,0,0,"[-6.6, -11.828477377691287]"
7,goal_001,7,col_exit,2542,209.2,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,7,284466171,col_exit,exit,81.344,0,0,"[-6.6, -6.513969250575045]"
8,goal_001,8,col_exit,2936,263.51,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,8,2152433258,col_exit,exit,93.952,0,0,"[-6.6, -0.11188674600036351]"
9,goal_001,9,col_exit,3139,271.17,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,9,4148999932,col_exit,exit,100.448,0,0,"[-6.6, 10.990915829938325]"
10,goal_001,10,col_exit,2958,-401.56,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,10,2298390440,col_exit,exit,94.656,0,0,"[-6.6, -6.910133715573085]"
11,goal_002,1,col_exit,1730,95.64,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,1,4166341881,col_exit,exit,55.36,0,0,"[-6.6, 1.3229343616249198]"
12,goal_002,2,col_exit,2523,213.14,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,2,1633420611,col_exit,exit,80.736,0,0,"[-6.6, 10.606673725445587]"
13,goal_002,3,col_exit,2910,279.3,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,3,375076309,col_exit,exit,93.12,0,0,"[-6.6, -4.45758614073219]"
14,goal_002,4,col_exit,3122,229.59,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,4,2285871222,col_exit,exit,99.904,0,0,"[-6.6, -12.856510987445745]"
15,goal_002,5,col_exit,1569,77.38,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,5,4281897184,col_exit,exit,50.208,0,0,"[-6.6, -11.664092951543322]"
16,goal_002,6,col_exit,2434,208.78,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,6,1714536794,col_exit,exit,77.888,0,0,"[-6.6, 12.725171372179176]"
17,goal_002,7,col_exit,2879,274.73,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,7,288813516,col_exit,exit,92.128,0,0,"[-6.6, 6.802541068793606]"
18,goal_002,8,col_exit,3108,274.38,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,8,2173299805,col_exit,exit,99.456,0,0,"[-6.6, 3.4111950323187297]"
19,goal_002,9,col_exit,1563,70.89,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,9,4136557771,col_exit,exit,50.016,0,0,"[-6.6, -10.433884417781384]"
20,goal_002,10,col_exit,2440,201.78,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,10,809681101,col_exit,exit,78.08,0,0,"[-6.6, -4.986344892005212]"
21,goal_003,1,exito,5746,1038.69,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,1,4195609248,exito,,183.872,0,0,"[-6.6, -10.14370450599285]"
22,goal_003,2,exito,5741,1038.2,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,2,1662696218,exito,,183.712,0,0,"[-6.6, -5.958828612724025]"
23,goal_003,3,exito,5743,1039.26,02,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,02,3,337480588,exito,,183.776,0,0,"[-6.6, 6.831838208264153]"
