episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,col_approach,160,-193.4,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,1,2455453629,col_approach,approach,5.12,0,0,"[-6.6, 10.271805483086014]"
2,goal_001,2,col_approach,148,-191.63,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,2,189951495,col_approach,approach,4.736,0,0,"[-6.6, -1.6348294338899056]"
3,goal_001,3,col_approach,147,-191.25,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,3,2085969553,col_approach,approach,4.704,0,0,"[-6.6, -4.201101883638708]"
4,goal_001,4,col_approach,147,-191.32,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,4,3794914098,col_approach,approach,4.704,0,0,"[-6.6, 8.953769856248018]"
5,goal_001,5,col_approach,147,-191.25,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,5,2503408548,col_approach,approach,4.704,0,0,"[-6.6, -8.519741836752594]"
6,goal_001,6,col_approach,147,-191.31,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,6,205498910,col_approach,approach,4.704,0,0,"[-6.6, 7.236504089518797]"
7,goal_001,7,col_approach,147,-191.24,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,7,2067307144,col_approach,approach,4.704,0,0,"[-6.6, 0.5959428771211557]"
8,goal_001,8,col_approach,147,-191.28,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,8,3951527705,col_approach,approach,4.704,0,0,"[-6.6, -1.444381314381398]"
9,goal_001,9,col_approach,147,-191.24,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,9,2625681295,col_approach,approach,4.704,0,0,"[-6.6, -4.956590542909384]"
10,goal_001,10,col_approach,147,-191.31,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,10,1100565295,col_approach,approach,4.704,0,0,"[-6.6, 5.734852701521722]"
11,goal_002,1,col_approach,147,-191.23,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,1,2476299658,col_approach,approach,4.704,0,0,"[-6.6, -5.031644558463579]"
12,goal_002,2,col_approach,147,-191.3,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,2,177210416,col_approach,approach,4.704,0,0,"[-6.6, 12.60803517550127]"
13,goal_002,3,col_approach,147,-191.27,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,3,2107061414,col_approach,approach,4.704,0,0,"[-6.6, -12.413906141653905]"
14,goal_002,4,col_approach,147,-191.32,02,sthwp,524,1,E2.1,E2.1-R0,False,sthwp,524,02,4,3824394501,col_approach,approach,4.704,0,0,"[-6.6, -3.434263404576801]"
