episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,exito,4214,835.36,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,1,683944095,exito,,134.848,0,0,"[-2.53853054261983, -5.6]"
2,goal_001,2,exito,4212,835.03,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,2,2983033125,exito,,134.784,0,0,"[-8.453678091230797, -5.6]"
3,goal_001,3,exito,4212,834.41,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,3,3335145907,exito,,134.784,0,0,"[-4.418312325190085, -5.6]"
4,goal_001,4,exito,4212,833.24,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,4,1487854608,exito,,134.784,0,0,"[-1.0218523703736635, -5.6]"
5,goal_001,5,exito,4212,832.93,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,5,799665286,exito,,134.784,0,0,"[-4.384555519820043, -5.6]"
6,goal_001,6,exito,4212,833.94,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,6,3063987516,exito,,134.784,0,0,"[-1.8154792968032476, -5.6]"
7,goal_001,7,exito,4212,835.08,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,7,3248983466,exito,,134.784,0,0,"[-8.469527339026891, -5.6]"
8,goal_001,8,exito,4211,834.26,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,8,1360564283,exito,,134.752,0,0,"[-3.6973714698260203, -5.6]"
9,goal_001,9,exito,4211,833.42,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,9,639606957,exito,,134.752,0,0,"[-0.3155368076908937, -5.6]"
10,goal_001,10,exito,4211,833.41,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,10,2487457244,exito,,134.752,0,0,"[-1.4309428318603568, -5.6]"
11,goal_002,1,exito,4211,835.12,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,1,688276136,exito,,134.752,0,0,"[-5.835918369713691, -5.6]"
12,goal_002,2,exito,4212,835.72,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,2,2953777938,exito,,134.784,0,0,"[-0.46063005383322714, -5.6]"
13,goal_002,3,exito,4212,835.69,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,3,3339199364,exito,,134.784,0,0,"[-2.455844942442811, -5.6]"
14,goal_002,4,exito,4210,835.55,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,4,1500296743,exito,,134.72,0,0,"[-4.69780667600048, -5.6]"
15,goal_002,5,exito,4210,835.12,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,5,778798769,exito,,134.72,0,0,"[-1.3591064219130196, -5.6]"
16,goal_002,6,exito,4211,834.27,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,6,3076708107,exito,,134.752,0,0,"[-6.1978642193855435, -5.6]"
17,goal_002,7,exito,4212,833.56,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,7,3227903901,exito,,134.784,0,0,"[-3.627528165000184, -5.6]"
18,goal_002,8,exito,4211,834.62,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,8,1356528140,exito,,134.752,0,0,"[-1.2756769542393283, -5.6]"
19,goal_002,9,exito,4210,835.34,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,9,668846746,exito,,134.72,0,0,"[-8.323389666487623, -5.6]"
20,goal_002,10,exito,4212,835.15,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,10,754971321,exito,,134.784,0,0,"[-5.261883263763808, -5.6]"
21,goal_003,1,exito,4209,834.23,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,1,725679345,exito,,134.688,0,0,"[-4.997700673607793, -5.6]"
22,goal_003,2,exito,4209,833.92,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,2,2991172939,exito,,134.688,0,0,"[-5.861706467107957, -5.6]"
23,goal_003,3,exito,4209,834.88,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,3,3310263773,exito,,134.688,0,0,"[-1.4244312686533063, -5.6]"
24,goal_003,4,exito,4209,835.61,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,4,1529481342,exito,,134.688,0,0,"[-1.2402576200502349, -5.6]"
25,goal_003,5,exito,4209,835.85,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,5,741161192,exito,,134.688,0,0,"[-8.026954677992117, -5.6]"
26,goal_003,6,exito,4210,836.29,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,6,3039062354,exito,,134.72,0,0,"[-3.0244461202152744, -5.6]"
27,goal_003,7,exito,4209,835.39,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,7,3257096644,exito,,134.688,0,0,"[-7.619336478994153, -5.6]"
28,goal_003,8,exito,4209,834.23,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,8,1385972821,exito,,134.688,0,0,"[-5.185425205428376, -5.6]"
29,goal_003,9,exito,4209,833.47,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,9,630944963,exito,,134.688,0,0,"[-8.08815459715784, -5.6]"
30,goal_003,10,exito,4208,834.36,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,10,1045060951,exito,,134.656,0,0,"[-5.408523917112481, -5.6]"
31,goal_004,1,exito,4212,835.36,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,1,713201350,exito,,134.784,0,0,"[-0.7665632360270797, -5.6]"
32,goal_004,2,exito,4210,835.07,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,2,3012282236,exito,,134.72,0,0,"[-8.34499048250771, -5.6]"
33,goal_004,3,exito,4211,834.26,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,3,3297572842,exito,,134.752,0,0,"[-6.432968817043187, -5.6]"
34,goal_004,4,exito,4210,833.49,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,4,1525178953,exito,,134.72,0,0,"[-0.8713415323662026, -5.6]"
35,goal_004,5,exito,4210,834.47,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,5,770659039,exito,,134.72,0,0,"[-6.912253493006534, -5.6]"
36,goal_004,6,exito,4211,835.58,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,6,3034973029,exito,,134.752,0,0,"[-8.288199143130498, -5.6]"
37,goal_004,7,exito,4211,835.74,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,7,3286316019,exito,,134.752,0,0,"[-3.0624840119613985, -5.6]"
38,goal_004,8,exito,4211,835.84,03,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,03,8,1398681186,exito,,134.752,0,0,"[-4.953013419593786, -5.6]"
