episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,exito,5730,1023.34,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,1,363069743,exito,,183.36,0,0,"[-6.6, 1.2418017662103156]"
2,goal_001,2,exito,5730,1023.34,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,2,2360168597,exito,,183.36,0,0,"[-6.6, 5.848249044188588]"
3,goal_001,3,exito,5726,1019.02,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,3,4222246915,exito,,183.232,0,0,"[-6.6, 4.887259527376397]"
4,goal_001,4,exito,5726,1022.79,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,4,1708062112,exito,,183.232,0,0,"[-6.6, 9.366319387852506]"
5,goal_001,5,exito,5724,1023.23,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,5,315213110,exito,,183.168,0,0,"[-6.6, -2.4115090185960497]"
6,goal_001,6,exito,5725,1023.61,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,6,2344653964,exito,,183.2,0,0,"[-6.6, -1.370660928048412]"
7,goal_001,7,col_exit,3047,295.56,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,7,4240942106,col_exit,exit,97.504,0,0,"[-6.6, -6.344703182199859]"
8,goal_001,8,col_exit,2946,-79.51,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,8,1819851147,col_exit,exit,94.272,0,0,"[-6.6, 0.8903454994588093]"
9,goal_001,9,exito,5723,1023.65,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,9,461343005,exito,,183.136,0,0,"[-6.6, 2.679948482410495]"
10,goal_001,10,exito,5724,1023.56,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,10,1595885177,exito,,183.168,0,0,"[-6.6, -2.4110682934006133]"
11,goal_002,1,col_exit,2617,256.22,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,1,342256408,col_exit,exit,83.744,0,0,"[-6.6, 8.814359260905139]"
12,goal_002,2,col_exit,2976,305.39,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,2,2372876962,col_exit,exit,95.232,0,0,"[-6.6, 1.1014357949975024]"
13,goal_002,3,col_exit,2003,-20.54,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,3,4201122356,col_exit,exit,64.096,0,0,"[-6.6, 1.463548873505206]"
14,goal_002,4,col_exit,2144,186.41,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,4,1678548887,col_exit,exit,68.608,0,0,"[-6.6, -4.484265743431612]"
15,goal_002,5,col_exit,2742,270.46,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,5,319532801,col_exit,exit,87.744,0,0,"[-6.6, -9.703251883232246]"
16,goal_002,6,col_exit,3028,294.43,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,6,2315452091,col_exit,exit,96.896,0,0,"[-6.6, -3.059799038332503]"
17,goal_002,7,exito,5694,792.51,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,7,4245016109,exito,,182.208,0,0,"[-6.6, -11.34019549052022]"
18,goal_002,8,col_exit,1986,163.47,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,8,1840960444,col_exit,exit,63.552,0,0,"[-6.6, -2.739062695031384]"
19,goal_002,9,col_exit,2647,263.4,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,9,448652074,col_exit,exit,84.704,0,0,"[-6.6, 5.541249265006774]"
20,goal_002,10,col_exit,3000,310.04,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,10,3886227740,col_exit,exit,96.0,0,0,"[-6.6, 12.155674133472361]"
21,goal_003,1,exito,5659,1052.2,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,1,371250497,exito,,181.088,0,0,"[-6.6, 2.204557599479759]"
22,goal_003,2,exito,5658,1068.02,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,2,2401862907,exito,,181.056,0,0,"[-6.6, 12.864773463130476]"
23,goal_003,3,exito,5660,1068.48,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,3,4163810413,exito,,181.12,0,0,"[-6.6, 2.1343101073379627]"
24,goal_003,4,exito,5657,1067.03,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,4,1716134350,exito,,181.024,0,0,"[-6.6, 2.654144931702096]"
25,goal_003,5,exito,5660,1068.36,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,5,290263384,exito,,181.12,0,0,"[-6.6, -7.8788311313688535]"
26,goal_003,6,exito,5657,1067.86,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,6,2286174434,exito,,181.024,0,0,"[-6.6, -13.086271459859036]"
27,goal_003,7,exito,5660,1068.21,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,7,4282609780,exito,,181.12,0,0,"[-6.6, 1.9854959655222726]"
28,goal_003,8,exito,5659,1068.4,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,8,1878814181,exito,,181.088,0,0,"[-6.6, 9.600551583648478]"
29,goal_003,9,exito,5658,1068.02,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,9,419126643,exito,,181.056,0,0,"[-6.6, -11.648720005871192]"
30,goal_003,10,exito,5659,1059.6,02,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,02,10,4111896306,exito,,181.088,0,0,"[-6.6, -12.69349678704102]"
