episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,exito,4149,841.42,03,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,03,1,3304527742,exito,,132.768,0,0,"[-5.741531234779541, -5.6]"
2,goal_001,2,exito,4148,840.32,03,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,03,2,1576945348,exito,,132.736,0,0,"[-7.064713693042123, -5.6]"
3,goal_001,3,exito,4148,839.58,03,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,03,3,720991826,exito,,132.736,0,0,"[-6.286324135869961, -5.6]"
4,goal_001,4,exito,4148,841.55,03,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,03,4,3030246385,exito,,132.736,0,0,"[-0.15856233785830698, -5.6]"
5,goal_001,5,exito,4148,840.43,03,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,03,5,3281703783,exito,,132.736,0,0,"[-3.3896200697908885, -5.6]"
6,goal_001,6,exito,4148,839.7,03,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,03,6,1519616733,exito,,132.736,0,0,"[-4.825131173673595, -5.6]"
7,goal_001,7,exito,4148,841.57,03,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,03,7,764719691,exito,,132.736,0,0,"[-3.9356526234491787, -5.6]"
8,goal_001,8,exito,4148,841.57,03,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,03,8,3173756890,exito,,132.736,0,0,"[-2.129013947311465, -5.6]"
9,goal_001,9,exito,4148,840.57,03,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,03,9,3391921996,exito,,132.736,0,0,"[-0.3289396670451759, -5.6]"
10,goal_001,10,exito,4148,839.44,03,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,03,10,1134720013,exito,,132.736,0,0,"[-0.28065528997317873, -5.6]"
11,goal_002,1,exito,4171,835.18,03,subwp,524,1,E2.1,E2.1-R0,False,subwp,524,03,1,3308617033,exito,,133.472,0,0,"[-5.704899647021418, -5.6]"
