episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,exito,4182,837.02,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,1,2887106414,exito,,133.824,0,0,"[-2.9272572670300043, -5.6]"
2,goal_001,2,exito,4195,836.24,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,2,891088596,exito,,134.24,0,0,"[-6.229844369149189, -5.6]"
3,goal_001,3,exito,4195,834.61,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,3,1109122626,exito,,134.24,0,0,"[-7.483778616460505, -5.6]"
4,goal_001,4,exito,4195,834.23,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,4,3699330017,exito,,134.24,0,0,"[-5.926063045547148, -5.6]"
5,goal_001,5,exito,4195,835.86,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,5,2876799863,exito,,134.24,0,0,"[-0.25472869273498927, -5.6]"
6,goal_001,6,exito,4195,836.85,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,6,846277325,exito,,134.24,0,0,"[-8.199975198980702, -5.6]"
7,goal_001,7,exito,4195,835.82,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,7,1165367899,exito,,134.24,0,0,"[-3.6296548705334923, -5.6]"
8,goal_001,8,exito,4195,835.29,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,8,3586721738,exito,,134.24,0,0,"[-6.178679889869668, -5.6]"
9,goal_001,9,exito,4195,836.19,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,9,2731423580,exito,,134.24,0,0,"[-6.814342464482337, -5.6]"
10,goal_001,10,exito,4195,836.83,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,10,1585284801,exito,,134.24,0,0,"[-6.4381956936838405, -5.6]"
11,goal_002,1,exito,4192,833.43,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,1,2916603225,exito,,134.144,0,0,"[-5.3410087101527015, -5.6]"
12,goal_002,2,exito,4192,833.21,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,2,886998243,exito,,134.144,0,0,"[-7.288387715357697, -5.6]"
13,goal_002,3,exito,4192,831.61,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,3,1138340981,exito,,134.144,0,0,"[-1.9643945600297166, -5.6]"
14,goal_002,4,exito,4192,830.63,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,4,3720159702,exito,,134.144,0,0,"[-4.695969492455073, -5.6]"
15,goal_002,5,exito,4192,832.13,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,5,2864320832,exito,,134.144,0,0,"[-7.82062444279597, -5.6]"
16,goal_002,6,exito,4192,833.44,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,6,867385594,exito,,134.144,0,0,"[-4.856751545079575, -5.6]"
17,goal_002,7,exito,4192,832.51,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,7,1152675948,exito,,134.144,0,0,"[-1.91862694260616, -5.6]"
18,goal_002,8,exito,4192,831.88,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,8,3557518845,exito,,134.144,0,0,"[-8.575421791579782, -5.6]"
19,goal_002,9,exito,4192,832.69,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,9,2735496555,exito,,134.144,0,0,"[-8.594519250153684, -5.6]"
20,goal_002,10,exito,4192,833.43,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,10,3871465892,exito,,134.144,0,0,"[-4.173847679209666, -5.6]"
21,goal_003,1,exito,4192,833.46,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,1,2945542912,exito,,134.144,0,0,"[-8.39542955167896, -5.6]"
22,goal_003,2,exito,4192,833.36,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,2,915946170,exito,,134.144,0,0,"[-1.4073040845889475, -5.6]"
23,goal_003,3,exito,4192,831.76,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,3,1100941868,exito,,134.144,0,0,"[-7.547212978750061, -5.6]"
24,goal_003,4,exito,4192,830.58,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,4,3757809551,exito,,134.144,0,0,"[-5.67612488359394, -5.6]"
25,goal_003,5,exito,4192,832.12,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,5,2835132185,exito,,134.144,0,0,"[-4.97226315720039, -5.6]"
26,goal_003,6,exito,4192,833.42,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,6,838205091,exito,,134.144,0,0,"[-3.6738878449576715, -5.6]"
27,goal_003,7,exito,4192,832.62,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,7,1190317621,exito,,134.144,0,0,"[-4.835344876151857, -5.6]"
28,goal_003,8,exito,4192,831.87,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,8,3595424676,exito,,134.144,0,0,"[-1.4599614388981554, -5.6]"
29,goal_003,9,exito,4192,832.68,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,9,2706039602,exito,,134.144,0,0,"[-4.44640391357603, -5.6]"
30,goal_003,10,exito,4192,833.45,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,10,4101262922,exito,,134.144,0,0,"[-5.688958014775176, -5.6]"
31,goal_004,1,exito,4192,833.43,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,1,2924675383,exito,,134.144,0,0,"[-3.7669464844890617, -5.6]"
32,goal_004,2,exito,4192,833.42,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,2,928665741,exito,,134.144,0,0,"[-1.7215943341303543, -5.6]"
33,goal_004,3,exito,4192,831.81,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,3,1079861275,exito,,134.144,0,0,"[-3.7266226951822623, -5.6]"
34,goal_004,4,exito,4192,830.57,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,4,3728340408,exito,,134.144,0,0,"[-1.8437399556049758, -5.6]"
35,goal_004,5,exito,4192,831.95,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,5,2839463214,exito,,134.144,0,0,"[-6.2929631562240065, -5.6]"
36,goal_004,6,exito,4192,833.44,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,6,808948884,exito,,134.144,0,0,"[-7.180354000433716, -5.6]"
37,goal_004,7,exito,4192,832.43,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,7,1194370050,exito,,134.144,0,0,"[-7.87294663326017, -5.6]"
38,goal_004,8,exito,4192,831.82,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,8,3616520595,exito,,134.144,0,0,"[-3.451768463849194, -5.6]"
39,goal_004,9,exito,4192,832.55,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,9,2693302533,exito,,134.144,0,0,"[-3.4303160948358413, -5.6]"
40,goal_004,10,exito,4192,833.44,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,10,1288186159,exito,,134.144,0,0,"[-1.722311861391196, -5.6]"
41,goal_005,1,exito,4192,833.39,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,1,2870745010,exito,,134.144,0,0,"[-4.816163182759771, -5.6]"
42,goal_005,2,exito,4192,833.44,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,2,840254984,exito,,134.144,0,0,"[-3.101094923068648, -5.6]"
43,goal_005,3,exito,4192,831.87,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,3,1158837918,exito,,134.144,0,0,"[-8.095456866123362, -5.6]"
44,goal_005,4,exito,4192,830.57,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,4,3682001725,exito,,134.144,0,0,"[-4.836355189014324, -5.6]"
45,goal_005,5,exito,4192,831.9,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,5,2893140907,exito,,134.144,0,0,"[-6.212742783076237, -5.6]"
46,goal_005,6,exito,4192,833.43,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,6,897090065,exito,,134.144,0,0,"[-4.156710344821205, -5.6]"
47,goal_005,7,exito,4192,832.63,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,7,1115665031,exito,,134.144,0,0,"[-7.4928643954484935, -5.6]"
48,goal_005,8,exito,4192,831.52,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,8,3535843094,exito,,134.144,0,0,"[-8.072851840171095, -5.6]"
49,goal_005,9,exito,4192,832.43,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,9,2781323136,exito,,134.144,0,0,"[-5.397250336449532, -5.6]"
50,goal_005,10,exito,4192,833.39,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,10,3508474262,exito,,134.144,0,0,"[-8.37941372767953, -5.6]"
51,goal_006,1,exito,4192,833.42,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,1,2866707845,exito,,134.144,0,0,"[-4.100500578696952, -5.6]"
52,goal_006,2,exito,4192,833.37,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,2,869739583,exito,,134.144,0,0,"[-5.544698147644579, -5.6]"
53,goal_006,3,exito,4192,831.98,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,3,1154489513,exito,,134.144,0,0,"[-8.52730001795814, -5.6]"
54,goal_006,4,exito,4192,830.52,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,4,3669264650,exito,,134.144,0,0,"[-5.447529299313532, -5.6]"
55,goal_006,5,exito,4192,831.8,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,5,2914236828,exito,,134.144,0,0,"[-2.1469926575978033, -5.6]"
56,goal_006,6,exito,4192,833.4,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,6,884664358,exito,,134.144,0,0,"[-5.418230648394606, -5.6]"
57,goal_006,7,exito,4192,832.71,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,7,1136515248,exito,,134.144,0,0,"[-0.8396797105414737, -5.6]"
58,goal_006,8,exito,4192,831.84,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,8,3540174113,exito,,134.144,0,0,"[-7.734353023076755, -5.6]"
59,goal_006,9,exito,4192,832.3,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,9,2751854007,exito,,134.144,0,0,"[-5.187184465106562, -5.6]"
60,goal_006,10,exito,4192,833.41,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,10,1772320499,exito,,134.144,0,0,"[-3.4030399692926645, -5.6]"
61,goal_007,1,exito,4192,833.37,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,1,2828583900,exito,,134.144,0,0,"[-3.730257082184395, -5.6]"
62,goal_007,2,exito,4192,833.42,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,2,831623782,exito,,134.144,0,0,"[-4.498427703261066, -5.6]"
63,goal_007,3,exito,4192,832.01,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,3,1184277232,exito,,134.144,0,0,"[-3.2295290279711573, -5.6]"
64,goal_007,4,exito,4192,830.58,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,4,3639752531,exito,,134.144,0,0,"[-3.6700631108868014, -5.6]"
65,goal_007,5,exito,4192,831.67,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,5,2952071109,exito,,134.144,0,0,"[-0.892976897329492, -5.6]"
66,goal_007,6,exito,4192,833.32,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,6,922506879,exito,,134.144,0,0,"[-8.101028251227648, -5.6]"
67,goal_007,7,exito,4192,832.72,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,7,1106994921,exito,,134.144,0,0,"[-5.97093253264723, -5.6]"
68,goal_007,8,exito,4192,831.88,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,8,3510926200,exito,,134.144,0,0,"[-5.29731372219745, -5.6]"
69,goal_007,9,exito,4192,832.42,03,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,03,9,2789428206,exito,,134.144,0,0,"[-7.052943527923646, -5.6]"
