episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,exito,14392,2291.55,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,1,592792270,exito,,460.544,0,0,"[0.0, -25.7924409916713]"
2,goal_001,2,exito,14391,2291.51,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,2,3126598516,exito,,460.512,0,0,"[0.0, 24.392306905341957]"
3,goal_001,3,exito,14391,2291.52,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,3,3445304290,exito,,460.512,0,0,"[0.0, 2.3126567545575494]"
4,goal_001,4,exito,14391,2291.51,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,4,1396686401,exito,,460.512,0,0,"[0.0, 10.425084923165784]"
5,goal_001,5,exito,14391,2291.52,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,5,607686359,exito,,460.512,0,0,"[0.0, 2.56869807684434]"
6,goal_001,6,exito,14391,2291.52,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,6,3174162285,exito,,460.512,0,0,"[0.0, 9.820781838923626]"
7,goal_001,7,exito,14391,2291.51,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,7,3392598011,exito,,460.512,0,0,"[0.0, -20.87998891658764]"
8,goal_001,8,exito,14391,2291.52,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,8,1518989930,exito,,460.512,0,0,"[0.0, -17.738218130404064]"
9,goal_001,9,col_return,8586,1186.75,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,9,764330748,col_return,return,274.752,0,0,"[0.0, 2.226235764546094]"
10,goal_001,10,exito,14382,2292.27,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,10,2284086748,exito,,460.224,0,0,"[0.0, -0.5115345754032408]"
11,goal_002,1,exito,14296,2277.24,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,1,580329721,exito,,457.472,0,0,"[0.0, 29.09319520932453]"
12,goal_002,2,col_return,8658,1195.36,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,2,3147723075,col_return,return,277.056,0,0,"[0.0, -9.67944467291818]"
13,goal_002,3,exito,14287,2276.94,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,3,3432595925,exito,,457.184,0,0,"[0.0, -26.92424845498938]"
14,goal_002,4,exito,14297,2169.16,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,4,1392366710,exito,,457.504,0,0,"[0.0, -3.2474918788443707]"
15,goal_002,5,col_return,8776,1216.75,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,5,637199584,col_return,return,280.832,0,0,"[0.0, 19.065514510765944]"
16,goal_002,6,exito,14288,2277.2,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,6,3170088282,exito,,457.216,0,0,"[0.0, 1.1247795770879998]"
17,goal_002,7,col_return,8503,1172.34,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,7,3421799884,col_return,return,272.096,0,0,"[0.0, -3.504379190603484]"
18,goal_002,8,exito,14287,2276.94,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,8,1531680861,exito,,457.184,0,0,"[0.0, 20.04510813667569]"
19,goal_002,9,exito,14296,2277.24,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,9,743221451,exito,,457.472,0,0,"[0.0, -20.902698411512766]"
20,goal_002,10,col_return,8710,1201.69,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,10,815268537,col_return,return,278.72,0,0,"[0.0, -15.615794222243464]"
21,goal_003,1,exito,14101,2267.25,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,1,550608544,exito,,451.232,0,0,"[0.0, -19.54756943650217]"
22,goal_003,2,col_return,8457,1184.09,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,2,3117993754,col_return,return,270.624,0,0,"[0.0, -9.511410509777836]"
23,goal_003,3,exito,14101,2267.26,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,3,3470786444,exito,,451.232,0,0,"[0.0, 16.933152704363042]"
24,goal_003,4,col_return,8428,1179.4,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,4,1354459695,col_return,return,269.696,0,0,"[0.0, -17.83342136730048]"
25,goal_003,5,exito,14101,2267.15,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,5,666655417,exito,,451.232,0,0,"[0.0, -19.604415979815393]"
26,goal_003,6,col_return,8411,1177.39,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,6,3199535875,col_return,return,269.152,0,0,"[0.0, -20.91367503310385]"
27,goal_003,7,exito,14101,2267.25,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,7,3383901077,exito,,451.232,0,0,"[0.0, -2.512285687707061]"
28,goal_003,8,col_return,8400,1178.02,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,8,1494033924,col_return,return,268.8,0,0,"[0.0, -25.277904538329153]"
29,goal_003,9,exito,14101,2267.15,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,9,772413074,exito,,451.232,0,0,"[0.0, 8.02880181093429]"
30,goal_003,10,col_return,8397,1177.73,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,10,573418839,col_return,return,268.704,0,0,"[0.0, -4.206960038299488]"
31,goal_004,1,exito,14041,2267.76,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,1,554955927,exito,,449.312,0,0,"[0.0, -19.448361977261015]"
32,goal_004,2,col_return,8397,1187.65,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,2,3088753965,col_return,return,268.704,0,0,"[0.0, 23.792265199355853]"
33,goal_004,3,exito,14041,2267.78,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,3,3474822587,exito,,449.312,0,0,"[0.0, 11.593895540134458]"
34,goal_004,4,col_return,8435,1189.63,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,4,1366884376,col_return,return,269.92,0,0,"[0.0, 15.903362210465687]"
35,goal_004,5,exito,14041,2268.15,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,5,645804174,exito,,449.312,0,0,"[0.0, 24.588980832495093]"
36,goal_004,6,col_return,8446,1190.92,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,6,3212271924,col_return,return,270.272,0,0,"[0.0, 19.922409516705944]"
37,goal_004,7,exito,14041,2268.17,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,7,3362804130,exito,,449.312,0,0,"[0.0, -8.762344974269338]"
38,goal_004,8,col_return,8453,1191.43,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,8,1489980467,col_return,return,270.496,0,0,"[0.0, 19.19345015548807]"
39,goal_004,9,exito,14041,2268.17,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,9,801668261,exito,,449.312,0,0,"[0.0, -17.166962939032274]"
40,goal_004,10,col_return,8453,1192.54,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,10,2593245746,col_return,return,270.496,0,0,"[0.0, 7.283474516105512]"
41,goal_005,1,exito,14015,2267.41,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,1,610066962,exito,,448.48,0,0,"[0.0, 26.180564224650947]"
42,goal_005,2,col_return,8446,1199.15,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,2,3176510376,col_return,return,270.272,0,0,"[0.0, 2.4825900091343356]"
43,goal_005,3,exito,14015,2267.4,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,3,3394405182,exito,,448.48,0,0,"[0.0, -21.96242466031655]"
44,goal_005,4,col_return,8470,1200.14,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,4,1412830877,col_return,return,271.04,0,0,"[0.0, 20.60007310341896]"
45,goal_005,5,exito,14015,2267.4,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,5,590423563,exito,,448.48,0,0,"[0.0, 3.6402119752300544]"
46,goal_005,6,col_return,8476,1201.54,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,6,3124262833,col_return,return,271.232,0,0,"[0.0, -17.535817323635786]"
47,goal_005,7,exito,14015,2267.4,05,sthwp,123,1,E2.1,E2.1-R0,False,sthwp,123,05,7,3443476263,exito,,448.48,0,0,"[0.0, -27.258577976444467]"
