episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,exito,14442,2311.01,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,1,2810502463,exito,,462.144,0,0,"[0.0, 2.163065527042074]"
2,goal_001,2,exito,14440,2310.94,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,2,1049463941,exito,,462.08,0,0,"[0.0, -7.937929218406179]"
3,goal_001,3,exito,14437,2310.5,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,3,1233828883,exito,,461.984,0,0,"[0.0, -5.091914018407106]"
4,goal_001,4,exito,14438,2310.55,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,4,3622709680,exito,,462.016,0,0,"[0.0, 8.409706939278676]"
5,goal_001,5,exito,14439,2310.69,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,5,2699630886,exito,,462.048,0,0,"[0.0, 17.084993656279416]"
6,goal_001,6,exito,14438,2310.34,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,6,970999964,exito,,462.016,0,0,"[0.0, -27.113398659302142]"
7,goal_001,7,exito,14438,2310.28,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,7,1323792394,exito,,462.016,0,0,"[0.0, -3.5992303946317827]"
8,goal_001,8,exito,14440,2310.25,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,8,3730335131,exito,,462.08,0,0,"[0.0, -11.903074177417103]"
9,goal_001,9,exito,14440,2310.9,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,9,2841597197,exito,,462.08,0,0,"[0.0, -14.261436869843102]"
10,goal_001,10,col_return,8680,1212.89,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,10,1109030593,col_return,return,277.76,0,0,"[0.0, 23.578347523766045]"
11,goal_002,1,exito,14330,2295.1,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,1,2789652232,exito,,458.56,0,0,"[0.0, 1.266447155364343]"
12,goal_002,2,exito,14337,2293.77,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,2,1062201010,exito,,458.784,0,0,"[0.0, 26.638324081502592]"
13,goal_002,3,col_return,8711,1209.46,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,3,1212732964,col_return,return,278.752,0,0,"[0.0, 16.730530984720396]"
14,goal_002,4,exito,14329,2294.98,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,4,3593225095,exito,,458.528,0,0,"[0.0, -15.786503842995664]"
15,goal_002,5,exito,14334,2218.11,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,5,2703979281,exito,,458.688,0,0,"[0.0, -13.656792048446517]"
16,goal_002,6,col_return,8772,1221.89,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,6,941761195,col_return,return,280.704,0,0,"[0.0, 14.573782870903392]"
17,goal_002,7,exito,14330,2295.3,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,7,1327829565,exito,,458.56,0,0,"[0.0, 0.7913121258040157]"
18,goal_002,8,exito,14335,1998.38,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,8,3751415724,exito,,458.72,0,0,"[0.0, 27.692758477865343]"
19,goal_002,9,col_return,8803,1222.49,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,9,2828877626,col_return,return,281.696,0,0,"[0.0, 4.268731700230735]"
20,goal_002,10,exito,14329,2295.1,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,10,4205187492,exito,,458.528,0,0,"[0.0, 1.7492948957117171]"
21,goal_003,1,col_return,8420,1181.4,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,1,2751465809,col_return,return,269.44,0,0,"[0.0, -18.514666417906284]"
22,goal_003,2,exito,14189,2288.71,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,2,1024022763,exito,,454.048,0,0,"[0.0, 16.002866583344698]"
23,goal_003,3,col_return,8363,1170.12,05,subwp,42,1,E2.1,E2.1-R0,False,subwp,42,05,3,1242458237,col_return,return,267.616,0,0,"[0.0, -29.353421948543577]"
