episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,col_exit,2457,184.81,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,1,4206466989,col_exit,exit,78.624,0,0,"[-6.6, -13.288806050211319]"
2,goal_001,2,col_exit,2872,256.91,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,2,1672529431,col_exit,exit,91.904,0,0,"[-6.6, -9.804995492636445]"
3,goal_001,3,col_exit,3115,279.44,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,3,347600513,col_exit,exit,99.68,0,0,"[-6.6, 2.9250294706324027]"
4,goal_001,4,col_exit,3244,45.66,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,4,2329109282,col_exit,exit,103.808,0,0,"[-6.6, 12.86308621258538]"
5,goal_001,5,col_exit,1582,75.74,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,5,4258550708,col_exit,exit,50.624,0,0,"[-6.6, -10.807134871322054]"
6,goal_001,6,col_exit,2438,202.21,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,6,1692205582,col_exit,exit,78.016,0,0,"[-6.6, 5.685113305789184]"
7,goal_001,7,col_exit,2907,250.02,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,7,333066904,col_exit,exit,93.024,0,0,"[-6.6, 10.857904168370222]"
8,goal_001,8,col_exit,3117,280.52,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,8,2204446473,col_exit,exit,99.744,0,0,"[-6.6, 0.548414813541331]"
9,goal_001,9,col_exit,3254,57.13,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,9,4100071327,col_exit,exit,104.128,0,0,"[-6.6, -0.15157551138759823]"
10,goal_001,10,col_exit,1645,47.95,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,10,1548138979,col_exit,exit,52.64,0,0,"[-6.6, -7.976787910142123]"
11,goal_002,1,col_exit,2403,190.04,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,1,4219207066,col_exit,exit,76.896,0,0,"[-6.6, 4.516735590538719]"
12,goal_002,2,col_exit,2865,252.74,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,2,1651682336,col_exit,exit,91.68,0,0,"[-6.6, -10.930851927958457]"
13,goal_002,3,col_exit,3097,273.33,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,3,360029366,col_exit,exit,99.104,0,0,"[-6.6, -1.04723451434348]"
14,goal_002,4,col_exit,1614,38.7,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,4,2333149461,col_exit,exit,51.648,0,0,"[-6.6, 6.685028270560683]"
15,goal_002,5,col_exit,2396,190.26,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,5,4229314947,col_exit,exit,76.672,0,0,"[-6.6, 1.7492454276635898]"
16,goal_002,6,col_exit,2861,253.46,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,6,1696557113,col_exit,exit,91.552,0,0,"[-6.6, -8.50584227405461]"
17,goal_002,7,col_exit,3102,269.84,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,7,303585455,col_exit,exit,99.264,0,0,"[-6.6, 4.87360094210328]"
18,goal_002,8,col_exit,1548,69.95,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,8,2192000318,col_exit,exit,49.536,0,0,"[-6.6, 11.366717986503108]"
19,goal_002,9,col_exit,2439,189.44,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,9,4120933800,col_exit,exit,78.048,0,0,"[-6.6, -11.84666589527444]"
20,goal_002,10,col_exit,2869,256.5,02,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,02,10,3841646214,col_exit,exit,91.808,0,0,"[-6.6, -10.054266628299718]"
