episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,exito,14327,2296.14,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,1,13916783,exito,,458.464,0,0,"[0.0, 15.795810328955389]"
2,goal_001,2,exito,14327,2296.16,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,2,2581400533,exito,,458.464,0,0,"[0.0, -16.059918580662618]"
3,goal_001,3,exito,14328,2296.34,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,3,4007279427,exito,,458.496,0,0,"[0.0, 20.21360793914718]"
4,goal_001,4,exito,14328,2296.23,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,4,1891544800,exito,,458.496,0,0,"[0.0, 11.98564695261683]"
5,goal_001,5,exito,14328,2296.25,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,5,129605238,exito,,458.496,0,0,"[0.0, -3.53106225594485]"
6,goal_001,6,exito,14328,2296.38,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,6,2662387660,exito,,458.496,0,0,"[0.0, 0.3668034947153753]"
7,goal_001,7,exito,14328,2296.35,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,7,3921149786,exito,,458.496,0,0,"[0.0, -4.25452966383856]"
8,goal_001,8,exito,14331,2153.05,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,8,2030625483,exito,,458.592,0,0,"[0.0, 14.421029155523026]"
9,goal_001,9,col_return,8811,1229.74,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,9,235917917,col_return,return,281.952,0,0,"[0.0, -4.396258332872756]"
10,goal_001,10,exito,14317,2297.06,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,10,701921202,exito,,458.144,0,0,"[0.0, -3.5386373877582966]"
11,goal_002,1,col_return,8412,1190.3,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,1,18231384,col_return,return,269.184,0,0,"[0.0, 20.19598759795926]"
12,goal_002,2,exito,14166,2289.12,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,2,2552193506,exito,,453.312,0,0,"[0.0, -20.252768865771117]"
13,goal_002,3,col_return,8375,1183.41,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,3,4011348340,col_return,return,268.0,0,0,"[0.0, 26.999451871174514]"
14,goal_002,4,exito,14166,2289.13,05,sthwp,42,1,E2.1,E2.1-R0,False,sthwp,42,05,4,1904002263,exito,,453.312,0,0,"[0.0, 17.910945433367512]"
