episodio,goal_id,rep,resultado,pasos,reward,warehouse_id,metodo,seed,peaton,policy_stage,evaluation_variant,dynamic_replanning,architecture,model_seed,warehouse,repetition,episode_seed,result,collision_phase,simulated_time,replan_attempts,replan_successes,pedestrian_initial_position
1,goal_001,1,exito,14404,2201.02,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,1,1218005949,exito,,460.928,0,0,"[0.0, -2.9260540052286]"
2,goal_001,2,exito,14397,2201.58,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,2,3515881991,exito,,460.704,0,0,"[0.0, 29.18313723632903]"
3,goal_001,3,exito,14397,2201.6,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,3,2794924689,exito,,460.704,0,0,"[0.0, -20.775025518212168]"
4,goal_001,4,exito,14397,2201.53,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,4,955498290,exito,,460.704,0,0,"[0.0, -27.829459297498413]"
5,goal_001,5,exito,14397,2201.57,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,5,1341427620,exito,,460.704,0,0,"[0.0, -22.952356405222478]"
6,goal_001,6,exito,14397,2201.55,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,6,3606961694,exito,,460.704,0,0,"[0.0, -12.379165918119625]"
7,goal_001,7,exito,14397,2201.59,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,7,2717576840,exito,,460.704,0,0,"[0.0, -15.231487972033968]"
8,goal_001,8,exito,14397,2201.53,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,8,826667801,exito,,460.704,0,0,"[0.0, -7.22827515220994]"
9,goal_001,9,col_return,8544,1145.37,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,9,1178780559,col_return,return,273.408,0,0,"[0.0, -8.672409134094528]"
10,goal_001,10,exito,14395,2202.08,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,10,1094945115,exito,,460.64,0,0,"[0.0, 6.947581508708433]"
11,goal_002,1,exito,14283,2189.19,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,1,1230709130,exito,,457.056,0,0,"[0.0, -8.338532180745252]"
12,goal_002,2,col_return,8635,1157.09,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,2,3495063600,col_return,return,276.32,0,0,"[0.0, 9.743755938336767]"
13,goal_002,3,exito,14280,2189.55,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,3,2807382182,exito,,456.96,0,0,"[0.0, -10.072795906967603]"
14,goal_002,4,exito,14317,1965.1,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,4,959567109,exito,,458.144,0,0,"[0.0, 0.3711026740187795]"
15,goal_002,5,col_return,8778,1168.9,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,5,1312220563,col_return,return,280.896,0,0,"[0.0, 7.019994252384077]"
16,goal_002,6,exito,14282,2189.56,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,6,3611276329,exito,,457.024,0,0,"[0.0, 18.815202315785562]"
17,goal_002,7,col_return,8478,1136.62,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,7,2688058559,col_return,return,271.296,0,0,"[0.0, -24.938466201767735]"
18,goal_002,8,exito,14281,2189.64,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,8,814192942,exito,,456.992,0,0,"[0.0, 10.806038457611198]"
19,goal_002,9,exito,14283,2175.83,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,9,1199614392,exito,,457.056,0,0,"[0.0, -1.0293255326576967]"
20,goal_002,10,col_return,8726,1162.06,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,10,4194299454,col_return,return,279.232,0,0,"[0.0, -1.741671790648185]"
21,goal_003,1,exito,14166,2185.7,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,1,1260232659,exito,,453.312,0,0,"[0.0, 24.612797592205688]"
22,goal_003,2,col_return,8459,1142.59,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,2,3524578921,col_return,return,270.688,0,0,"[0.0, -28.125551473651726]"
23,goal_003,3,exito,14166,2185.6,05,subwp,123,1,E2.1,E2.1-R0,False,subwp,123,05,3,2769551103,exito,,453.312,0,0,"[0.0, -16.25085957108824]"
