n_episodios,n_semillas,exitos,colisiones,truncamientos,tasa_exito_%,ic95_exito_lo,ic95_exito_hi,tasa_colision_%,ic95_colision_lo,ic95_colision_hi,tasa_truncamiento_%,pasos_media,pasos_mediana,pasos_std,reward_media,reward_mediana,reward_std,llego_estanteria_%,llego_entrega_%
8400,3,6578,1822,0,78.31,77.42,79.18,21.69,20.82,22.58,0.0,2754.9,3105.0,1018.9,497.92,614.4,263.44,no registrada,no registrada
