n_episodios,n_semillas,exitos,colisiones,truncamientos,tasa_exito_%,ic95_exito_lo,ic95_exito_hi,tasa_colision_%,ic95_colision_lo,ic95_colision_hi,tasa_truncamiento_%,pasos_media,pasos_mediana,pasos_std,reward_media,reward_mediana,reward_std,llego_estanteria_%,llego_entrega_%
300,3,300,0,0,100.0,98.74,100.0,0.0,0.0,1.26,0.0,261.9,267.0,7.8,71.25,71.69,3.32,no registrada,no registrada
