n_episodios,n_semillas,exitos,colisiones,truncamientos,tasa_exito_%,ic95_exito_lo,ic95_exito_hi,tasa_colision_%,ic95_colision_lo,ic95_colision_hi,tasa_truncamiento_%,pasos_media,pasos_mediana,pasos_std,reward_media,reward_mediana,reward_std,llego_estanteria_%,llego_entrega_%
8400,3,8400,0,0,100.0,99.95,100.0,0.0,0.0,0.05,0.0,3236.5,3357.0,741.9,654.68,672.99,103.66,no registrada,no registrada
