episodio,goal_id,resultado,pasos,reward,heading_rad
641,goal_07,exito,271,75.21,-1.9597
642,goal_07,exito,271,75.19,-1.96
643,goal_07,exito,271,75.21,-1.9605
644,goal_07,exito,271,75.22,-1.9611
645,goal_07,exito,271,75.21,-1.9602
646,goal_07,exito,271,75.21,-1.9595
647,goal_07,exito,271,75.2,-1.9601
648,goal_07,exito,271,75.21,-1.9604
649,goal_07,exito,271,75.21,-1.9604
650,goal_07,exito,271,75.3,-1.9953
651,goal_07,exito,271,75.2,-1.9595
652,goal_07,exito,271,75.2,-1.9602
653,goal_07,exito,271,75.21,-1.9607
654,goal_07,exito,271,75.22,-1.9602
655,goal_07,exito,271,75.2,-1.96
656,goal_07,exito,271,75.21,-1.96
657,goal_07,exito,271,75.21,-1.9608
658,goal_07,exito,271,75.21,-1.9608
659,goal_07,exito,271,75.22,-1.9599
660,goal_07,exito,271,75.2,-1.9599
661,goal_07,exito,271,75.2,-1.96
662,goal_07,exito,271,75.21,-1.9605
663,goal_07,exito,271,75.2,-1.9601
664,goal_07,exito,271,75.21,-1.9594
665,goal_07,exito,271,75.2,-1.9598
666,goal_07,exito,271,75.2,-1.9604
667,goal_07,exito,271,75.22,-1.9608
668,goal_07,exito,271,75.2,-1.9603
669,goal_07,exito,271,75.21,-1.9598
670,goal_07,exito,271,75.2,-1.9604
671,goal_07,exito,271,75.21,-1.9609
672,goal_07,exito,271,75.22,-1.9604
673,goal_07,exito,271,75.2,-1.9599
674,goal_07,exito,271,75.2,-1.9596
675,goal_07,exito,271,75.2,-1.9603
676,goal_07,exito,271,75.21,-1.9606
677,goal_07,exito,271,75.21,-1.9597
678,goal_07,exito,271,75.19,-1.9596
679,goal_07,exito,271,75.2,-1.9599
680,goal_07,exito,271,75.21,-1.9609
681,goal_07,exito,271,75.21,-1.9607
682,goal_07,exito,271,75.21,-1.9598
683,goal_07,exito,271,75.2,-1.96
684,goal_07,exito,271,75.2,-1.9606
685,goal_07,exito,271,75.22,-1.9609
686,goal_07,exito,271,75.21,-1.96
687,goal_07,exito,271,75.2,-1.9594
688,goal_07,exito,271,75.2,-1.9599
689,goal_07,exito,271,75.2,-1.9608
690,goal_07,exito,271,75.22,-1.9601
691,goal_07,exito,271,75.2,-1.9596
692,goal_07,exito,271,75.2,-1.9596
693,goal_07,exito,271,75.21,-1.9607
694,goal_07,exito,271,75.21,-1.9612
695,goal_07,exito,271,75.22,-1.96
696,goal_07,exito,271,75.2,-1.9598
697,goal_07,exito,271,75.2,-1.9602
698,goal_07,exito,271,75.22,-1.9611
699,goal_07,exito,271,75.21,-1.9604
700,goal_07,exito,271,75.21,-1.9593
701,goal_08,exito,1020,176.33,-0.002
702,goal_08,exito,1021,176.41,0.0028
703,goal_08,exito,1021,176.4,0.0016
704,goal_08,exito,1021,176.41,0.0001
705,goal_08,exito,1020,176.25,0.0003
706,goal_08,exito,1021,176.4,0.0018
707,goal_08,exito,1021,176.41,-0.0015
708,goal_08,exito,1021,176.41,0.0016
709,goal_08,exito,1020,176.31,-0.002
710,goal_08,exito,1021,176.41,0.0027
711,goal_08,exito,1021,176.4,-0.0015
712,goal_08,exito,1021,176.41,0.0018
713,goal_08,exito,1021,176.39,0.0006
714,goal_08,exito,1021,176.39,0.0009
715,goal_08,exito,1021,176.42,-0.0003
716,goal_08,exito,1021,176.4,0.002
717,goal_08,exito,1020,176.31,-0.002
718,goal_08,exito,1022,175.84,-0.0136
719,goal_08,exito,1021,176.41,-0.0001
720,goal_08,exito,1021,176.39,0.0018
721,goal_08,exito,1021,176.41,0.0023
722,goal_08,exito,1021,176.38,0.0005
723,goal_08,exito,1021,176.4,-0.0006
724,goal_08,exito,1021,176.38,0.0003
725,goal_08,exito,1021,176.41,0.0017
726,goal_08,exito,1021,176.41,-0.0002
727,goal_08,exito,1021,176.41,0.0021
728,goal_08,exito,1020,176.25,-0.0011
729,goal_08,exito,1021,176.41,-0.0011
730,goal_08,exito,1021,176.4,0.002
731,goal_08,exito,1021,176.4,0.0014
732,goal_08,exito,1020,176.25,-0.001
733,goal_08,exito,1021,176.41,0.002
734,goal_08,exito,1021,176.41,-0.0003
735,goal_08,exito,1021,176.41,0.002
736,goal_08,exito,1019,176.12,-0.0017
737,goal_08,exito,1021,176.42,0.0021
738,goal_08,exito,1021,176.4,0.0019
739,goal_08,exito,1021,176.41,0.0014
740,goal_08,exito,1020,176.21,0.0007
741,goal_08,exito,1021,176.41,0.0022
742,goal_08,exito,1021,176.41,-0.0017
743,goal_08,exito,1021,176.41,0.0019
744,goal_08,exito,1019,176.11,-0.0019
745,goal_08,exito,1021,176.41,-0.0013
746,goal_08,exito,1021,176.39,0.0017
747,goal_08,exito,1021,176.41,-0.0004
748,goal_08,exito,1021,176.39,0.0006
749,goal_08,exito,1021,176.41,0.0024
750,goal_08,exito,1021,176.41,-0.0017
751,goal_08,exito,1021,176.41,0.0023
752,goal_08,exito,1019,176.12,-0.0016
753,goal_08,exito,1021,176.42,0.0021
754,goal_08,exito,1021,176.4,-0.0014
755,goal_08,exito,1021,176.4,-0.0004
756,goal_08,exito,1021,176.39,0.0005
757,goal_08,exito,1023,176.02,-0.0143
758,goal_08,exito,1021,176.45,-0.0021
759,goal_08,exito,1021,176.39,0.0005
760,goal_08,exito,1021,176.41,0.0019
761,goal_08,exito,1021,176.4,-0.0002
762,goal_08,exito,1021,176.42,0.0017
763,goal_08,exito,1021,176.38,0.0006
764,goal_08,exito,1021,176.41,-0.0002
765,goal_08,exito,1021,176.4,0.0019
766,goal_08,exito,1021,176.4,0.0022
767,goal_08,exito,1021,176.4,0.0016
768,goal_08,exito,1021,176.42,0.0021
769,goal_08,exito,1022,175.88,-0.0144
770,goal_08,exito,1021,176.4,0.0016
771,goal_08,exito,1021,176.41,-0.0012
772,goal_08,exito,1021,176.39,0.0024
773,goal_08,exito,1021,176.45,-0.0014
774,goal_08,exito,1020,176.21,0.0016
775,goal_08,exito,1021,176.4,-0.0018
776,goal_08,exito,1021,176.4,0.0018
777,goal_08,exito,1021,176.43,-0.0002
778,goal_08,exito,1021,176.39,0.0017
779,goal_08,exito,1021,176.41,-0.0001
780,goal_08,exito,1021,176.39,0.0019
781,goal_08,exito,1021,176.41,0.0018
782,goal_08,exito,1021,176.39,0.0009
783,goal_08,exito,1021,176.41,0.0
784,goal_08,exito,1021,176.44,-0.0021
785,goal_08,exito,1021,176.41,0.0022
786,goal_08,exito,1021,176.39,0.0017
787,goal_08,exito,1021,176.41,-0.0004
788,goal_08,exito,1021,176.39,0.0005
789,goal_08,exito,1021,176.4,0.0024
790,goal_08,exito,1021,176.42,-0.0015
791,goal_08,exito,1021,176.4,0.0025
792,goal_08,exito,1019,176.12,-0.0018
793,goal_08,exito,1021,176.41,0.0025
794,goal_08,exito,1021,176.39,0.0015
795,goal_08,exito,1021,176.41,-0.0006
796,goal_08,exito,1021,176.44,-0.0011
797,goal_08,exito,1021,176.4,0.0026
798,goal_08,exito,1021,176.42,-0.0002
799,goal_08,exito,1021,176.4,0.0027
800,goal_08,exito,1020,176.25,0.0001
801,goal_09,exito,958,167.07,-0.0017
802,goal_09,exito,958,167.06,-0.0024
803,goal_09,exito,956,166.36,-0.0089
804,goal_09,exito,958,167.05,-0.0032
805,goal_09,exito,959,167.25,-0.0077
806,goal_09,exito,958,167.06,-0.0019
807,goal_09,exito,958,167.09,-0.0076
808,goal_09,exito,958,167.05,-0.0037
809,goal_09,exito,958,167.06,-0.0024
810,goal_09,exito,959,167.26,-0.0024
811,goal_09,exito,959,167.23,-0.0081
812,goal_09,exito,958,167.08,-0.0024
813,goal_09,exito,958,167.04,-0.0044
814,goal_09,exito,959,167.25,-0.0078
815,goal_09,exito,958,167.05,-0.003
816,goal_09,exito,959,167.24,-0.0068
817,goal_09,exito,958,167.06,-0.0017
818,goal_09,exito,957,166.96,-0.009
819,goal_09,exito,958,167.07,-0.0019
820,goal_09,exito,958,167.06,-0.0022
821,goal_09,exito,959,167.27,-0.0025
822,goal_09,exito,958,167.06,-0.0022
823,goal_09,exito,958,167.08,-0.0024
824,goal_09,exito,958,167.06,-0.002
825,goal_09,exito,958,167.06,-0.0041
826,goal_09,exito,958,167.07,-0.0019
827,goal_09,exito,958,167.06,-0.0037
828,goal_09,exito,959,167.26,-0.0026
829,goal_09,exito,958,167.06,-0.0025
830,goal_09,exito,958,167.06,-0.004
831,goal_09,exito,958,167.05,-0.0038
832,goal_09,exito,958,167.06,-0.0039
833,goal_09,exito,959,167.26,-0.0026
834,goal_09,exito,958,167.07,-0.0025
835,goal_09,exito,959,167.25,-0.0027
836,goal_09,exito,958,167.05,-0.0043
837,goal_09,exito,958,167.07,-0.002
838,goal_09,exito,958,167.05,-0.0036
839,goal_09,exito,959,167.23,-0.008
840,goal_09,exito,959,167.25,-0.0029
841,goal_09,exito,958,167.09,-0.0077
842,goal_09,exito,958,167.06,-0.0022
843,goal_09,exito,959,167.24,-0.0077
844,goal_09,exito,960,166.72,-0.0118
845,goal_09,exito,957,166.96,-0.0095
846,goal_09,exito,958,167.07,-0.0018
847,goal_09,exito,958,167.05,-0.0044
848,goal_09,exito,958,167.08,-0.0019
849,goal_09,exito,958,167.05,-0.0034
850,goal_09,exito,959,167.24,-0.0079
851,goal_09,exito,958,167.06,-0.0019
852,goal_09,exito,958,167.07,-0.0021
853,goal_09,exito,958,167.05,-0.0037
854,goal_09,exito,958,167.06,-0.0042
855,goal_09,exito,959,167.26,-0.0023
856,goal_09,exito,959,167.24,-0.0077
857,goal_09,exito,958,167.08,-0.0022
858,goal_09,exito,958,167.04,-0.0043
859,goal_09,exito,958,167.08,-0.002
860,goal_09,exito,958,167.05,-0.003
861,goal_09,exito,959,167.24,-0.0077
862,goal_09,exito,959,167.25,-0.0021
863,goal_09,exito,957,166.96,-0.0092
864,goal_09,exito,958,167.07,-0.0021
865,goal_09,exito,958,167.06,-0.0025
866,goal_09,exito,959,167.26,-0.0025
867,goal_09,exito,959,167.23,-0.0082
868,goal_09,exito,959,167.27,-0.0027
869,goal_09,exito,958,167.04,-0.004
870,goal_09,exito,958,167.08,-0.0026
871,goal_09,exito,958,166.98,-0.0083
872,goal_09,exito,959,167.25,-0.0065
873,goal_09,exito,960,166.71,-0.0119
874,goal_09,exito,958,167.1,-0.0046
875,goal_09,exito,958,167.06,-0.0034
876,goal_09,exito,958,167.06,-0.0025
877,goal_09,exito,956,166.36,-0.0087
878,goal_09,exito,958,167.05,-0.0034
879,goal_09,exito,959,167.24,-0.008
880,goal_09,exito,958,167.04,-0.0039
881,goal_09,exito,958,167.09,-0.0075
882,goal_09,exito,958,167.05,-0.0034
883,goal_09,exito,958,167.06,-0.0075
884,goal_09,exito,959,167.26,-0.0024
885,goal_09,exito,959,167.23,-0.0081
886,goal_09,exito,958,167.08,-0.0023
887,goal_09,exito,958,167.04,-0.0044
888,goal_09,exito,959,167.24,-0.0081
889,goal_09,exito,960,166.7,-0.0121
890,goal_09,exito,959,167.28,-0.0089
891,goal_09,exito,958,167.05,-0.0037
892,goal_09,exito,958,167.07,-0.0024
893,goal_09,exito,958,167.06,-0.0027
894,goal_09,exito,959,167.24,-0.0081
895,goal_09,exito,958,167.07,-0.002
896,goal_09,exito,958,167.05,-0.0042
897,goal_09,exito,958,167.07,-0.0021
898,goal_09,exito,958,167.04,-0.0036
899,goal_09,exito,959,167.25,-0.0064
900,goal_09,exito,958,167.05,-0.0034
901,goal_10,exito,850,151.22,-0.0193
902,goal_10,exito,849,151.06,-0.0144
903,goal_10,exito,851,151.35,-0.0096
904,goal_10,exito,849,151.08,-0.0122
905,goal_10,exito,849,151.06,-0.0142
906,goal_10,exito,850,151.19,-0.0197
907,goal_10,exito,849,151.08,-0.0126
908,goal_10,exito,849,151.06,-0.0127
909,goal_10,exito,850,151.19,-0.0203
910,goal_10,exito,849,151.08,-0.0125
911,goal_10,exito,849,151.02,-0.0239
912,goal_10,exito,850,151.22,-0.02
913,goal_10,exito,849,151.06,-0.0143
914,goal_10,exito,849,151.06,-0.0132
915,goal_10,exito,850,151.22,-0.0195
916,goal_10,exito,849,151.07,-0.0126
917,goal_10,exito,849,151.07,-0.0142
918,goal_10,exito,849,151.08,-0.0124
919,goal_10,exito,851,151.03,0.0056
920,goal_10,exito,849,151.09,-0.0131
921,goal_10,exito,849,151.06,-0.014
922,goal_10,exito,849,151.08,-0.0121
923,goal_10,exito,849,151.09,-0.0125
924,goal_10,exito,850,151.14,-0.0217
925,goal_10,exito,849,151.08,-0.0122
926,goal_10,exito,849,151.07,-0.0143
927,goal_10,exito,850,151.15,-0.011
928,goal_10,exito,850,151.27,-0.013
929,goal_10,exito,849,151.08,-0.0123
930,goal_10,exito,851,151.01,0.0035
931,goal_10,exito,849,151.09,-0.0127
932,goal_10,exito,849,151.08,-0.0125
933,goal_10,exito,849,151.04,-0.023
934,goal_10,exito,849,151.09,-0.0128
935,goal_10,exito,850,150.82,0.0052
936,goal_10,exito,850,151.21,-0.02
937,goal_10,exito,850,151.24,-0.0213
938,goal_10,exito,849,151.06,-0.0139
939,goal_10,exito,850,151.19,-0.0196
940,goal_10,exito,849,151.06,-0.0206
941,goal_10,exito,851,151.0,0.0039
942,goal_10,exito,849,151.09,-0.013
943,goal_10,exito,849,151.06,-0.0138
944,goal_10,exito,850,151.13,-0.0217
945,goal_10,exito,850,151.27,-0.0133
946,goal_10,exito,849,151.07,-0.0145
947,goal_10,exito,850,151.14,-0.0108
948,goal_10,exito,849,151.08,-0.0125
949,goal_10,exito,849,151.08,-0.0128
950,goal_10,exito,850,151.16,-0.0092
951,goal_10,exito,849,151.07,-0.0139
952,goal_10,exito,849,151.06,-0.0142
953,goal_10,exito,851,151.05,0.0048
954,goal_10,exito,849,151.07,-0.0142
955,goal_10,exito,850,150.83,0.0053
956,goal_10,exito,850,151.21,-0.0198
957,goal_10,exito,849,151.09,-0.0129
958,goal_10,exito,850,151.15,-0.0107
959,goal_10,exito,849,151.08,-0.0122
960,goal_10,exito,849,151.08,-0.0126
961,goal_10,exito,851,151.35,-0.0097
962,goal_10,exito,851,151.04,0.0054
963,goal_10,exito,850,151.2,-0.0209
964,goal_10,exito,849,151.07,-0.0121
965,goal_10,exito,849,151.08,-0.0129
966,goal_10,exito,851,151.04,0.0048
967,goal_10,exito,849,151.05,-0.0137
968,goal_10,exito,851,151.04,0.0054
969,goal_10,exito,850,151.27,-0.0129
970,goal_10,exito,849,151.06,-0.0141
971,goal_10,exito,851,151.04,0.0059
972,goal_10,exito,849,151.08,-0.0123
973,goal_10,exito,849,151.06,-0.0133
974,goal_10,exito,850,151.2,-0.02
975,goal_10,exito,849,151.06,-0.014
976,goal_10,exito,849,151.05,-0.0131
977,goal_10,exito,850,151.22,-0.0202
978,goal_10,exito,849,151.06,-0.0138
979,goal_10,exito,849,151.06,-0.0132
980,goal_10,exito,850,151.22,-0.0201
981,goal_10,exito,849,151.06,-0.0141
982,goal_10,exito,849,151.06,-0.0138
983,goal_10,exito,850,151.21,-0.021
984,goal_10,exito,849,151.07,-0.0125
985,goal_10,exito,851,151.04,0.0053
986,goal_10,exito,850,151.24,-0.0214
987,goal_10,exito,849,151.05,-0.0137
988,goal_10,exito,850,151.27,-0.0134
989,goal_10,exito,849,151.08,-0.0128
990,goal_10,exito,849,151.06,-0.0124
991,goal_10,exito,850,151.21,-0.0212
992,goal_10,exito,849,151.08,-0.0128
993,goal_10,exito,849,151.06,-0.0133
994,goal_10,exito,850,151.27,-0.0132
995,goal_10,exito,849,151.08,-0.0124
996,goal_10,exito,849,151.07,-0.014
997,goal_10,exito,849,151.08,-0.0127
998,goal_10,exito,849,151.06,-0.0137
999,goal_10,exito,849,151.08,-0.0125
1000,goal_10,exito,849,151.06,-0.0129
1001,goal_11,exito,962,172.09,-2.8546
1002,goal_11,exito,970,173.15,-2.8356
1003,goal_11,exito,963,172.06,-2.8551
1004,goal_11,exito,963,172.13,-2.856
1005,goal_11,exito,963,172.63,-2.8551
1006,goal_11,exito,963,172.05,-2.8551
1007,goal_11,exito,963,172.06,-2.855
1008,goal_11,exito,963,172.13,-2.856
1009,goal_11,exito,963,172.06,-2.8549
1010,goal_11,exito,963,172.06,-2.8549
1011,goal_11,exito,963,172.06,-2.8548
1012,goal_11,exito,970,173.29,-2.8032
1013,goal_11,exito,963,172.57,-2.8556
1014,goal_11,exito,963,172.06,-2.8554
1015,goal_11,exito,963,172.58,-2.855
1016,goal_11,exito,963,172.06,-2.8553
1017,goal_11,exito,963,172.06,-2.8552
1018,goal_11,exito,963,172.06,-2.8552
1019,goal_11,exito,963,172.12,-2.8562
1020,goal_11,exito,963,172.06,-2.8551
1021,goal_11,exito,963,172.06,-2.8551
1022,goal_11,exito,963,172.07,-2.8551
1023,goal_11,exito,963,172.05,-2.855
1024,goal_11,exito,963,172.06,-2.8549
1025,goal_11,exito,963,172.64,-2.8548
1026,goal_11,exito,963,172.65,-2.8554
1027,goal_11,exito,963,172.05,-2.8551
1028,goal_11,exito,963,172.13,-2.8564
1029,goal_11,exito,969,172.96,-2.8226
1030,goal_11,exito,963,172.59,-2.8549
1031,goal_11,exito,963,172.07,-2.855
1032,goal_11,exito,963,172.07,-2.8551
1033,goal_11,exito,963,172.06,-2.8552
1034,goal_11,exito,963,172.07,-2.8552
1035,goal_11,exito,963,172.08,-2.8553
1036,goal_11,exito,963,172.07,-2.8553
1037,goal_11,exito,963,172.07,-2.8553
1038,goal_11,exito,963,172.07,-2.8552
1039,goal_11,exito,963,172.07,-2.8551
1040,goal_11,exito,963,172.06,-2.8551
1041,goal_11,exito,963,172.08,-2.8551
1042,goal_11,exito,963,172.13,-2.8556
1043,goal_11,exito,969,172.82,-2.8263
1044,goal_11,exito,963,172.08,-2.8551
1045,goal_11,exito,963,172.06,-2.855
1046,goal_11,exito,963,172.06,-2.8551
1047,goal_11,exito,963,172.08,-2.855
1048,goal_11,exito,963,172.13,-2.8559
1049,goal_11,exito,963,172.68,-2.8557
1050,goal_11,exito,963,172.08,-2.855
1051,goal_11,exito,963,172.08,-2.8549
1052,goal_11,exito,963,172.14,-2.8559
1053,goal_11,exito,963,172.05,-2.8548
1054,goal_11,exito,963,172.06,-2.8547
1055,goal_11,exito,963,172.15,-2.8556
1056,goal_11,exito,969,172.8,-2.8278
1057,goal_11,exito,963,172.57,-2.8556
1058,goal_11,exito,963,172.07,-2.8556
1059,goal_11,exito,963,172.59,-2.8552
1060,goal_11,exito,963,172.58,-2.8551
1061,goal_11,exito,963,172.07,-2.8554
1062,goal_11,exito,963,172.05,-2.8553
1063,goal_11,exito,963,172.06,-2.8553
1064,goal_11,exito,963,172.06,-2.8551
1065,goal_11,exito,963,172.06,-2.8551
1066,goal_11,exito,963,172.05,-2.8551
1067,goal_11,exito,963,172.05,-2.855
1068,goal_11,exito,963,172.06,-2.8549
1069,goal_11,exito,963,172.66,-2.8557
1070,goal_11,exito,963,172.05,-2.855
1071,goal_11,exito,963,172.13,-2.8559
1072,goal_11,exito,970,173.12,-2.8367
1073,goal_11,exito,963,172.07,-2.8555
1074,goal_11,exito,963,172.59,-2.8551
1075,goal_11,exito,963,172.08,-2.8554
1076,goal_11,exito,963,172.07,-2.8553
1077,goal_11,exito,963,172.05,-2.8552
1078,goal_11,exito,963,172.06,-2.8551
1079,goal_11,exito,963,172.05,-2.8552
1080,goal_11,exito,963,172.58,-2.8548
1081,goal_11,exito,963,172.07,-2.8553
1082,goal_11,exito,963,172.07,-2.8551
1083,goal_11,exito,963,172.12,-2.856
1084,goal_11,exito,963,172.67,-2.8558
1085,goal_11,exito,963,172.07,-2.8551
1086,goal_11,exito,969,172.78,-2.8288
1087,goal_11,exito,963,172.08,-2.8552
1088,goal_11,exito,963,172.06,-2.8551
1089,goal_11,exito,963,172.07,-2.8552
1090,goal_11,exito,963,172.06,-2.8552
1091,goal_11,exito,963,172.08,-2.8552
1092,goal_11,exito,963,172.08,-2.8551
1093,goal_11,exito,963,172.07,-2.8551
1094,goal_11,exito,963,172.07,-2.8551
1095,goal_11,exito,963,172.06,-2.855
1096,goal_11,exito,963,172.59,-2.8547
1097,goal_11,exito,963,172.06,-2.855
1098,goal_11,exito,963,172.06,-2.8549
1099,goal_11,exito,963,172.13,-2.8559
1100,goal_11,exito,969,172.83,-2.8267
1101,goal_12,exito,853,155.85,-2.8295
1102,goal_12,exito,853,156.12,-2.8566
1103,goal_12,exito,858,156.46,-2.8394
1104,goal_12,exito,853,155.99,-2.8604
1105,goal_12,exito,858,156.5,-2.8388
1106,goal_12,exito,853,155.99,-2.8608
1107,goal_12,exito,859,156.66,-2.8403
1108,goal_12,exito,853,155.85,-2.8296
1109,goal_12,exito,853,156.13,-2.8566
1110,goal_12,exito,859,156.67,-2.8381
1111,goal_12,exito,853,155.85,-2.8293
1112,goal_12,exito,853,156.14,-2.856
1113,goal_12,exito,858,156.46,-2.8389
1114,goal_12,exito,853,156.01,-2.8596
1115,goal_12,exito,853,155.99,-2.8601
1116,goal_12,exito,853,156.12,-2.8557
1117,goal_12,exito,861,156.84,-2.7717
1118,goal_12,exito,853,156.67,-2.8434
1119,goal_12,exito,853,156.01,-2.8602
1120,goal_12,exito,861,157.08,-2.7524
1121,goal_12,exito,853,156.1,-2.8568
1122,goal_12,exito,859,156.75,-2.8341
1123,goal_12,exito,854,156.04,-2.8292
1124,goal_12,exito,853,155.98,-2.8605
1125,goal_12,exito,853,156.1,-2.8569
1126,goal_12,exito,853,155.97,-2.8609
1127,goal_12,exito,858,156.57,-2.8338
1128,goal_12,exito,853,156.67,-2.8439
1129,goal_12,exito,853,155.99,-2.8603
1130,goal_12,exito,853,156.0,-2.8603
1131,goal_12,exito,861,157.01,-2.768
1132,goal_12,exito,853,156.1,-2.8567
1133,goal_12,exito,853,156.7,-2.8502
1134,goal_12,exito,853,156.01,-2.86
1135,goal_12,exito,853,155.99,-2.8606
1136,goal_12,exito,858,156.6,-2.8325
1137,goal_12,exito,853,155.99,-2.8602
1138,goal_12,exito,853,156.0,-2.8601
1139,goal_12,exito,853,156.11,-2.8567
1140,goal_12,exito,862,157.28,-2.7523
1141,goal_12,exito,853,156.11,-2.856
1142,goal_12,exito,853,155.99,-2.8605
1143,goal_12,exito,853,155.99,-2.8605
1144,goal_12,exito,859,156.71,-2.8357
1145,goal_12,exito,853,155.98,-2.8603
1146,goal_12,exito,853,156.0,-2.8606
1147,goal_12,exito,859,156.65,-2.8387
1148,goal_12,exito,853,155.84,-2.8292
1149,goal_12,exito,853,156.01,-2.8598
1150,goal_12,exito,861,156.92,-2.7712
1151,goal_12,exito,853,156.12,-2.855
1152,goal_12,exito,853,155.99,-2.8606
1153,goal_12,exito,853,155.99,-2.8607
1154,goal_12,exito,853,156.12,-2.856
1155,goal_12,exito,861,157.05,-2.7533
1156,goal_12,exito,859,157.0,-2.8255
1157,goal_12,exito,853,156.01,-2.8601
1158,goal_12,exito,853,156.12,-2.8554
1159,goal_12,exito,858,156.58,-2.8334
1160,goal_12,exito,853,156.0,-2.8604
1161,goal_12,exito,858,156.52,-2.8371
1162,goal_12,exito,853,155.99,-2.8606
1163,goal_12,exito,861,157.01,-2.7675
1164,goal_12,exito,853,156.69,-2.8479
1165,goal_12,exito,853,156.71,-2.8498
1166,goal_12,exito,853,156.71,-2.8509
1167,goal_12,exito,862,157.02,-2.7717
1168,goal_12,exito,854,156.04,-2.8293
1169,goal_12,exito,854,156.04,-2.8293
1170,goal_12,exito,861,157.01,-2.7676
1171,goal_12,exito,853,156.72,-2.8508
1172,goal_12,exito,861,157.01,-2.7674
1173,goal_12,exito,853,156.1,-2.8569
1174,goal_12,exito,853,156.0,-2.8607
1175,goal_12,exito,853,156.0,-2.8607
1176,goal_12,exito,853,156.13,-2.8566
1177,goal_12,exito,861,157.09,-2.7518
1178,goal_12,exito,853,156.69,-2.8508
1179,goal_12,exito,853,156.11,-2.8564
1180,goal_12,exito,852,157.73,-2.8525
1181,goal_12,exito,858,156.53,-2.8364
1182,goal_12,exito,853,156.12,-2.8558
1183,goal_12,exito,853,156.69,-2.8491
1184,goal_12,exito,853,156.71,-2.8507
1185,goal_12,exito,853,155.99,-2.8605
1186,goal_12,exito,853,156.01,-2.8601
1187,goal_12,exito,853,155.99,-2.8609
1188,goal_12,exito,861,156.85,-2.7711
1189,goal_12,exito,861,156.92,-2.7712
1190,goal_12,exito,853,155.99,-2.8605
1191,goal_12,exito,859,156.81,-2.8318
1192,goal_12,exito,853,155.98,-2.8604
1193,goal_12,exito,853,155.98,-2.8605
1194,goal_12,exito,852,157.36,-2.8606
1195,goal_12,exito,852,157.35,-2.8611
1196,goal_12,exito,853,155.99,-2.8602
1197,goal_12,exito,853,155.99,-2.8605
1198,goal_12,exito,853,156.13,-2.8567
1199,goal_12,exito,861,157.09,-2.7523
1200,goal_12,exito,853,155.98,-2.8609
1201,goal_13,exito,733,139.16,-2.7812
1202,goal_13,exito,728,139.48,-2.8173
1203,goal_13,exito,733,138.86,-2.832
1204,goal_13,exito,727,138.84,-2.8585
1205,goal_13,exito,733,139.28,-2.8052
1206,goal_13,exito,728,139.43,-2.812
1207,goal_13,exito,728,139.44,-2.8124
1208,goal_13,exito,727,138.82,-2.8608
1209,goal_13,exito,728,139.49,-2.8175
1210,goal_13,exito,733,139.37,-2.8341
1211,goal_13,exito,727,138.68,-2.8721
1212,goal_13,exito,733,138.91,-2.8842
1213,goal_13,exito,727,138.66,-2.8726
1214,goal_13,exito,728,139.44,-2.8124
1215,goal_13,exito,727,138.67,-2.8726
1216,goal_13,exito,728,139.51,-2.8188
1217,goal_13,exito,732,139.43,-2.9227
1218,goal_13,exito,732,139.44,-2.9206
1219,goal_13,exito,727,138.67,-2.8715
1220,goal_13,exito,727,139.32,-2.8187
1221,goal_13,exito,733,139.13,-2.8343
1222,goal_13,exito,728,139.44,-2.8123
1223,goal_13,exito,727,138.66,-2.8723
1224,goal_13,exito,728,139.45,-2.8126
1225,goal_13,exito,727,139.32,-2.8187
1226,goal_13,exito,727,139.32,-2.818
1227,goal_13,exito,727,138.82,-2.8598
1228,goal_13,exito,727,138.67,-2.8725
1229,goal_13,exito,727,138.66,-2.8729
1230,goal_13,exito,728,139.45,-2.8129
1231,goal_13,exito,727,138.7,-2.8711
1232,goal_13,exito,732,139.31,-2.8864
1233,goal_13,exito,732,139.43,-2.9221
1234,goal_13,exito,732,139.43,-2.9207
1235,goal_13,exito,728,139.47,-2.8182
1236,goal_13,exito,727,138.67,-2.8728
1237,goal_13,exito,727,138.67,-2.8723
1238,goal_13,exito,727,138.82,-2.8611
1239,goal_13,exito,727,138.67,-2.8715
1240,goal_13,exito,733,139.28,-2.8057
1241,goal_13,exito,727,138.84,-2.8585
1242,goal_13,exito,727,138.82,-2.8607
1243,goal_13,exito,727,138.68,-2.8716
1244,goal_13,exito,727,139.31,-2.8193
1245,goal_13,exito,727,138.68,-2.8722
1246,goal_13,exito,727,138.66,-2.8726
1247,goal_13,exito,727,138.67,-2.8723
1248,goal_13,exito,727,138.7,-2.8706
1249,goal_13,exito,733,138.56,-2.8891
1250,goal_13,exito,732,139.31,-2.8866
1251,goal_13,exito,732,139.44,-2.9223
1252,goal_13,exito,727,139.83,-2.8553
1253,goal_13,exito,733,139.09,-2.8592
1254,goal_13,exito,727,138.67,-2.8724
1255,goal_13,exito,728,139.49,-2.8172
1256,goal_13,exito,733,138.86,-2.8334
1257,goal_13,exito,732,139.32,-2.8784
1258,goal_13,exito,728,139.44,-2.8126
1259,goal_13,exito,728,139.44,-2.8126
1260,goal_13,exito,727,138.67,-2.872
1261,goal_13,exito,727,138.83,-2.8609
1262,goal_13,exito,728,139.94,-2.7705
1263,goal_13,exito,732,139.32,-2.8792
1264,goal_13,exito,732,139.45,-2.9186
