episodio,goal_id,resultado,pasos,reward,heading_rad
1265,goal_13,exito,727,138.67,-2.8721
1266,goal_13,exito,727,138.83,-2.8596
1267,goal_13,exito,727,139.33,-2.8178
1268,goal_13,exito,733,138.85,-2.8564
1269,goal_13,exito,727,138.7,-2.8709
1270,goal_13,exito,727,139.33,-2.8182
1271,goal_13,exito,732,139.32,-2.8787
1272,goal_13,exito,731,139.26,-2.9193
1273,goal_13,exito,727,138.68,-2.871
1274,goal_13,exito,732,139.42,-2.9247
1275,goal_13,exito,731,139.27,-2.9237
1276,goal_13,exito,733,138.87,-2.8323
1277,goal_13,exito,733,139.04,-2.8621
1278,goal_13,exito,728,139.44,-2.8122
1279,goal_13,exito,728,139.44,-2.8126
1280,goal_13,exito,728,139.44,-2.8126
1281,goal_13,exito,727,138.7,-2.8709
1282,goal_13,exito,732,139.44,-2.9186
1283,goal_13,exito,727,138.82,-2.8595
1284,goal_13,exito,727,138.68,-2.8714
1285,goal_13,exito,732,139.43,-2.9215
1286,goal_13,exito,727,139.31,-2.818
1287,goal_13,exito,727,138.83,-2.8602
1288,goal_13,exito,733,139.37,-2.8374
1289,goal_13,exito,728,139.44,-2.8121
1290,goal_13,exito,727,138.68,-2.872
1291,goal_13,exito,727,138.68,-2.8723
1292,goal_13,exito,727,138.84,-2.8606
1293,goal_13,exito,732,139.43,-2.921
1294,goal_13,exito,727,138.66,-2.8728
1295,goal_13,exito,727,138.69,-2.8719
1296,goal_13,exito,733,138.91,-2.8876
1297,goal_13,exito,727,139.31,-2.8188
1298,goal_13,exito,733,139.26,-2.8099
1299,goal_13,exito,727,138.68,-2.8711
1300,goal_13,exito,728,139.44,-2.8124
1301,goal_14,exito,1139,195.59,3.0939
1302,goal_14,exito,1134,195.2,3.0533
1303,goal_14,exito,1133,195.15,3.0536
1304,goal_14,exito,1135,195.25,3.0575
1305,goal_14,exito,1133,195.18,3.0549
1306,goal_14,exito,1134,195.19,3.0532
1307,goal_14,exito,1133,194.98,3.0932
1308,goal_14,exito,1138,195.41,3.093
1309,goal_14,exito,1133,195.14,3.0552
1310,goal_14,exito,1133,195.18,3.0531
1311,goal_14,exito,1133,195.19,3.0544
1312,goal_14,exito,1133,195.18,3.0566
1313,goal_14,exito,1133,195.18,3.0539
1314,goal_14,exito,1133,195.2,3.0525
1315,goal_14,exito,1133,195.18,3.0535
1316,goal_14,exito,1133,195.14,3.0521
1317,goal_14,exito,1139,195.41,3.0881
1318,goal_14,exito,1133,195.17,3.0541
1319,goal_14,exito,1133,195.19,3.0522
1320,goal_14,exito,1133,195.19,3.055
1321,goal_14,exito,1139,195.29,3.0854
1322,goal_14,exito,1133,195.18,3.0551
1323,goal_14,exito,1133,195.18,3.0538
1324,goal_14,exito,1133,195.21,3.0557
1325,goal_14,exito,1133,195.18,3.0558
1326,goal_14,exito,1133,195.17,3.0565
1327,goal_14,exito,1139,195.38,3.0856
1328,goal_14,exito,1133,195.14,3.0547
1329,goal_14,exito,1133,195.16,3.0535
1330,goal_14,exito,1133,195.21,3.0529
1331,goal_14,exito,1133,195.24,3.0541
1332,goal_14,exito,1139,195.56,3.0912
1333,goal_14,exito,1133,195.16,3.0549
1334,goal_14,exito,1139,195.58,3.0939
1335,goal_14,exito,1133,195.14,3.0562
1336,goal_14,exito,1133,195.18,3.0537
1337,goal_14,exito,1133,195.17,3.0544
1338,goal_14,exito,1133,195.19,3.0542
1339,goal_14,exito,1133,195.18,3.0554
1340,goal_14,exito,1134,195.2,3.0557
1341,goal_14,exito,1133,195.16,3.0563
1342,goal_14,exito,1133,194.98,3.0931
1343,goal_14,exito,1133,195.16,3.055
1344,goal_14,exito,1133,195.19,3.0559
1345,goal_14,exito,1133,195.26,3.0562
1346,goal_14,exito,1133,195.21,3.0536
1347,goal_14,exito,1133,195.15,3.0525
1348,goal_14,exito,1133,195.15,3.0559
1349,goal_14,exito,1133,195.18,3.0545
1350,goal_14,exito,1133,195.21,3.0549
1351,goal_14,exito,1133,195.22,3.0534
1352,goal_14,exito,1133,194.98,3.0933
1353,goal_14,exito,1133,195.13,3.055
1354,goal_14,exito,1137,195.53,3.0939
1355,goal_14,exito,1133,195.13,3.0522
1356,goal_14,exito,1133,195.13,3.055
1357,goal_14,exito,1133,195.11,3.0549
1358,goal_14,exito,1139,195.44,3.0905
1359,goal_14,exito,1133,195.14,3.055
1360,goal_14,exito,1133,195.18,3.0524
1361,goal_14,exito,1133,195.19,3.054
1362,goal_14,exito,1133,195.18,3.055
1363,goal_14,exito,1133,195.2,3.054
1364,goal_14,exito,1133,195.2,3.0526
1365,goal_14,exito,1139,195.54,3.0909
1366,goal_14,exito,1140,195.43,3.0807
1367,goal_14,exito,1134,195.16,3.0539
1368,goal_14,exito,1134,195.19,3.0555
1369,goal_14,exito,1139,195.39,3.0877
1370,goal_14,exito,1133,195.16,3.056
1371,goal_14,exito,1133,195.17,3.0548
1372,goal_14,exito,1133,195.18,3.053
1373,goal_14,exito,1133,195.16,3.0534
1374,goal_14,exito,1133,195.18,3.0552
1375,goal_14,exito,1133,195.2,3.0534
1376,goal_14,exito,1133,195.21,3.0531
1377,goal_14,exito,1139,195.57,3.0913
1378,goal_14,exito,1133,195.14,3.0544
1379,goal_14,exito,1133,195.19,3.052
1380,goal_14,exito,1133,195.16,3.0527
1381,goal_14,exito,1133,195.17,3.0556
1382,goal_14,exito,1133,195.19,3.0552
1383,goal_14,exito,1134,195.18,3.0576
1384,goal_14,exito,1133,195.15,3.0529
1385,goal_14,exito,1133,195.15,3.0536
1386,goal_14,exito,1133,195.2,3.0562
1387,goal_14,exito,1133,195.18,3.0554
1388,goal_14,exito,1133,195.21,3.055
1389,goal_14,exito,1133,195.16,3.0557
1390,goal_14,exito,1133,194.97,3.0932
1391,goal_14,exito,1133,195.16,3.0556
1392,goal_14,exito,1133,195.16,3.0552
1393,goal_14,exito,1136,195.79,3.0832
1394,goal_14,exito,1133,195.17,3.0528
1395,goal_14,exito,1136,195.8,3.0826
1396,goal_14,exito,1133,195.15,3.052
1397,goal_14,exito,1133,195.18,3.0551
1398,goal_14,exito,1133,195.2,3.0567
1399,goal_14,exito,1133,195.16,3.0559
1400,goal_14,exito,1133,195.15,3.0522
1401,goal_15,exito,1050,180.85,2.8474
1402,goal_15,exito,1048,180.55,2.859
1403,goal_15,exito,1048,180.57,2.8594
1404,goal_15,exito,1048,180.59,2.8601
1405,goal_15,exito,1048,180.58,2.8599
1406,goal_15,exito,1048,180.59,2.8593
1407,goal_15,exito,1053,180.6,3.1362
1408,goal_15,exito,1048,180.56,2.86
1409,goal_15,exito,1048,180.58,2.8601
1410,goal_15,exito,1048,180.56,2.8592
1411,goal_15,exito,1048,180.58,2.8589
1412,goal_15,exito,1050,180.52,2.859
1413,goal_15,exito,1048,180.6,2.8589
1414,goal_15,exito,1048,180.12,2.8596
1415,goal_15,exito,1048,180.58,2.8588
1416,goal_15,exito,1048,180.58,2.859
1417,goal_15,exito,1048,180.6,2.8599
1418,goal_15,exito,1048,180.6,2.8602
1419,goal_15,exito,1048,180.6,2.8597
1420,goal_15,exito,1047,179.92,2.859
1421,goal_15,exito,1048,180.59,2.8595
1422,goal_15,exito,1048,180.56,2.8589
1423,goal_15,exito,1048,180.58,2.8593
1424,goal_15,exito,1048,180.61,2.8578
1425,goal_15,exito,1048,180.58,2.8602
1426,goal_15,exito,1048,180.62,2.8601
1427,goal_15,exito,1050,180.54,2.8589
1428,goal_15,exito,1048,180.59,2.8598
1429,goal_15,exito,1048,180.58,2.8592
1430,goal_15,exito,1048,180.57,2.8592
1431,goal_15,exito,1048,180.57,2.8594
1432,goal_15,exito,1048,180.6,2.8603
1433,goal_15,exito,1048,180.63,2.8578
1434,goal_15,exito,1048,180.6,2.8599
1435,goal_15,exito,1048,180.59,2.859
1436,goal_15,exito,1048,180.58,2.8593
1437,goal_15,exito,1048,180.57,2.8596
1438,goal_15,exito,1048,180.59,2.8601
1439,goal_15,exito,1048,180.61,2.858
1440,goal_15,exito,1047,180.4,2.8595
1441,goal_15,exito,1048,180.58,2.8588
1442,goal_15,exito,1048,180.58,2.8595
1443,goal_15,exito,1048,180.57,2.8602
1444,goal_15,exito,1048,180.56,2.8598
1445,goal_15,exito,1048,180.58,2.86
1446,goal_15,exito,1047,180.38,2.8592
1447,goal_15,exito,1048,180.59,2.8594
1448,goal_15,exito,1048,180.59,2.8598
1449,goal_15,exito,1048,180.6,2.8575
1450,goal_15,exito,1048,180.55,2.8597
1451,goal_15,exito,1048,180.55,2.8593
1452,goal_15,exito,1047,180.38,2.8589
1453,goal_15,exito,1048,180.6,2.86
1454,goal_15,exito,1048,180.6,2.8603
1455,goal_15,exito,1048,180.6,2.8574
1456,goal_15,exito,1048,180.55,2.8598
1457,goal_15,exito,1048,180.53,2.8587
1458,goal_15,exito,1048,180.57,2.859
1459,goal_15,exito,1048,180.6,2.8601
1460,goal_15,exito,1048,180.62,2.8572
1461,goal_15,exito,1048,180.61,2.8572
1462,goal_15,exito,1048,180.56,2.8598
1463,goal_15,exito,1048,180.53,2.8587
1464,goal_15,exito,1048,180.56,2.859
1465,goal_15,exito,1048,180.59,2.8601
1466,goal_15,exito,1048,180.62,2.8577
1467,goal_15,exito,1048,180.61,2.8605
1468,goal_15,exito,1048,180.58,2.8598
1469,goal_15,exito,1048,180.54,2.8589
1470,goal_15,exito,1048,180.56,2.859
1471,goal_15,exito,1048,180.59,2.8601
1472,goal_15,exito,1048,180.59,2.8605
1473,goal_15,exito,1048,180.62,2.8579
1474,goal_15,exito,1048,180.59,2.8597
1475,goal_15,exito,1048,180.56,2.8592
1476,goal_15,exito,1048,180.56,2.8591
1477,goal_15,exito,1048,180.59,2.8601
1478,goal_15,exito,1048,180.58,2.8604
1479,goal_15,exito,1048,180.58,2.86
1480,goal_15,exito,1048,180.6,2.8596
1481,goal_15,exito,1048,180.58,2.8591
1482,goal_15,exito,1048,180.57,2.8593
1483,goal_15,exito,1048,180.59,2.8601
1484,goal_15,exito,1048,180.58,2.8604
1485,goal_15,exito,1048,180.56,2.8598
1486,goal_15,exito,1048,180.59,2.8595
1487,goal_15,exito,1053,180.85,3.1311
1488,goal_15,exito,1048,180.56,2.8606
1489,goal_15,exito,1048,180.55,2.8598
1490,goal_15,exito,1048,180.54,2.8588
1491,goal_15,exito,1048,180.57,2.8591
1492,goal_15,exito,1048,180.59,2.8599
1493,goal_15,exito,1048,180.62,2.8605
1494,goal_15,exito,1048,180.61,2.8604
1495,goal_15,exito,1048,180.56,2.8599
1496,goal_15,exito,1048,180.54,2.8588
1497,goal_15,exito,1048,180.56,2.859
1498,goal_15,exito,1048,180.58,2.8599
1499,goal_15,exito,1048,180.62,2.8577
1500,goal_15,exito,1048,180.62,2.8604
1501,goal_16,exito,917,163.0,-2.9567
1502,goal_16,exito,917,162.97,-2.9549
1503,goal_16,exito,917,163.0,-2.956
1504,goal_16,exito,917,163.0,-2.9549
1505,goal_16,exito,917,162.99,-2.9555
1506,goal_16,exito,918,163.22,-2.9553
1507,goal_16,exito,918,163.21,-2.9577
1508,goal_16,exito,917,162.98,-2.956
1509,goal_16,exito,917,163.01,-2.9556
1510,goal_16,exito,917,163.0,-2.9569
1511,goal_16,exito,917,162.98,-2.9543
1512,goal_16,exito,917,163.02,-2.9566
1513,goal_16,exito,918,163.19,-2.9553
1514,goal_16,exito,917,162.99,-2.956
1515,goal_16,exito,917,163.0,-2.955
1516,goal_16,exito,918,163.2,-2.9563
1517,goal_16,exito,917,162.97,-2.956
1518,goal_16,exito,917,163.01,-2.9546
1519,goal_16,exito,918,163.2,-2.9575
1520,goal_16,exito,917,162.99,-2.9546
1521,goal_16,exito,917,163.02,-2.9561
1522,goal_16,exito,917,163.01,-2.956
1523,goal_16,exito,918,163.16,-2.9553
1524,goal_16,exito,918,163.17,-2.9552
1525,goal_16,exito,917,163.02,-2.955
1526,goal_16,exito,917,163.0,-2.9566
1527,goal_16,exito,917,163.01,-2.9542
1528,goal_16,exito,917,162.54,-2.9501
1529,goal_16,exito,917,162.99,-2.9571
1530,goal_16,exito,917,162.98,-2.9541
1531,goal_16,exito,917,163.0,-2.9569
1532,goal_16,exito,917,162.97,-2.9537
1533,goal_16,exito,917,163.01,-2.9556
1534,goal_16,exito,919,163.2,-2.9678
1535,goal_16,exito,920,162.65,-2.9744
1536,goal_16,exito,917,163.01,-2.9548
1537,goal_16,exito,917,162.99,-2.9559
1538,goal_16,exito,917,163.01,-2.9553
1539,goal_16,exito,917,162.98,-2.9561
1540,goal_16,exito,917,162.98,-2.9541
1541,goal_16,exito,917,162.51,-2.9514
1542,goal_16,exito,918,163.2,-2.9569
1543,goal_16,exito,917,163.0,-2.9548
1544,goal_16,exito,917,163.03,-2.9572
1545,goal_16,exito,917,162.97,-2.9555
1546,goal_16,exito,917,162.98,-2.9547
1547,goal_16,exito,917,163.01,-2.9559
1548,goal_16,exito,917,163.0,-2.9548
1549,goal_16,exito,917,163.0,-2.9558
1550,goal_16,exito,918,163.11,-2.9531
1551,goal_16,exito,917,163.01,-2.9568
1552,goal_16,exito,917,162.98,-2.955
1553,goal_16,exito,917,163.02,-2.9561
1554,goal_16,exito,917,162.99,-2.956
1555,goal_16,exito,917,163.01,-2.9545
1556,goal_16,exito,917,163.03,-2.9572
1557,goal_16,exito,917,162.98,-2.9546
1558,goal_16,exito,918,163.17,-2.9556
1559,goal_16,exito,917,163.01,-2.9554
1560,goal_16,exito,917,162.99,-2.9559
1561,goal_16,exito,917,163.0,-2.9548
1562,goal_16,exito,917,162.52,-2.9522
1563,goal_16,exito,917,163.0,-2.9571
1564,goal_16,exito,917,162.98,-2.9546
1565,goal_16,exito,917,163.01,-2.9568
1566,goal_16,exito,917,162.96,-2.9544
1567,goal_16,exito,917,163.01,-2.9548
1568,goal_16,exito,918,163.21,-2.9563
1569,goal_16,exito,918,163.19,-2.9546
1570,goal_16,exito,917,163.01,-2.9565
1571,goal_16,exito,917,163.02,-2.956
1572,goal_16,exito,917,162.99,-2.9565
1573,goal_16,exito,917,162.98,-2.9546
1574,goal_16,exito,918,163.22,-2.9566
1575,goal_16,exito,917,162.99,-2.9562
1576,goal_16,exito,917,163.0,-2.9539
1577,goal_16,exito,918,163.22,-2.9572
1578,goal_16,exito,917,162.99,-2.9554
1579,goal_16,exito,917,162.99,-2.9557
1580,goal_16,exito,917,163.01,-2.956
1581,goal_16,exito,917,163.0,-2.9557
1582,goal_16,exito,917,163.0,-2.9556
1583,goal_16,exito,920,162.64,-2.9744
1584,goal_16,exito,920,162.65,-2.9737
1585,goal_16,exito,917,162.52,-2.9526
1586,goal_16,exito,917,163.0,-2.9561
1587,goal_16,exito,917,162.99,-2.956
1588,goal_16,exito,917,163.0,-2.9559
1589,goal_16,exito,917,162.97,-2.9552
1590,goal_16,exito,917,163.03,-2.9544
1591,goal_16,exito,918,163.2,-2.9567
1592,goal_16,exito,917,162.99,-2.9545
1593,goal_16,exito,917,163.02,-2.9565
1594,goal_16,exito,917,163.0,-2.956
1595,goal_16,exito,917,162.98,-2.9553
1596,goal_16,exito,917,163.02,-2.9559
1597,goal_16,exito,920,162.65,-2.973
1598,goal_16,exito,918,163.2,-2.9548
1599,goal_16,exito,917,163.0,-2.956
1600,goal_16,exito,918,163.21,-2.955
1601,goal_17,exito,1050,179.21,-0.7499
1602,goal_17,exito,1047,179.31,-0.756
1603,goal_17,exito,1047,179.36,-0.7567
1604,goal_17,exito,1047,179.34,-0.756
1605,goal_17,exito,1047,179.34,-0.7557
1606,goal_17,exito,1047,179.37,-0.7554
1607,goal_17,exito,1047,179.35,-0.7568
1608,goal_17,exito,1048,179.35,-0.7514
1609,goal_17,exito,1047,179.34,-0.757
1610,goal_17,exito,1047,179.35,-0.7367
1611,goal_17,exito,1047,179.29,-0.7545
1612,goal_17,exito,1047,179.32,-0.756
1613,goal_17,exito,1047,179.34,-0.7549
1614,goal_17,exito,1047,179.33,-0.7548
1615,goal_17,exito,1047,179.35,-0.7556
1616,goal_17,exito,1047,179.37,-0.7572
1617,goal_17,exito,1049,179.65,-0.7329
1618,goal_17,exito,1047,179.32,-0.7542
1619,goal_17,exito,1047,179.34,-0.7576
1620,goal_17,exito,1047,179.36,-0.7568
1621,goal_17,exito,1047,179.35,-0.755
1622,goal_17,exito,1047,179.33,-0.7547
1623,goal_17,exito,1047,179.35,-0.7543
1624,goal_17,exito,1047,179.34,-0.7555
1625,goal_17,exito,1047,179.35,-0.7573
1626,goal_17,exito,1048,179.46,-0.7386
1627,goal_17,exito,1047,179.35,-0.7373
1628,goal_17,exito,1047,179.3,-0.7537
1629,goal_17,exito,1047,179.31,-0.7552
1630,goal_17,exito,1047,179.34,-0.7541
1631,goal_17,exito,1047,179.33,-0.7542
1632,goal_17,exito,1047,179.33,-0.7555
1633,goal_17,exito,1047,179.36,-0.7567
1634,goal_17,exito,1049,179.64,-0.764
1635,goal_17,exito,1048,179.47,-0.7565
1636,goal_17,exito,1047,179.39,-0.7503
1637,goal_17,exito,1047,179.28,-0.7351
1638,goal_17,exito,1047,179.26,-0.7531
1639,goal_17,exito,1047,179.33,-0.7534
1640,goal_17,exito,1047,179.33,-0.7549
1641,goal_17,exito,1047,179.35,-0.757
1642,goal_17,exito,1048,179.47,-0.7383
1643,goal_17,exito,1047,179.37,-0.7354
1644,goal_17,exito,1047,179.3,-0.7543
1645,goal_17,exito,1047,179.33,-0.7569
1646,goal_17,exito,1047,179.36,-0.7559
1647,goal_17,exito,1047,179.34,-0.7555
1648,goal_17,exito,1047,179.35,-0.756
1649,goal_17,exito,1047,179.38,-0.7577
1650,goal_17,exito,1048,179.34,-0.7518
1651,goal_17,exito,1047,179.36,-0.7566
1652,goal_17,exito,1048,179.44,-0.7414
1653,goal_17,exito,1048,179.46,-0.7574
1654,goal_17,exito,1047,179.35,-0.7564
1655,goal_17,exito,1047,179.37,-0.7553
1656,goal_17,exito,1047,179.34,-0.7559
1657,goal_17,exito,1047,179.36,-0.7567
1658,goal_17,exito,1048,179.36,-0.749
1659,goal_17,exito,1047,179.33,-0.7564
1660,goal_17,exito,1048,179.56,-0.7396
1661,goal_17,exito,1047,179.35,-0.737
1662,goal_17,exito,1047,179.28,-0.7534
1663,goal_17,exito,1047,179.31,-0.7545
1664,goal_17,exito,1047,179.35,-0.7544
1665,goal_17,exito,1047,179.35,-0.7559
1666,goal_17,exito,1047,179.37,-0.7589
1667,goal_17,exito,1048,179.58,-0.7392
1668,goal_17,exito,1047,179.38,-0.7357
1669,goal_17,exito,1047,179.28,-0.7546
1670,goal_17,exito,1047,179.33,-0.7564
1671,goal_17,exito,1047,179.35,-0.7558
1672,goal_17,exito,1047,179.33,-0.7557
1673,goal_17,exito,1047,179.35,-0.7557
1674,goal_17,exito,1047,179.38,-0.7573
1675,goal_17,exito,1049,179.66,-0.732
1676,goal_17,exito,1047,179.31,-0.7544
1677,goal_17,exito,1047,179.34,-0.7575
1678,goal_17,exito,1047,179.36,-0.7569
1679,goal_17,exito,1047,179.34,-0.7554
1680,goal_17,exito,1047,179.33,-0.7548
1681,goal_17,exito,1047,179.35,-0.7542
1682,goal_17,exito,1047,179.34,-0.7555
1683,goal_17,exito,1047,179.36,-0.757
1684,goal_17,exito,1048,179.46,-0.7383
1685,goal_17,exito,1047,179.36,-0.7365
1686,goal_17,exito,1047,179.29,-0.7541
1687,goal_17,exito,1047,179.32,-0.7556
1688,goal_17,exito,1047,179.34,-0.7546
1689,goal_17,exito,1047,179.32,-0.7546
1690,goal_17,exito,1047,179.34,-0.7554
1691,goal_17,exito,1047,179.37,-0.758
1692,goal_17,exito,1048,179.54,-0.7387
1693,goal_17,exito,1048,179.5,-0.7533
1694,goal_17,exito,1047,179.34,-0.7571
1695,goal_17,exito,1047,179.36,-0.7567
1696,goal_17,exito,1047,179.33,-0.7559
1697,goal_17,exito,1047,179.35,-0.7551
1698,goal_17,exito,1047,179.35,-0.7556
1699,goal_17,exito,1047,179.35,-0.7571
1700,goal_17,exito,1048,179.46,-0.7389
1701,goal_18,exito,1002,173.74,-0.4466
1702,goal_18,exito,1001,174.03,-0.4177
1703,goal_18,exito,1003,173.63,-0.444
1704,goal_18,exito,1003,173.62,-0.4438
1705,goal_18,exito,1001,174.02,-0.419
1706,goal_18,exito,1001,174.02,-0.4198
1707,goal_18,exito,1001,174.03,-0.4194
1708,goal_18,exito,1003,173.61,-0.444
1709,goal_18,exito,1003,173.61,-0.4441
1710,goal_18,exito,1001,174.02,-0.4197
1711,goal_18,exito,1001,174.03,-0.4195
1712,goal_18,exito,1003,173.62,-0.4441
1713,goal_18,exito,1001,174.03,-0.4183
1714,goal_18,exito,1001,174.02,-0.4194
1715,goal_18,exito,1001,174.03,-0.4198
1716,goal_18,exito,1001,174.03,-0.4193
1717,goal_18,exito,1001,174.03,-0.4194
1718,goal_18,exito,1001,174.05,-0.4183
1719,goal_18,exito,1001,174.04,-0.4181
1720,goal_18,exito,1003,173.57,-0.4458
1721,goal_18,exito,1001,174.03,-0.4198
1722,goal_18,exito,1001,174.03,-0.4198
1723,goal_18,exito,1001,174.04,-0.4191
1724,goal_18,exito,1001,174.03,-0.4184
1725,goal_18,exito,1001,174.03,-0.4182
1726,goal_18,exito,1003,173.54,-0.4455
1727,goal_18,exito,1001,174.02,-0.4195
1728,goal_18,exito,1001,174.03,-0.4196
1729,goal_18,exito,1001,174.04,-0.4188
1730,goal_18,exito,1001,174.04,-0.4188
1731,goal_18,exito,1001,174.05,-0.4171
1732,goal_18,exito,1001,174.03,-0.4182
1733,goal_18,exito,1003,173.62,-0.444
1734,goal_18,exito,1001,174.04,-0.4192
1735,goal_18,exito,1001,174.03,-0.4194
1736,goal_18,exito,1001,174.03,-0.4188
1737,goal_18,exito,1001,174.04,-0.417
1738,goal_18,exito,1001,174.04,-0.4191
1739,goal_18,exito,1001,174.04,-0.4191
1740,goal_18,exito,1003,173.61,-0.4442
1741,goal_18,exito,1001,174.02,-0.4194
1742,goal_18,exito,1001,174.02,-0.4186
1743,goal_18,exito,1001,174.02,-0.4199
1744,goal_18,exito,1003,173.64,-0.4438
1745,goal_18,exito,1001,174.04,-0.4189
1746,goal_18,exito,1001,174.03,-0.4194
1747,goal_18,exito,1001,174.03,-0.4187
1748,goal_18,exito,1001,174.01,-0.4194
1749,goal_18,exito,1001,174.03,-0.4194
1750,goal_18,exito,1001,174.04,-0.4192
1751,goal_18,exito,1003,173.62,-0.4439
1752,goal_18,exito,1001,174.03,-0.4193
1753,goal_18,exito,1001,174.01,-0.4198
1754,goal_18,exito,1001,174.03,-0.4199
1755,goal_18,exito,1001,174.04,-0.419
1756,goal_18,exito,1003,173.62,-0.4438
1757,goal_18,exito,1001,174.03,-0.419
1758,goal_18,exito,1001,174.02,-0.4192
1759,goal_18,exito,1001,174.01,-0.42
1760,goal_18,exito,1001,174.04,-0.4195
1761,goal_18,exito,1001,174.05,-0.419
1762,goal_18,exito,1004,173.75,-0.4481
1763,goal_18,exito,1001,174.02,-0.42
1764,goal_18,exito,1001,174.03,-0.4196
1765,goal_18,exito,1001,174.04,-0.4194
1766,goal_18,exito,1001,174.04,-0.4186
1767,goal_18,exito,1001,174.04,-0.4183
1768,goal_18,exito,1002,174.08,-0.4194
1769,goal_18,exito,1001,174.02,-0.4198
1770,goal_18,exito,1003,173.65,-0.4459
1771,goal_18,exito,1001,174.04,-0.4189
1772,goal_18,exito,1001,174.04,-0.4177
1773,goal_18,exito,1001,174.04,-0.4185
1774,goal_18,exito,1001,174.03,-0.4183
1775,goal_18,exito,1003,173.62,-0.4441
1776,goal_18,exito,1001,174.04,-0.4193
1777,goal_18,exito,1001,174.02,-0.4188
1778,goal_18,exito,1001,174.03,-0.419
1779,goal_18,exito,1001,174.04,-0.4173
1780,goal_18,exito,1003,173.63,-0.444
1781,goal_18,exito,1003,173.62,-0.4444
1782,goal_18,exito,1001,174.02,-0.419
1783,goal_18,exito,1001,174.02,-0.4193
1784,goal_18,exito,1001,174.03,-0.4194
1785,goal_18,exito,1001,174.05,-0.4189
1786,goal_18,exito,1003,173.62,-0.4439
1787,goal_18,exito,1001,174.02,-0.4194
1788,goal_18,exito,1001,174.01,-0.4196
1789,goal_18,exito,1001,174.03,-0.42
1790,goal_18,exito,1001,174.05,-0.419
1791,goal_18,exito,1003,173.62,-0.4438
1792,goal_18,exito,1001,174.03,-0.4194
1793,goal_18,exito,1001,174.02,-0.4194
1794,goal_18,exito,1001,174.02,-0.4198
1795,goal_18,exito,1001,174.04,-0.4192
1796,goal_18,exito,1001,174.04,-0.4188
1797,goal_18,exito,999,173.3,-0.4269
1798,goal_18,exito,1003,173.56,-0.4479
1799,goal_18,exito,1001,174.03,-0.4199
1800,goal_18,exito,1001,174.03,-0.4194
1801,goal_19,exito,912,161.75,-0.4558
1802,goal_19,exito,912,161.7,-0.4493
1803,goal_19,exito,912,161.65,-0.4537
1804,goal_19,exito,912,161.71,-0.4477
1805,goal_19,exito,912,161.71,-0.4491
1806,goal_19,exito,911,161.51,-0.4498
1807,goal_19,exito,913,161.92,-0.4517
1808,goal_19,exito,912,161.72,-0.4477
1809,goal_19,exito,912,161.71,-0.4494
1810,goal_19,exito,911,161.5,-0.4495
1811,goal_19,exito,912,161.71,-0.4476
1812,goal_19,exito,912,161.71,-0.4478
1813,goal_19,exito,911,161.51,-0.4495
1814,goal_19,exito,911,161.51,-0.4492
1815,goal_19,exito,912,161.71,-0.4478
1816,goal_19,exito,911,161.51,-0.4496
1817,goal_19,exito,913,161.85,-0.4532
1818,goal_19,exito,913,161.93,-0.4518
1819,goal_19,exito,912,161.71,-0.4491
1820,goal_19,exito,911,161.51,-0.4497
1821,goal_19,exito,912,161.71,-0.4488
1822,goal_19,exito,910,161.25,-0.4953
1823,goal_19,exito,912,161.7,-0.4495
1824,goal_19,exito,911,161.5,-0.4489
1825,goal_19,exito,912,161.72,-0.4478
1826,goal_19,exito,912,161.7,-0.4458
1827,goal_19,exito,912,161.62,-0.4467
1828,goal_19,exito,911,161.51,-0.4489
1829,goal_19,exito,912,161.71,-0.4479
1830,goal_19,exito,912,161.74,-0.456
1831,goal_19,exito,913,161.85,-0.453
1832,goal_19,exito,912,161.7,-0.4476
1833,goal_19,exito,912,161.71,-0.4479
1834,goal_19,exito,911,161.5,-0.4496
1835,goal_19,exito,912,161.62,-0.4466
1836,goal_19,exito,913,161.93,-0.4521
1837,goal_19,exito,912,161.71,-0.4478
1838,goal_19,exito,911,161.5,-0.4495
1839,goal_19,exito,912,161.71,-0.4488
1840,goal_19,exito,912,161.71,-0.4478
1841,goal_19,exito,912,161.71,-0.4479
1842,goal_19,exito,912,161.65,-0.4537
1843,goal_19,exito,912,161.71,-0.449
1844,goal_19,exito,911,161.55,-0.4561
1845,goal_19,exito,912,161.7,-0.4493
1846,goal_19,exito,912,161.73,-0.4555
1847,goal_19,exito,912,161.71,-0.4479
1848,goal_19,exito,911,161.51,-0.4496
1849,goal_19,exito,911,161.51,-0.449
1850,goal_19,exito,913,161.93,-0.4517
1851,goal_19,exito,912,161.71,-0.4458
1852,goal_19,exito,911,161.5,-0.4493
1853,goal_19,exito,911,161.51,-0.449
1854,goal_19,exito,912,161.71,-0.4456
1855,goal_19,exito,912,161.71,-0.4479
1856,goal_19,exito,912,161.65,-0.4534
1857,goal_19,exito,912,161.71,-0.4492
1858,goal_19,exito,912,161.75,-0.4559
1859,goal_19,exito,912,161.74,-0.456
1860,goal_19,exito,912,161.66,-0.4536
1861,goal_19,exito,912,161.72,-0.4479
1862,goal_19,exito,911,161.51,-0.4497
1863,goal_19,exito,911,161.5,-0.4493
1864,goal_19,exito,913,161.93,-0.4515
1865,goal_19,exito,912,161.71,-0.4458
1866,goal_19,exito,911,161.5,-0.4495
