episodio,goal_id,tipo_episodio,resultado,pasos,reward,llego_estanteria
1,goal_01,ciclo_completo,exito,1464,329.94,True
2,goal_01,ciclo_completo,exito,1461,330.86,True
3,goal_01,ciclo_completo,exito,1461,330.86,True
4,goal_01,ciclo_completo,exito,1461,330.85,True
5,goal_01,ciclo_completo,exito,1461,330.84,True
6,goal_01,ciclo_completo,exito,1461,330.88,True
7,goal_01,ciclo_completo,exito,1461,330.83,True
8,goal_01,ciclo_completo,exito,1461,330.85,True
9,goal_01,ciclo_completo,exito,1461,330.87,True
10,goal_01,ciclo_completo,exito,1461,330.85,True
11,goal_01,ciclo_completo,exito,1461,330.82,True
12,goal_01,ciclo_completo,exito,1461,330.88,True
13,goal_01,ciclo_completo,exito,1461,330.87,True
14,goal_01,ciclo_completo,exito,1461,330.84,True
15,goal_01,ciclo_completo,exito,1461,330.88,True
16,goal_01,ciclo_completo,exito,1461,330.86,True
17,goal_01,ciclo_completo,exito,1461,330.85,True
18,goal_01,ciclo_completo,exito,1461,330.85,True
19,goal_01,ciclo_completo,exito,1461,330.85,True
20,goal_01,ciclo_completo,exito,1461,330.86,True
21,goal_01,ciclo_completo,exito,1461,330.86,True
22,goal_01,ciclo_completo,exito,1461,330.87,True
23,goal_01,ciclo_completo,exito,1461,330.88,True
24,goal_01,ciclo_completo,exito,1461,330.84,True
25,goal_01,ciclo_completo,exito,1461,330.85,True
26,goal_01,ciclo_completo,exito,1461,330.85,True
27,goal_01,ciclo_completo,exito,1461,330.86,True
28,goal_01,ciclo_completo,exito,1461,330.87,True
29,goal_01,ciclo_completo,exito,1461,330.87,True
30,goal_01,ciclo_completo,exito,1461,330.88,True
31,goal_01,ciclo_completo,exito,1461,330.87,True
32,goal_01,ciclo_completo,exito,1461,330.87,True
33,goal_01,ciclo_completo,exito,1461,330.84,True
34,goal_01,ciclo_completo,exito,1461,330.87,True
35,goal_01,ciclo_completo,exito,1461,330.83,True
36,goal_01,ciclo_completo,exito,1461,330.87,True
37,goal_01,ciclo_completo,exito,1461,330.86,True
38,goal_01,ciclo_completo,exito,1461,330.89,True
39,goal_01,ciclo_completo,exito,1461,330.87,True
40,goal_01,ciclo_completo,exito,1461,330.84,True
41,goal_01,ciclo_completo,exito,1461,330.86,True
42,goal_01,ciclo_completo,exito,1461,330.83,True
43,goal_01,ciclo_completo,exito,1461,330.87,True
44,goal_01,ciclo_completo,exito,1461,330.85,True
45,goal_01,ciclo_completo,exito,1461,330.83,True
46,goal_01,ciclo_completo,exito,1461,330.87,True
47,goal_01,ciclo_completo,exito,1461,330.87,True
48,goal_01,ciclo_completo,exito,1461,330.88,True
49,goal_01,ciclo_completo,exito,1461,330.85,True
50,goal_01,ciclo_completo,exito,1461,330.85,True
51,goal_01,ciclo_completo,exito,1461,330.83,True
52,goal_01,ciclo_completo,exito,1461,330.88,True
53,goal_01,ciclo_completo,exito,1461,330.86,True
54,goal_01,ciclo_completo,exito,1461,330.84,True
55,goal_01,ciclo_completo,exito,1461,330.87,True
56,goal_01,ciclo_completo,exito,1461,330.87,True
57,goal_01,ciclo_completo,exito,1461,330.86,True
58,goal_01,ciclo_completo,exito,1461,330.84,True
59,goal_01,ciclo_completo,exito,1461,330.88,True
60,goal_01,ciclo_completo,exito,1461,330.86,True
61,goal_01,ciclo_completo,exito,1461,330.86,True
62,goal_01,ciclo_completo,exito,1461,330.86,True
63,goal_01,ciclo_completo,exito,1461,330.84,True
64,goal_01,ciclo_completo,exito,1461,330.87,True
65,goal_01,ciclo_completo,exito,1461,330.87,True
66,goal_01,ciclo_completo,exito,1461,330.87,True
67,goal_01,ciclo_completo,exito,1461,330.87,True
68,goal_01,ciclo_completo,exito,1461,330.85,True
69,goal_01,ciclo_completo,exito,1461,330.88,True
70,goal_01,ciclo_completo,exito,1461,330.83,True
71,goal_01,ciclo_completo,exito,1461,330.86,True
72,goal_01,ciclo_completo,exito,1461,330.87,True
73,goal_01,ciclo_completo,exito,1461,330.87,True
74,goal_01,ciclo_completo,exito,1461,330.88,True
75,goal_01,ciclo_completo,exito,1461,330.86,True
76,goal_01,ciclo_completo,exito,1461,330.87,True
77,goal_01,ciclo_completo,exito,1461,330.84,True
78,goal_01,ciclo_completo,exito,1461,330.87,True
79,goal_01,ciclo_completo,exito,1461,330.84,True
80,goal_01,ciclo_completo,exito,1461,330.84,True
81,goal_01,ciclo_completo,exito,1461,330.86,True
82,goal_01,ciclo_completo,exito,1461,330.85,True
83,goal_01,ciclo_completo,exito,1461,330.88,True
84,goal_01,ciclo_completo,exito,1461,330.86,True
