episodio,resultado,pasos,reward
1,exito,1212,245.78
2,exito,1204,248.45
3,exito,1199,249.93
4,exito,1200,248.1
5,exito,1203,248.45
6,exito,1204,247.99
7,exito,1205,247.7
8,exito,1200,249.19
9,exito,1204,248.75
10,exito,1202,249.05
11,exito,1201,249.45
12,exito,1202,248.54
13,exito,1207,247.5
14,exito,1200,249.57
15,exito,1201,249.71
16,exito,1201,249.35
17,exito,1199,249.83
18,exito,1204,247.98
19,exito,1201,249.42
20,exito,1200,248.83
21,exito,1199,249.17
22,exito,1202,249.57
23,exito,1201,248.16
24,exito,1210,247.23
25,exito,1201,249.22
26,exito,1203,248.03
27,exito,1205,248.24
28,exito,1208,246.33
29,exito,1199,249.87
30,exito,1203,247.92
31,exito,1199,249.15
32,exito,1202,248.56
33,exito,1203,248.88
34,exito,1201,249.39
35,exito,1201,249.67
36,exito,1200,248.68
37,exito,1205,248.31
38,exito,1202,247.91
39,exito,1202,249.81
40,exito,1204,248.66
41,exito,1200,249.44
42,exito,1205,247.88
43,exito,1200,249.16
44,exito,1202,249.15
45,exito,1207,246.56
46,exito,1200,249.2
47,exito,1208,247.16
48,exito,1206,248.44
49,exito,1199,250.06
50,exito,1203,249.13
51,exito,1200,248.92
52,exito,1199,250.04
53,exito,1200,249.87
54,exito,1201,249.31
55,exito,1202,249.81
56,exito,1202,248.68
57,exito,1202,248.59
58,exito,1199,248.95
59,exito,1208,247.33
60,exito,1199,249.37
61,exito,1202,248.89
62,exito,1200,249.1
63,exito,1200,249.86
64,exito,1199,249.42
65,exito,1201,249.25
66,exito,1202,249.29
67,exito,1199,249.83
68,exito,1200,249.21
69,exito,1202,249.34
70,exito,1201,249.29
71,exito,1201,249.85
72,exito,1202,248.99
73,exito,1201,248.72
74,exito,1201,249.74
75,exito,1201,249.63
76,exito,1203,248.99
77,exito,1205,246.86
78,exito,1202,248.82
79,exito,1201,249.57
80,exito,1201,248.5
81,exito,1203,249.43
82,exito,1201,249.87
83,exito,1200,249.27
84,exito,1201,249.67
85,exito,1201,249.6
86,exito,1199,250.43
87,exito,1200,250.05
88,exito,1201,249.66
89,exito,1200,248.83
90,exito,1202,249.4
91,exito,1199,249.85
92,exito,1202,248.56
93,exito,1200,249.04
94,exito,1201,250.18
95,exito,1203,249.32
96,exito,1202,249.58
97,exito,1203,247.82
98,exito,1206,247.75
99,exito,1203,247.57
100,exito,1199,250.4
101,exito,1202,248.44
102,exito,1199,250.14
103,exito,1201,250.23
104,exito,1200,249.88
105,exito,1201,249.44
106,exito,1201,249.27
107,exito,1203,248.97
108,exito,1202,249.46
109,exito,1203,249.32
110,exito,1201,249.46
111,exito,1200,250.57
112,exito,1206,246.84
113,exito,1208,247.29
114,exito,1200,249.6
115,exito,1203,248.2
116,exito,1201,249.2
117,exito,1201,249.13
118,exito,1203,249.92
119,exito,1200,249.4
120,exito,1200,249.86
121,exito,1204,247.51
122,exito,1204,246.98
123,exito,1202,248.94
124,exito,1202,249.43
125,exito,1203,249.02
126,exito,1199,250.61
127,exito,1202,248.36
128,exito,1202,248.98
129,exito,1201,249.58
130,exito,1201,250.47
131,exito,1201,248.5
132,exito,1205,246.79
133,exito,1203,248.96
134,exito,1202,250.02
135,exito,1200,250.11
136,exito,1200,248.11
137,exito,1200,249.92
138,exito,1202,249.19
139,exito,1204,248.75
140,exito,1203,248.69
141,exito,1201,249.57
142,exito,1204,249.24
143,exito,1199,249.63
144,exito,1200,249.96
145,exito,1201,249.51
146,exito,1200,249.69
147,exito,1201,249.0
148,exito,1202,249.11
149,exito,1203,249.02
150,exito,1202,248.78
151,exito,1201,249.87
152,exito,1200,249.41
153,exito,1201,249.83
154,exito,1209,247.25
155,exito,1202,249.39
156,exito,1204,247.83
157,exito,1200,250.06
158,exito,1199,249.59
159,exito,1200,250.02
160,exito,1201,248.11
161,exito,1208,248.03
162,exito,1201,249.78
163,exito,1204,248.36
164,exito,1202,248.31
165,exito,1200,249.9
166,exito,1198,250.28
167,exito,1200,249.81
168,exito,1199,249.19
169,exito,1199,249.79
170,exito,1202,248.72
171,exito,1204,247.35
172,exito,1201,250.06
173,exito,1200,249.62
174,exito,1201,249.84
175,exito,1208,246.62
176,exito,1200,249.04
177,exito,1200,249.15
178,exito,1201,250.21
179,exito,1201,250.16
180,exito,1202,249.83
181,exito,1200,250.19
182,exito,1202,248.6
183,exito,1202,249.74
184,exito,1201,250.26
185,exito,1201,249.46
186,exito,1200,249.86
187,exito,1202,248.19
188,exito,1206,247.13
189,exito,1206,247.59
190,exito,1201,249.49
191,exito,1200,249.63
192,exito,1206,247.52
193,exito,1202,248.71
194,exito,1200,249.6
195,exito,1204,248.03
196,exito,1204,248.43
197,exito,1207,247.84
198,exito,1201,249.22
199,exito,1199,249.93
200,exito,1203,248.27
201,exito,1200,249.37
202,exito,1200,248.52
203,exito,1203,248.61
204,exito,1203,247.29
205,exito,1200,250.21
206,exito,1201,250.05
207,exito,1200,248.89
208,exito,1200,249.91
209,exito,1201,249.36
210,exito,1202,249.17
211,exito,1201,249.98
212,exito,1201,249.55
213,exito,1203,248.64
214,exito,1213,245.45
215,exito,1201,250.19
216,exito,1210,246.11
217,exito,1205,247.81
218,exito,1206,248.21
219,exito,1199,250.53
220,exito,1203,247.53
221,exito,1201,249.15
222,exito,1200,249.83
223,exito,1201,249.55
224,exito,1205,248.46
225,exito,1200,249.73
226,exito,1205,248.29
227,exito,1202,249.61
228,exito,1200,248.6
229,exito,1201,249.57
230,exito,1202,249.62
231,exito,1203,249.54
232,exito,1209,245.96
233,exito,1198,249.82
234,exito,1211,244.96
235,exito,1202,249.31
236,exito,1204,248.03
237,exito,1204,247.39
238,exito,1202,249.02
239,exito,1203,248.45
240,exito,1203,248.14
241,exito,1201,249.12
242,exito,1199,250.17
243,exito,1207,247.09
244,exito,1201,249.66
245,exito,1203,248.19
246,exito,1203,247.7
247,exito,1202,248.92
248,exito,1201,249.96
249,exito,1200,250.05
250,exito,1200,250.57
251,exito,1203,249.45
252,exito,1201,250.23
253,exito,1200,249.92
254,exito,1200,249.83
255,exito,1200,249.54
256,exito,1209,246.14
257,exito,1199,250.54
258,exito,1203,250.49
259,exito,1206,247.2
260,exito,1201,250.02
261,exito,1201,249.86
262,exito,1204,248.37
263,exito,1213,246.32
264,exito,1203,248.67
265,exito,1206,247.55
266,exito,1205,248.23
267,exito,1202,249.45
268,exito,1202,248.11
269,exito,1203,247.5
270,exito,1202,248.77
271,exito,1206,247.62
272,exito,1202,250.05
273,exito,1204,247.67
274,exito,1200,250.34
275,exito,1202,249.13
276,exito,1200,249.3
277,exito,1201,248.63
278,exito,1200,250.19
279,exito,1202,249.72
280,exito,1202,249.59
281,exito,1203,248.9
282,exito,1201,249.72
283,exito,1200,249.69
284,exito,1200,250.46
285,exito,1201,250.11
286,exito,1202,248.23
287,exito,1200,249.07
288,exito,1202,250.06
289,exito,1202,249.49
290,exito,1199,250.3
291,exito,1202,248.44
292,exito,1201,250.22
293,exito,1202,249.14
294,exito,1203,249.16
295,exito,1201,250.18
296,exito,1201,249.61
297,exito,1201,249.91
298,exito,1201,249.46
299,exito,1201,249.23
300,exito,1202,248.89

RESUMEN_GLOBAL,,,
n_total,300,,
exito_%,100.0,,
colision_%,0.0,,
truncado_%,0.0,,
pasos_medio,1202.0,,
reward_medio,249.0,,
