episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga,n_replans
1,goal_01,col_exit,802,5.68,1,0,0
2,goal_01,col_exit,758,1.9,1,0,0
3,goal_01,col_exit,740,-1.75,1,0,0
4,goal_01,col_exit,752,0.46,1,0,0
5,goal_01,col_exit,757,1.44,1,0,0
6,goal_01,col_exit,749,-0.74,1,0,0
7,goal_01,col_exit,753,1.15,1,0,0
8,goal_01,col_exit,754,1.27,1,0,0
9,goal_01,col_exit,739,-1.56,1,0,0
10,goal_01,col_exit,746,-0.02,1,0,0
11,goal_01,col_exit,755,0.25,1,0,0
12,goal_01,col_exit,754,-0.98,1,0,0
13,goal_01,col_exit,752,0.97,1,0,0
14,goal_01,col_exit,756,-0.81,1,0,0
15,goal_01,col_exit,738,-1.35,1,0,0
16,goal_01,col_exit,744,-0.97,1,0,0
17,goal_01,col_exit,748,-0.88,1,0,0
18,goal_01,col_exit,753,1.15,1,0,0
19,goal_01,col_exit,754,1.28,1,0,0
20,goal_01,col_exit,739,-1.56,1,0,0
21,goal_01,col_exit,746,-0.02,1,0,0
22,goal_01,col_exit,755,0.25,1,0,0
23,goal_01,col_exit,754,-0.99,1,0,0
24,goal_01,col_exit,752,0.97,1,0,0
25,goal_01,col_exit,756,-0.81,1,0,0
26,goal_01,col_exit,738,-1.35,1,0,0
27,goal_01,col_exit,744,-0.97,1,0,0
28,goal_01,col_exit,748,-0.88,1,0,0
29,goal_01,col_exit,753,1.15,1,0,0
30,goal_01,col_exit,754,1.27,1,0,0
31,goal_01,col_exit,739,-1.56,1,0,0
32,goal_01,col_exit,746,-0.02,1,0,0
33,goal_01,col_exit,755,0.25,1,0,0
34,goal_01,col_exit,754,-0.99,1,0,0
35,goal_01,col_exit,752,0.97,1,0,0
36,goal_01,col_exit,756,-0.81,1,0,0
37,goal_01,col_exit,738,-1.35,1,0,0
38,goal_01,col_exit,744,-0.97,1,0,0
39,goal_01,col_exit,748,-0.88,1,0,0
40,goal_01,col_exit,753,1.15,1,0,0
41,goal_01,col_exit,754,1.27,1,0,0
42,goal_01,col_exit,739,-1.56,1,0,0
43,goal_01,col_exit,746,-0.02,1,0,0
44,goal_01,col_exit,755,0.25,1,0,0
45,goal_01,col_exit,754,-0.98,1,0,0
46,goal_01,col_exit,752,0.97,1,0,0
47,goal_01,col_exit,756,-0.81,1,0,0
48,goal_01,col_exit,738,-1.35,1,0,0
49,goal_01,col_exit,744,-0.97,1,0,0
50,goal_01,col_exit,748,-0.88,1,0,0
51,goal_01,col_exit,753,1.15,1,0,0
52,goal_01,col_exit,754,1.27,1,0,0
53,goal_01,col_exit,739,-1.56,1,0,0
54,goal_01,col_exit,746,-0.02,1,0,0
55,goal_01,col_exit,755,0.25,1,0,0
56,goal_01,col_exit,754,-0.98,1,0,0
57,goal_01,col_exit,752,0.97,1,0,0
58,goal_01,col_exit,756,-0.81,1,0,0
59,goal_01,col_exit,738,-1.35,1,0,0
60,goal_01,col_exit,744,-0.97,1,0,0
61,goal_01,col_exit,748,-0.88,1,0,0
62,goal_01,col_exit,753,1.15,1,0,0
63,goal_01,col_exit,754,1.27,1,0,0
64,goal_01,col_exit,739,-1.56,1,0,0
65,goal_01,col_exit,746,-0.02,1,0,0
66,goal_01,col_exit,755,0.25,1,0,0
67,goal_01,col_exit,754,-0.98,1,0,0
68,goal_01,col_exit,752,0.97,1,0,0
69,goal_01,col_exit,756,-0.81,1,0,0
70,goal_01,col_exit,738,-1.35,1,0,0
71,goal_01,col_exit,744,-0.97,1,0,0
72,goal_01,col_exit,748,-0.88,1,0,0
73,goal_01,col_exit,753,1.15,1,0,0
74,goal_01,col_exit,754,1.27,1,0,0
75,goal_01,col_exit,739,-1.56,1,0,0
76,goal_01,col_exit,746,-0.02,1,0,0
77,goal_01,col_exit,755,0.25,1,0,0
78,goal_01,col_exit,754,-0.98,1,0,0
79,goal_01,col_exit,752,0.97,1,0,0
80,goal_01,col_exit,756,-0.81,1,0,0
81,goal_01,col_exit,738,-1.35,1,0,0
82,goal_01,col_exit,744,-0.97,1,0,0
83,goal_01,col_exit,748,-0.88,1,0,0
84,goal_01,col_exit,753,1.15,1,0,0
85,goal_01,col_exit,754,1.28,1,0,0
86,goal_01,col_exit,739,-1.56,1,0,0
87,goal_01,col_exit,746,-0.02,1,0,0
88,goal_01,col_exit,755,0.25,1,0,0
89,goal_01,col_exit,754,-0.98,1,0,0
90,goal_01,col_exit,752,0.97,1,0,0
91,goal_01,col_exit,756,-0.81,1,0,0
92,goal_01,col_exit,738,-1.35,1,0,0
93,goal_01,col_exit,744,-0.97,1,0,0
94,goal_01,col_exit,748,-0.88,1,0,0
95,goal_01,col_exit,753,1.15,1,0,0
96,goal_01,col_exit,754,1.27,1,0,0
97,goal_01,col_exit,739,-1.56,1,0,0
98,goal_01,col_exit,746,-0.02,1,0,0
99,goal_01,col_exit,755,0.25,1,0,0
100,goal_01,col_exit,754,-0.99,1,0,0
101,goal_02,exito,2980,589.44,1,1,0
102,goal_02,col_exit,835,-9.42,1,0,0
103,goal_02,col_return,2195,248.89,1,1,0
104,goal_02,exito,2981,588.03,1,1,0
105,goal_02,exito,2966,592.61,1,1,0
106,goal_02,col_exit,858,-7.03,1,0,0
107,goal_02,col_return,2173,239.37,1,1,0
108,goal_02,col_exit,834,-9.32,1,0,0
109,goal_02,col_return,2170,239.13,1,1,0
110,goal_02,exito,2987,587.84,1,1,0
111,goal_02,exito,2997,590.48,1,1,0
112,goal_02,col_exit,844,-14.4,1,0,0
113,goal_02,col_return,2160,245.06,1,1,0
114,goal_02,col_exit,836,-9.31,1,0,0
115,goal_02,col_return,2169,238.66,1,1,0
116,goal_02,exito,2984,587.62,1,1,0
117,goal_02,exito,2987,588.11,1,1,0
118,goal_02,col_exit,835,-9.36,1,0,0
119,goal_02,col_return,2222,248.57,1,1,0
120,goal_02,col_return,2205,241.44,1,1,0
121,goal_02,exito,2983,586.28,1,1,0
122,goal_02,col_exit,836,-9.21,1,0,0
123,goal_02,col_return,2222,248.59,1,1,0
124,goal_02,col_return,2205,241.43,1,1,0
125,goal_02,exito,2981,587.07,1,1,0
126,goal_02,col_exit,835,-9.45,1,0,0
127,goal_02,col_return,2178,239.45,1,1,0
128,goal_02,col_exit,839,-10.31,1,0,0
129,goal_02,col_return,2174,247.8,1,1,0
130,goal_02,exito,2994,590.64,1,1,0
131,goal_02,exito,2986,588.37,1,1,0
132,goal_02,col_exit,836,-9.06,1,0,0
133,goal_02,col_return,2190,248.42,1,1,0
134,goal_02,exito,2993,586.09,1,1,0
135,goal_02,exito,2967,593.35,1,1,0
136,goal_02,col_exit,840,-10.77,1,0,0
137,goal_02,col_return,2178,246.7,1,1,0
138,goal_02,col_exit,836,-9.46,1,0,0
139,goal_02,col_return,2175,246.88,1,1,0
140,goal_02,exito,2975,591.79,1,1,0
141,goal_02,exito,2996,586.56,1,1,0
142,goal_02,col_exit,836,-10.55,1,0,0
143,goal_02,col_return,2196,248.21,1,1,0
144,goal_02,exito,2982,588.25,1,1,0
145,goal_02,exito,2967,592.69,1,1,0
146,goal_02,col_exit,857,-7.2,1,0,0
147,goal_02,col_return,2173,239.6,1,1,0
148,goal_02,col_exit,834,-9.32,1,0,0
149,goal_02,col_return,2170,239.12,1,1,0
150,goal_02,exito,2994,586.89,1,1,0
151,goal_02,exito,2980,590.14,1,1,0
152,goal_02,col_exit,842,-13.51,1,0,0
153,goal_02,col_return,2171,246.42,1,1,0
154,goal_02,col_exit,836,-9.87,1,0,0
155,goal_02,col_return,2170,238.63,1,1,0
156,goal_02,exito,2988,587.07,1,1,0
157,goal_02,exito,2984,588.28,1,1,0
158,goal_02,col_exit,835,-9.43,1,0,0
159,goal_02,col_return,2221,248.47,1,1,0
160,goal_02,col_return,2205,241.44,1,1,0
161,goal_02,exito,2983,586.27,1,1,0
162,goal_02,col_exit,836,-9.2,1,0,0
163,goal_02,col_return,2222,248.6,1,1,0
164,goal_02,col_return,2205,241.41,1,1,0
165,goal_02,exito,2981,586.86,1,1,0
166,goal_02,col_exit,835,-9.47,1,0,0
167,goal_02,col_return,2178,239.44,1,1,0
168,goal_02,col_exit,839,-10.31,1,0,0
169,goal_02,col_return,2170,239.14,1,1,0
170,goal_02,exito,2983,588.94,1,1,0
171,goal_02,exito,2984,588.0,1,1,0
172,goal_02,col_exit,836,-9.62,1,0,0
173,goal_02,exito,2967,592.66,1,1,0
174,goal_02,col_return,2225,240.98,1,1,0
175,goal_02,exito,2981,586.87,1,1,0
176,goal_02,col_exit,843,-13.98,1,0,0
177,goal_02,col_return,2167,238.98,1,1,0
178,goal_02,col_exit,835,-9.56,1,0,0
179,goal_02,col_return,2178,247.19,1,1,0
180,goal_02,exito,2984,588.18,1,1,0
181,goal_02,exito,2981,588.8,1,1,0
182,goal_02,col_exit,835,-9.44,1,0,0
183,goal_02,col_return,2176,239.03,1,1,0
184,goal_02,col_exit,839,-10.32,1,0,0
185,goal_02,col_return,2170,239.13,1,1,0
186,goal_02,exito,2991,587.99,1,1,0
187,goal_02,exito,2984,588.59,1,1,0
