episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga,n_replans
1,goal_01,col_exit,842,-15.4,1,0,1
2,goal_01,col_return,2203,246.56,1,1,3
3,goal_01,col_exit,841,-17.32,1,0,2
4,goal_01,col_return,2151,250.74,1,1,1
5,goal_01,col_exit,822,-16.92,1,0,1
6,goal_01,col_return,2178,250.71,1,1,2
7,goal_01,col_exit,852,-20.84,1,0,2
8,goal_01,col_return,2129,252.61,1,1,0
9,goal_01,col_exit,843,-16.25,1,0,1
10,goal_01,col_return,2169,249.95,1,1,2
11,goal_01,col_exit,821,-16.85,1,0,1
12,goal_01,col_return,2177,249.94,1,1,1
13,goal_01,col_exit,844,-17.99,1,0,2
14,goal_01,col_return,2149,252.76,1,1,2
15,goal_01,col_exit,853,-17.72,1,0,2
16,goal_01,col_return,2157,251.37,1,1,2
17,goal_01,col_exit,817,-17.22,1,0,1
18,goal_01,col_return,2177,251.12,1,1,2
19,goal_01,col_exit,840,-17.86,1,0,1
20,goal_01,col_return,2153,254.91,1,1,3
21,goal_01,col_exit,854,-19.51,1,0,2
22,goal_01,col_return,2141,249.97,1,1,0
23,goal_01,col_exit,817,-15.36,1,0,1
24,goal_01,col_return,2191,247.53,1,1,3
25,goal_01,col_exit,838,-17.84,1,0,1
26,goal_01,col_return,2144,252.85,1,1,2
27,goal_01,col_exit,841,-16.49,1,0,1
28,goal_01,col_return,2171,252.44,1,1,3
29,goal_01,col_exit,818,-17.03,1,0,1
30,goal_01,col_return,2166,249.21,1,1,1
31,goal_01,col_exit,839,-17.21,1,0,1
32,goal_01,col_return,2167,250.71,1,1,3
33,goal_01,col_exit,841,-16.8,1,0,1
34,goal_01,col_return,2153,250.54,1,1,1
35,goal_01,col_exit,824,-15.59,1,0,1
36,goal_01,col_return,2180,249.59,1,1,1
37,goal_01,col_exit,840,-17.82,1,0,1
38,goal_01,col_return,2140,252.94,1,1,2
39,goal_01,col_exit,843,-16.37,1,0,1
40,goal_01,col_return,2170,250.07,1,1,2
41,goal_01,col_exit,829,-16.29,1,0,1
42,goal_01,col_return,2179,250.21,1,1,2
43,goal_01,col_exit,850,-20.81,1,0,2
44,goal_01,col_return,2133,252.12,1,1,0
45,goal_01,col_exit,848,-16.98,1,0,1
46,goal_01,col_return,2164,250.86,1,1,2
47,goal_01,col_exit,814,-17.05,1,0,1
48,goal_01,col_return,2176,249.63,1,1,1
49,goal_01,col_exit,839,-17.69,1,0,1
50,goal_01,col_return,2164,253.0,1,1,2
51,goal_01,col_exit,868,-26.88,1,0,2
52,goal_01,col_return,2122,250.5,1,1,0
53,goal_01,col_exit,817,-15.74,1,0,1
54,goal_01,col_return,2187,246.42,1,1,2
55,goal_01,col_exit,836,-18.02,1,0,1
56,goal_01,col_return,2144,253.0,1,1,2
57,goal_01,col_exit,842,-16.42,1,0,1
58,goal_01,col_return,2173,250.18,1,1,2
59,goal_01,col_exit,817,-16.64,1,0,1
60,goal_01,col_return,2186,247.63,1,1,2
61,goal_01,col_exit,839,-17.79,1,0,1
62,goal_01,col_return,2148,255.26,1,1,1
63,goal_01,col_exit,835,-16.16,1,0,1
64,goal_01,col_return,2174,251.79,1,1,3
65,goal_01,col_exit,819,-16.65,1,0,1
66,goal_01,col_return,2169,249.9,1,1,1
67,goal_01,col_exit,840,-17.54,1,0,1
68,goal_01,col_return,2170,253.93,1,1,3
69,goal_01,col_exit,840,-17.72,1,0,2
70,goal_01,col_return,2149,250.92,1,1,1
71,goal_01,col_exit,826,-16.01,1,0,1
72,goal_01,col_return,2178,250.62,1,1,2
73,goal_01,col_exit,852,-20.89,1,0,2
74,goal_01,col_return,2129,251.64,1,1,0
75,goal_01,col_exit,845,-16.24,1,0,1
76,goal_01,col_return,2167,250.22,1,1,2
77,goal_01,col_exit,821,-16.51,1,0,1
78,goal_01,col_return,2177,249.8,1,1,1
79,goal_01,col_exit,843,-18.15,1,0,1
80,goal_01,col_return,2150,253.14,1,1,2
81,goal_01,col_exit,853,-17.51,1,0,2
82,goal_01,col_return,2156,251.42,1,1,2
83,goal_01,col_exit,817,-17.07,1,0,1
84,goal_01,col_return,2175,250.06,1,1,1
85,goal_01,col_exit,838,-17.99,1,0,1
86,goal_01,col_return,2158,254.23,1,1,3
87,goal_01,col_exit,856,-19.6,1,0,2
88,goal_01,col_return,2139,250.06,1,1,0
89,goal_01,col_exit,817,-15.33,1,0,1
90,goal_01,col_return,2191,247.11,1,1,3
91,goal_01,col_exit,837,-18.32,1,0,1
92,goal_01,col_return,2143,252.62,1,1,2
93,goal_01,col_exit,837,-15.77,1,0,1
94,goal_01,col_return,2177,251.08,1,1,3
95,goal_01,col_exit,818,-17.07,1,0,1
96,goal_01,col_return,2166,248.92,1,1,1
97,goal_01,col_exit,840,-17.23,1,0,1
98,goal_01,col_return,2166,250.72,1,1,3
99,goal_01,col_exit,839,-16.56,1,0,1
100,goal_01,col_return,2153,250.79,1,1,1
101,goal_02,col_return,2246,253.27,1,1,3
102,goal_02,col_return,2252,253.55,1,1,3
103,goal_02,col_return,2258,255.65,1,1,3
104,goal_02,col_return,2245,256.36,1,1,2
105,goal_02,col_return,2259,255.59,1,1,3
106,goal_02,col_return,2243,256.94,1,1,2
107,goal_02,col_return,2252,257.38,1,1,3
108,goal_02,col_return,2250,258.02,1,1,3
109,goal_02,col_return,2249,258.49,1,1,3
110,goal_02,col_return,2248,258.2,1,1,3
111,goal_02,col_return,2232,256.49,1,1,2
112,goal_02,col_return,2287,255.32,1,1,3
113,goal_02,col_return,2216,257.26,1,1,1
114,goal_02,col_return,2252,253.86,1,1,3
115,goal_02,col_return,2259,255.41,1,1,3
116,goal_02,col_return,2244,256.44,1,1,2
117,goal_02,col_return,2250,256.63,1,1,2
118,goal_02,col_return,2252,257.31,1,1,3
119,goal_02,col_return,2250,258.5,1,1,3
120,goal_02,col_return,2250,257.38,1,1,3
121,goal_02,col_return,2247,258.06,1,1,3
122,goal_02,col_return,2232,256.51,1,1,2
123,goal_02,col_return,2287,255.3,1,1,3
124,goal_02,col_return,2216,256.93,1,1,1
125,goal_02,col_return,2252,253.54,1,1,3
126,goal_02,col_return,2259,255.59,1,1,3
127,goal_02,col_return,2244,256.44,1,1,2
128,goal_02,col_return,2250,256.06,1,1,2
129,goal_02,col_return,2252,257.82,1,1,3
130,goal_02,col_return,2250,258.39,1,1,3
131,goal_02,col_return,2250,258.07,1,1,3
132,goal_02,col_return,2247,258.16,1,1,3
133,goal_02,col_return,2232,256.48,1,1,2
134,goal_02,col_return,2286,255.8,1,1,3
135,goal_02,col_return,2217,257.37,1,1,1
136,goal_02,col_return,2252,253.8,1,1,3
137,goal_02,col_return,2260,255.92,1,1,3
138,goal_02,col_return,2243,257.15,1,1,2
139,goal_02,col_return,2250,256.18,1,1,2
140,goal_02,col_return,2252,257.39,1,1,3
141,goal_02,col_return,2250,258.31,1,1,3
142,goal_02,col_return,2250,257.91,1,1,3
143,goal_02,col_return,2247,258.12,1,1,3
144,goal_02,col_return,2232,256.22,1,1,2
145,goal_02,col_return,2287,255.25,1,1,3
146,goal_02,col_return,2216,257.0,1,1,1
147,goal_02,col_return,2252,253.45,1,1,3
148,goal_02,col_return,2260,255.88,1,1,3
149,goal_02,col_return,2243,257.13,1,1,2
150,goal_02,col_return,2250,255.91,1,1,2
151,goal_02,col_return,2252,256.8,1,1,3
152,goal_02,col_return,2250,257.86,1,1,3
153,goal_02,col_return,2249,258.58,1,1,3
154,goal_02,col_return,2248,257.78,1,1,3
155,goal_02,col_return,2231,257.19,1,1,2
156,goal_02,col_return,2287,256.18,1,1,3
157,goal_02,col_return,2217,257.4,1,1,1
158,goal_02,col_return,2258,255.55,1,1,3
159,goal_02,col_return,2245,256.12,1,1,2
160,goal_02,col_return,2259,255.46,1,1,3
161,goal_02,col_return,2243,256.77,1,1,2
162,goal_02,col_return,2252,257.39,1,1,3
163,goal_02,col_return,2250,258.69,1,1,3
164,goal_02,col_return,2250,257.69,1,1,3
165,goal_02,col_return,2247,258.14,1,1,3
166,goal_02,col_return,2231,256.78,1,1,2
167,goal_02,col_return,2287,256.18,1,1,3
168,goal_02,col_return,2217,256.53,1,1,1
169,goal_02,col_return,2259,255.62,1,1,3
170,goal_02,col_return,2244,256.46,1,1,2
171,goal_02,col_return,2259,255.56,1,1,3
172,goal_02,col_return,2243,256.92,1,1,2
173,goal_02,col_return,2252,257.17,1,1,3
174,goal_02,col_return,2250,257.43,1,1,3
175,goal_02,col_return,2250,258.05,1,1,3
176,goal_02,col_return,2247,258.13,1,1,3
177,goal_02,col_return,2232,256.12,1,1,2
178,goal_02,col_return,2286,255.66,1,1,3
179,goal_02,col_return,2217,257.02,1,1,1
180,goal_02,col_return,2252,253.57,1,1,3
181,goal_02,col_return,2260,255.48,1,1,3
182,goal_02,col_return,2243,257.38,1,1,2
183,goal_02,col_return,2250,256.13,1,1,2
184,goal_02,col_return,2252,257.35,1,1,3
185,goal_02,col_return,2250,257.75,1,1,3
186,goal_02,col_return,2249,258.43,1,1,3
187,goal_02,col_return,2248,258.64,1,1,3
188,goal_02,col_return,2231,256.38,1,1,2
189,goal_02,col_return,2287,256.07,1,1,3
190,goal_02,col_return,2217,256.9,1,1,1
191,goal_02,col_return,2258,255.65,1,1,3
192,goal_02,col_return,2245,255.62,1,1,2
193,goal_02,col_return,2259,255.05,1,1,3
194,goal_02,col_return,2243,257.65,1,1,2
195,goal_02,col_return,2252,256.73,1,1,3
196,goal_02,col_return,2250,257.67,1,1,3
197,goal_02,col_return,2250,257.65,1,1,3
198,goal_02,col_return,2247,258.13,1,1,3
199,goal_02,col_return,2231,256.49,1,1,2
200,goal_02,col_return,2287,251.99,1,1,3
201,goal_03,col_return,2310,271.3,1,1,2
202,goal_03,exito,3079,636.76,1,1,0
203,goal_03,exito,3088,631.44,1,1,0
204,goal_03,col_exit,1020,12.26,1,0,0
205,goal_03,col_exit,1059,16.46,1,0,1
206,goal_03,exito,3065,640.05,1,1,0
207,goal_03,exito,3085,634.44,1,1,0
208,goal_03,col_exit,1033,14.55,1,0,0
209,goal_03,col_exit,1063,13.14,1,0,1
210,goal_03,exito,3114,641.26,1,1,0
211,goal_03,col_exit,1073,18.65,1,0,0
212,goal_03,col_exit,1049,17.14,1,0,0
213,goal_03,exito,3074,636.76,1,1,2
214,goal_03,exito,3087,632.68,1,1,0
215,goal_03,col_exit,1033,14.76,1,0,0
216,goal_03,col_exit,1053,17.11,1,0,0
217,goal_03,exito,3092,640.51,1,1,0
218,goal_03,exito,3078,632.0,1,1,0
219,goal_03,col_exit,1032,9.75,1,0,1
220,goal_03,col_exit,1040,16.02,1,0,0
221,goal_03,exito,3083,635.73,1,1,0
222,goal_03,exito,3088,631.98,1,1,0
223,goal_03,col_exit,1027,13.05,1,0,0
224,goal_03,col_exit,1050,18.54,1,0,0
225,goal_03,exito,3075,636.66,1,1,2
226,goal_03,exito,3087,632.64,1,1,0
227,goal_03,col_exit,1033,14.73,1,0,0
228,goal_03,col_exit,1053,17.28,1,0,0
229,goal_03,exito,3089,639.71,1,1,0
230,goal_03,exito,3075,633.08,1,1,0
231,goal_03,col_exit,1034,11.27,1,0,1
232,goal_03,col_exit,1044,15.98,1,0,0
233,goal_03,exito,3107,622.38,1,1,2
234,goal_03,col_exit,1077,18.45,1,0,0
235,goal_03,col_exit,1077,16.74,1,0,0
236,goal_03,exito,3118,640.54,1,1,0
237,goal_03,exito,3072,626.19,1,1,0
238,goal_03,col_exit,1018,7.87,1,0,1
239,goal_03,col_exit,1035,11.32,1,0,1
240,goal_03,exito,3078,636.56,1,1,0
241,goal_03,exito,3089,632.52,1,1,0
242,goal_03,col_exit,1007,12.11,1,0,0
243,goal_03,col_exit,1075,19.46,1,0,0
244,goal_03,exito,3065,639.74,1,1,0
245,goal_03,exito,3087,633.99,1,1,0
246,goal_03,col_exit,1018,14.31,1,0,0
247,goal_03,col_exit,1076,16.64,1,0,0
248,goal_03,exito,3115,640.18,1,1,0
249,goal_03,exito,3073,627.02,1,1,0
250,goal_03,col_exit,1017,8.04,1,0,1
251,goal_03,col_exit,1036,11.6,1,0,1
252,goal_03,exito,3080,636.36,1,1,0
253,goal_03,exito,3088,632.18,1,1,0
254,goal_03,col_exit,1008,12.45,1,0,0
255,goal_03,col_exit,1074,18.26,1,0,0
256,goal_03,exito,3064,639.89,1,1,0
257,goal_03,exito,3087,634.05,1,1,0
258,goal_03,col_exit,1020,14.05,1,0,0
259,goal_03,col_exit,1076,16.64,1,0,0
260,goal_03,exito,3119,640.01,1,1,0
261,goal_03,exito,3073,625.91,1,1,0
262,goal_03,col_exit,1017,7.82,1,0,1
263,goal_03,col_exit,1035,11.07,1,0,1
264,goal_03,exito,3079,636.37,1,1,0
265,goal_03,exito,3085,632.04,1,1,0
266,goal_03,col_exit,1009,12.37,1,0,0
267,goal_03,col_exit,1074,18.25,1,0,0
268,goal_03,exito,3064,639.61,1,1,0
269,goal_03,exito,3087,633.76,1,1,0
270,goal_03,col_exit,1020,14.13,1,0,0
271,goal_03,col_exit,1076,16.62,1,0,0
272,goal_03,exito,3116,640.47,1,1,0
273,goal_03,exito,3074,626.49,1,1,0
274,goal_03,col_exit,1017,8.14,1,0,1
275,goal_03,col_exit,1035,11.44,1,0,1
276,goal_03,exito,3081,637.14,1,1,0
277,goal_03,exito,3086,631.59,1,1,0
278,goal_03,col_exit,1008,12.25,1,0,0
279,goal_03,col_exit,1074,17.92,1,0,0
280,goal_03,exito,3063,639.72,1,1,0
281,goal_03,exito,3086,634.15,1,1,0
282,goal_03,col_exit,1032,13.26,1,0,0
283,goal_03,col_exit,1066,13.4,1,0,1
284,goal_03,exito,3109,640.73,1,1,0
285,goal_03,exito,3074,628.3,1,1,0
286,goal_03,col_exit,1018,8.33,1,0,1
287,goal_03,col_exit,1038,11.91,1,0,1
288,goal_03,exito,3083,636.42,1,1,0
289,goal_03,exito,3088,632.48,1,1,0
290,goal_03,col_exit,1007,12.05,1,0,0
291,goal_03,col_exit,1075,19.68,1,0,0
292,goal_03,exito,3063,639.55,1,1,0
293,goal_03,exito,3086,634.34,1,1,0
294,goal_03,col_exit,1024,14.02,1,0,0
295,goal_03,col_exit,1073,16.78,1,0,1
296,goal_03,exito,3113,640.01,1,1,0
297,goal_03,exito,3073,627.44,1,1,0
298,goal_03,col_exit,1017,8.46,1,0,1
299,goal_03,col_exit,1037,11.44,1,0,1
300,goal_03,exito,3083,636.56,1,1,0
301,goal_04,exito,3271,664.7,1,1,1
302,goal_04,col_exit,1206,36.43,1,0,0
303,goal_04,exito,3259,653.69,1,1,2
304,goal_04,col_return,2496,279.93,1,1,1
305,goal_04,exito,3274,652.24,1,1,0
306,goal_04,exito,3243,656.0,1,1,0
307,goal_04,exito,3291,621.27,1,1,1
308,goal_04,col_exit,1245,33.47,1,0,0
309,goal_04,col_exit,1198,31.48,1,0,1
310,goal_04,exito,3272,664.27,1,1,1
311,goal_04,col_exit,1211,35.31,1,0,0
312,goal_04,exito,3258,653.33,1,1,2
313,goal_04,col_exit,1245,40.43,1,0,0
314,goal_04,exito,3252,649.3,1,1,2
315,goal_04,exito,3347,628.93,1,1,1
316,goal_04,col_exit,1203,33.46,1,0,0
317,goal_04,col_exit,1203,32.23,1,0,1
318,goal_04,exito,3270,664.4,1,1,1
319,goal_04,col_exit,1231,35.69,1,0,0
320,goal_04,exito,3270,664.47,1,1,1
321,goal_04,col_exit,1208,35.15,1,0,0
322,goal_04,exito,3261,652.62,1,1,2
323,goal_04,exito,3347,633.12,1,1,1
324,goal_04,col_exit,1195,33.27,1,0,0
325,goal_04,col_exit,1203,36.06,1,0,0
326,goal_04,exito,3252,649.71,1,1,2
327,goal_04,col_return,2478,279.81,1,1,1
328,goal_04,col_return,2472,290.74,1,1,2
329,goal_04,col_exit,1162,23.39,1,0,2
330,goal_04,col_exit,1181,24.19,1,0,2
331,goal_04,exito,3239,659.61,1,1,0
332,goal_04,col_exit,1208,32.28,1,0,1
333,goal_04,exito,3292,657.14,1,1,1
334,goal_04,col_exit,1187,34.28,1,0,0
335,goal_04,exito,3274,644.19,1,1,2
336,goal_04,col_return,2445,286.67,1,1,0
337,goal_04,exito,3280,645.04,1,1,2
338,goal_04,exito,3274,644.45,1,1,2
339,goal_04,col_return,2445,291.8,1,1,1
340,goal_04,exito,3280,645.41,1,1,2
341,goal_04,exito,3275,645.3,1,1,2
342,goal_04,col_return,2447,289.1,1,1,1
343,goal_04,exito,3290,646.96,1,1,2
344,goal_04,exito,3294,657.03,1,1,1
345,goal_04,col_exit,1193,34.53,1,0,0
346,goal_04,exito,3267,647.18,1,1,2
347,goal_04,col_exit,1236,38.64,1,0,0
348,goal_04,exito,3310,638.59,1,1,2
349,goal_04,col_exit,1193,32.32,1,0,1
350,goal_04,exito,3295,656.88,1,1,1
351,goal_04,col_exit,1204,31.7,1,0,1
352,goal_04,exito,3292,657.49,1,1,1
353,goal_04,col_exit,1187,34.35,1,0,0
354,goal_04,exito,3274,644.2,1,1,2
355,goal_04,col_exit,1228,38.29,1,0,0
