episodio,goal_id,resultado,pasos_total,reward_total,llego_estanteria,llego_descarga,n_replans
1,goal_01,exito,2795,603.9,1,1,0
2,goal_01,col_exit,801,2.78,1,0,0
3,goal_01,col_exit,731,-3.26,1,0,0
4,goal_01,col_exit,760,-1.17,1,0,0
5,goal_01,col_exit,759,-3.09,1,0,1
6,goal_01,col_exit,740,-3.12,1,0,0
7,goal_01,col_exit,750,-2.64,1,0,1
8,goal_01,col_exit,757,-5.78,1,0,1
9,goal_01,col_exit,733,-3.4,1,0,0
10,goal_01,col_exit,759,-2.57,1,0,1
11,goal_01,col_exit,756,-6.03,1,0,1
12,goal_01,col_exit,739,-3.3,1,0,0
13,goal_01,col_exit,754,-3.28,1,0,1
14,goal_01,col_exit,734,-3.24,1,0,0
15,goal_01,col_exit,757,-1.09,1,0,0
16,goal_01,col_exit,758,-3.69,1,0,1
17,goal_01,col_exit,742,-2.97,1,0,0
18,goal_01,col_exit,748,-2.15,1,0,0
19,goal_01,col_exit,756,-3.49,1,0,1
20,goal_01,col_exit,738,-3.04,1,0,0
21,goal_01,col_exit,757,-2.34,1,0,1
22,goal_01,col_exit,753,-4.31,1,0,1
23,goal_01,col_exit,742,-2.97,1,0,0
24,goal_01,col_exit,752,-2.41,1,0,1
25,goal_01,col_exit,735,-3.48,1,0,0
26,goal_01,col_exit,760,-0.86,1,0,0
27,goal_01,col_exit,755,-3.07,1,0,1
28,goal_01,col_exit,741,-3.57,1,0,0
29,goal_01,col_exit,752,-1.91,1,0,0
30,goal_01,col_exit,751,-2.41,1,0,1
31,goal_01,col_exit,740,-3.21,1,0,0
32,goal_01,col_exit,760,-2.19,1,0,1
33,goal_01,col_exit,749,-3.37,1,0,1
34,goal_01,col_exit,741,-3.43,1,0,0
35,goal_01,col_exit,757,-2.22,1,0,1
36,goal_01,col_exit,732,-3.13,1,0,0
37,goal_01,col_exit,760,-1.16,1,0,0
38,goal_01,col_exit,759,-3.09,1,0,1
39,goal_01,col_exit,740,-3.12,1,0,0
40,goal_01,col_exit,750,-2.63,1,0,1
41,goal_01,col_exit,757,-5.78,1,0,1
42,goal_01,col_exit,733,-3.4,1,0,0
43,goal_01,col_exit,759,-2.57,1,0,1
44,goal_01,col_exit,756,-6.03,1,0,1
45,goal_01,col_exit,739,-3.3,1,0,0
46,goal_01,col_exit,754,-3.27,1,0,1
47,goal_01,col_exit,734,-3.26,1,0,0
48,goal_01,col_exit,757,-1.09,1,0,0
49,goal_01,col_exit,758,-3.69,1,0,1
50,goal_01,col_exit,742,-2.97,1,0,0
51,goal_01,col_exit,748,-2.15,1,0,0
52,goal_01,col_exit,756,-3.49,1,0,1
53,goal_01,col_exit,738,-3.04,1,0,0
54,goal_01,col_exit,757,-2.34,1,0,1
55,goal_01,col_exit,753,-4.32,1,0,1
56,goal_01,col_exit,742,-2.97,1,0,0
57,goal_01,col_exit,752,-2.41,1,0,1
58,goal_01,col_exit,735,-3.48,1,0,0
59,goal_01,col_exit,760,-0.86,1,0,0
60,goal_01,col_exit,755,-3.07,1,0,1
61,goal_01,col_exit,741,-3.58,1,0,0
62,goal_01,col_exit,752,-1.9,1,0,0
63,goal_01,col_exit,751,-2.41,1,0,1
64,goal_01,col_exit,740,-3.22,1,0,0
65,goal_01,col_exit,760,-2.19,1,0,1
66,goal_01,col_exit,749,-3.37,1,0,1
67,goal_01,col_exit,741,-3.43,1,0,0
68,goal_01,col_exit,757,-2.22,1,0,1
69,goal_01,col_exit,732,-3.15,1,0,0
70,goal_01,col_exit,760,-1.16,1,0,0
71,goal_01,col_exit,759,-3.1,1,0,1
72,goal_01,col_exit,740,-3.09,1,0,0
73,goal_01,col_exit,750,-2.63,1,0,1
74,goal_01,col_exit,757,-5.79,1,0,1
75,goal_01,col_exit,733,-3.4,1,0,0
76,goal_01,col_exit,759,-2.57,1,0,1
77,goal_01,col_exit,756,-6.03,1,0,1
78,goal_01,col_exit,739,-3.3,1,0,0
79,goal_01,col_exit,754,-3.28,1,0,1
80,goal_01,col_exit,734,-3.25,1,0,0
81,goal_01,col_exit,757,-1.09,1,0,0
82,goal_01,col_exit,758,-3.7,1,0,1
83,goal_01,col_exit,742,-2.97,1,0,0
84,goal_01,col_exit,748,-2.12,1,0,0
85,goal_01,col_exit,756,-3.5,1,0,1
86,goal_01,col_exit,738,-3.04,1,0,0
87,goal_01,col_exit,757,-2.34,1,0,1
88,goal_01,col_exit,753,-4.32,1,0,1
89,goal_01,col_exit,742,-2.97,1,0,0
90,goal_01,col_exit,752,-2.41,1,0,1
91,goal_01,col_exit,735,-3.48,1,0,0
92,goal_01,col_exit,760,-0.85,1,0,0
93,goal_01,col_exit,755,-3.07,1,0,1
94,goal_01,col_exit,741,-3.57,1,0,0
95,goal_01,col_exit,752,-1.91,1,0,0
96,goal_01,col_exit,751,-2.41,1,0,1
97,goal_01,col_exit,740,-3.21,1,0,0
98,goal_01,col_exit,760,-2.19,1,0,1
99,goal_01,col_exit,749,-3.37,1,0,1
100,goal_01,col_exit,741,-3.43,1,0,0
101,goal_02,col_exit,817,-5.3,1,0,2
102,goal_02,exito,2842,625.51,1,1,1
103,goal_02,col_exit,843,7.25,1,0,0
104,goal_02,col_exit,811,-3.7,1,0,2
105,goal_02,exito,2844,624.47,1,1,1
106,goal_02,col_exit,846,6.99,1,0,0
107,goal_02,col_exit,801,0.24,1,0,1
108,goal_02,exito,2843,626.17,1,1,1
109,goal_02,col_exit,856,7.39,1,0,1
110,goal_02,col_exit,801,-0.23,1,0,2
111,goal_02,exito,2841,625.84,1,1,1
112,goal_02,col_exit,853,7.54,1,0,1
113,goal_02,col_exit,805,-0.65,1,0,2
114,goal_02,exito,2840,626.35,1,1,1
115,goal_02,col_exit,841,9.94,1,0,0
116,goal_02,col_exit,807,-1.7,1,0,1
117,goal_02,exito,2847,623.4,1,1,1
118,goal_02,col_exit,848,7.93,1,0,0
119,goal_02,col_exit,819,-8.57,1,0,2
120,goal_02,exito,2843,620.47,1,1,1
121,goal_02,col_exit,840,7.02,1,0,1
122,goal_02,col_exit,808,-4.64,1,0,2
123,goal_02,exito,2843,626.11,1,1,1
124,goal_02,col_exit,850,6.97,1,0,1
125,goal_02,col_exit,806,-1.27,1,0,2
126,goal_02,exito,2836,624.41,1,1,1
127,goal_02,col_exit,856,6.84,1,0,1
128,goal_02,col_exit,806,-1.57,1,0,2
129,goal_02,exito,2836,624.27,1,1,1
130,goal_02,col_exit,835,9.63,1,0,0
131,goal_02,col_exit,802,-0.26,1,0,1
132,goal_02,exito,2851,625.93,1,1,1
133,goal_02,col_exit,849,8.63,1,0,0
134,goal_02,col_exit,816,-4.61,1,0,2
135,goal_02,exito,2840,626.28,1,1,1
136,goal_02,col_exit,847,7.69,1,0,0
137,goal_02,col_exit,812,-4.13,1,0,2
