episodio,goal_id,tipo_episodio,resultado,pasos,reward,llego_estanteria
1938,goal_20,ciclo_completo,exito,1964,410.9,True
1939,goal_20,ciclo_completo,exito,1964,410.9,True
1940,goal_20,ciclo_completo,exito,1964,410.91,True
1941,goal_20,ciclo_completo,exito,1964,410.92,True
1942,goal_20,ciclo_completo,exito,1964,410.9,True
1943,goal_20,ciclo_completo,exito,1964,410.9,True
1944,goal_20,ciclo_completo,exito,1964,410.91,True
1945,goal_20,ciclo_completo,exito,1964,410.92,True
1946,goal_20,ciclo_completo,exito,1964,410.92,True
1947,goal_20,ciclo_completo,exito,1964,410.92,True
1948,goal_20,ciclo_completo,exito,1964,410.91,True
1949,goal_20,ciclo_completo,exito,1964,410.9,True
1950,goal_20,ciclo_completo,exito,1964,410.9,True
1951,goal_20,ciclo_completo,exito,1964,410.9,True
1952,goal_20,ciclo_completo,exito,1964,410.92,True
1953,goal_20,ciclo_completo,exito,1964,410.92,True
1954,goal_20,ciclo_completo,exito,1964,410.92,True
1955,goal_20,ciclo_completo,exito,1964,410.9,True
1956,goal_20,ciclo_completo,exito,1964,410.91,True
1957,goal_20,ciclo_completo,exito,1964,410.91,True
1958,goal_20,ciclo_completo,exito,1964,410.92,True
1959,goal_20,ciclo_completo,exito,1964,410.92,True
1960,goal_20,ciclo_completo,exito,1964,410.92,True
1961,goal_20,ciclo_completo,exito,1964,410.91,True
1962,goal_20,ciclo_completo,exito,1964,410.92,True
1963,goal_20,ciclo_completo,exito,1964,410.92,True
1964,goal_20,ciclo_completo,exito,1964,410.92,True
1965,goal_20,ciclo_completo,exito,1964,410.92,True
1966,goal_20,ciclo_completo,exito,1964,410.92,True
1967,goal_20,ciclo_completo,exito,1964,410.92,True
1968,goal_20,ciclo_completo,exito,1964,410.91,True
1969,goal_20,ciclo_completo,exito,1964,410.92,True
1970,goal_20,ciclo_completo,exito,1964,410.92,True
1971,goal_20,ciclo_completo,exito,1964,410.92,True
1972,goal_20,ciclo_completo,exito,1964,410.92,True
1973,goal_20,ciclo_completo,exito,1964,410.91,True
1974,goal_20,ciclo_completo,exito,1964,410.9,True
1975,goal_20,ciclo_completo,exito,1964,410.92,True
1976,goal_20,ciclo_completo,exito,1964,410.91,True
1977,goal_20,ciclo_completo,exito,1964,410.91,True
1978,goal_20,ciclo_completo,exito,1964,410.9,True
1979,goal_20,ciclo_completo,exito,1964,410.9,True
1980,goal_20,ciclo_completo,exito,1964,410.9,True
1981,goal_20,ciclo_completo,exito,1964,410.91,True
1982,goal_20,ciclo_completo,exito,1964,410.9,True
1983,goal_20,ciclo_completo,exito,1964,410.92,True
1984,goal_20,ciclo_completo,exito,1964,410.92,True
1985,goal_20,ciclo_completo,exito,1964,410.9,True
1986,goal_20,ciclo_completo,exito,1964,410.9,True
1987,goal_20,ciclo_completo,exito,1964,410.9,True
1988,goal_20,ciclo_completo,exito,1964,410.92,True
1989,goal_20,ciclo_completo,exito,1964,410.91,True
1990,goal_20,ciclo_completo,exito,1964,410.91,True
1991,goal_20,ciclo_completo,exito,1964,410.9,True
1992,goal_20,ciclo_completo,exito,1964,410.9,True
1993,goal_20,ciclo_completo,exito,1964,410.9,True
1994,goal_20,ciclo_completo,exito,1964,410.91,True
1995,goal_20,ciclo_completo,exito,1964,410.9,True
1996,goal_20,ciclo_completo,exito,1964,410.92,True
1997,goal_20,ciclo_completo,exito,1964,410.9,True
1998,goal_20,ciclo_completo,exito,1964,410.9,True
1999,goal_20,ciclo_completo,exito,1964,410.9,True
2000,goal_20,ciclo_completo,exito,1964,410.92,True
2001,goal_21,ciclo_completo,exito,1869,396.63,True
2002,goal_21,ciclo_completo,exito,1870,396.79,True
2003,goal_21,ciclo_completo,exito,1870,396.79,True
2004,goal_21,ciclo_completo,exito,1870,396.79,True
2005,goal_21,ciclo_completo,exito,1869,396.63,True
2006,goal_21,ciclo_completo,exito,1869,396.63,True
2007,goal_21,ciclo_completo,exito,1869,396.62,True
